artifact_id,relative_path,exists,artifact_type,row_count,column_count,columns,observed_hash,expected_hash,hash_verified,input_artifact_gate,blocking_reason
nineteen_b_upstream_19a_contract_audit,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B_robust_right_tail_enrichment_and_false_positive_burden_readout/upstream_19a_contract_audit.csv,True,.csv,14,6,artifact_id|required_fact|expected_value|observed_value|contract_gate|blocking_reason,35f304096ea825d158aab5ebbb1d32cd7fcd3b1c356b2b69b24ca972d3a082cd,35f304096ea825d158aab5ebbb1d32cd7fcd3b1c356b2b69b24ca972d3a082cd,True,pass,
nineteen_b_upstream_19b0_contract_audit,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B_robust_right_tail_enrichment_and_false_positive_burden_readout/upstream_19b0_contract_audit.csv,True,.csv,15,6,artifact_id|required_fact|expected_value|observed_value|contract_gate|blocking_reason,01f5f4c0982798b56506dd2cea0b73bbdcbdd2b40bdc9641b229544132b3ae81,01f5f4c0982798b56506dd2cea0b73bbdcbdd2b40bdc9641b229544132b3ae81,True,pass,
nineteen_b1_decision,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/entry_universe_19b1_decision.csv,True,.csv,1,54,run_id|created_at|requirement_file_hash|config_file_hash|primary_whitelist_hash|input_artifact_hash_manifest|config_contract_gate|input_artifact_gate|upstream_19a_contract_gate|upstream_19b0_contract_gate|upstream_19b_contract_gate|sample_support_gate|primary_row_join_gate|outcome_overlap_gate|t0_feature_pit_gate|primary_feature_separability_gate|stability_gate|policy_authorization_gate|output_contract_gate|decision_state|blocking_reason|family_id|grid_cell_id|row_scope|split|candidate_n|instrument_n|right_clean_n|left_bad_n|both_n|neither_n|N_primary_whitelist_features_frozen|N_primary_features_pit_safe_used|N_primary_features_support_pass|N_primary_features_support_fail|N_primary_features_separability_pass|N_distinct_passing_feature_signal_groups|B5_negative_control_used|B5_negative_control_support_gate|B5_negative_control_skipped_reason|validation_outcome_read|max_ep19_terminal_state|next_allowed_requirement|next_research_suggestion|model_training_authorized|entry_policy_authorized|exit_policy_authorized|holding_policy_authorized|portfolio_backtest_authorized|model_deployment_authorized|production_signal_authorized|live_trading_authorized|19C_replay_authorized|EP20_policy_preflight_authorized,459ae619d3ac03b4dc29089b6cb44a98a1248a8ae54e1c9c2a73bb84108519c9,459ae619d3ac03b4dc29089b6cb44a98a1248a8ae54e1c9c2a73bb84108519c9,True,pass,
nineteen_b1_manifest,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/manifest_19b1_t0_left_right_tail_separability_readout.json,True,.json,1,0,,43fba88e7be1cd95c631385f6092bf56516239dc2e2921e9ed16106e0ccf3bbd,43fba88e7be1cd95c631385f6092bf56516239dc2e2921e9ed16106e0ccf3bbd,True,pass,
nineteen_b1_output_hashes,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/output_hashes_19b1_t0_left_right_tail_separability_readout.json,True,.json,1,0,,6c5c8e3e887a85303aa8a684c959f317bf45d622ee26df2542c26eb754ac9f37,,True,pass,
nineteen_b1_handoff_contract,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/19B1_handoff_contract.md,True,.md,1,0,,0e709b21577fc01bef9f27932fccf4e8b63707f082e11965309247c0c5e07271,0e709b21577fc01bef9f27932fccf4e8b63707f082e11965309247c0c5e07271,True,pass,
nineteen_b1_outcome_left_right_overlap_readout,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/outcome_left_right_overlap_readout.csv,True,.csv,1,28,family_id|grid_cell_id|split|row_scope|candidate_n|instrument_n|right_tail_event_50_n|left_tail_event_10_n|left_tail_event_20_n|right_clean_n|left_bad_n|both_n|neither_n|p_left_tail_10_given_right_tail_50|p_left_tail_10_given_not_right_tail_50|p_right_tail_50_given_left_tail_10|p_right_tail_50_given_not_left_tail_10|left_tail_conditional_probability_diff_not_right_minus_right|right_tail_conditional_probability_diff_not_left_minus_left|fisher_exact_p_value|chi_square_p_value|phi_coefficient|mutual_information|cluster_bootstrap_diff_ci_low|cluster_bootstrap_diff_ci_high|outcome_overlap_gate|diagnostic_only_flag|blocking_reason,3d311dcb4da0dc1e7160b6eda2176cb7d517b24d8060f1e4e9a12ef1a13cfeba,3d311dcb4da0dc1e7160b6eda2176cb7d517b24d8060f1e4e9a12ef1a13cfeba,True,pass,
nineteen_b1_univariate_feature_separability_readout,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/t0_univariate_feature_separability_readout.csv,True,.csv,19,42,family_id|grid_cell_id|split|row_scope|feature_name|feature_signal_group|source_alias|left_bad_n|right_clean_n|left_bad_nonmissing_n|right_clean_nonmissing_n|left_bad_missing_rate|right_clean_missing_rate|missing_rate_delta_abs|left_bad_mean|left_bad_median|left_bad_p25|left_bad_p75|right_clean_mean|right_clean_median|right_clean_p25|right_clean_p75|standardized_mean_difference|median_difference|mann_whitney_u_p_value|kolmogorov_smirnov_p_value|feature_auc_raw_left_bad_positive|feature_auc_oriented_left_bad_vs_right_clean|direction_for_left_bad|cluster_bootstrap_CI_for_median_difference|cluster_bootstrap_median_difference_ci_low|cluster_bootstrap_median_difference_ci_high|cluster_bootstrap_oriented_auc_ci_low|cluster_bootstrap_oriented_auc_ci_high|cluster_bootstrap_direction_stable_rate|missing_rate_by_group|feature_support_gate|bh_fdr_adjusted_p|bonferroni_sidak_adjusted_p|separability_pass|diagnostic_only_flag|blocking_reason,a720aa5a34f8d9e9f8142eac9d295758e802954a8efe7b31028913c278a60fcb,a720aa5a34f8d9e9f8142eac9d295758e802954a8efe7b31028913c278a60fcb,True,pass,
nineteen_b1_feature_source_audit,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/t0_feature_source_audit.csv,True,.csv,19,19,feature_name|feature_signal_group|source_alias|feature_value_type|source_artifact|source_columns|asof_rule|pit_safe_flag|missing_rate|left_bad_nonmissing_n|right_clean_nonmissing_n|left_bad_missing_rate|right_clean_missing_rate|missing_rate_delta_abs|used_in_primary_readout|primary_whitelist_flag|exploratory_only_flag|feature_support_gate|blocking_reason,ea707f8b42254411e33d40fe1fa8be29bcad27bee9a825bfeb13f26a9060775c,ea707f8b42254411e33d40fe1fa8be29bcad27bee9a825bfeb13f26a9060775c,True,pass,
nineteen_b1_feature_join_audit,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/t0_feature_join_audit.csv,True,.csv,1,18,family_id|grid_cell_id|row_scope|split|expected_candidate_n_from_19b_metric|observed_candidate_n_from_mfe_mae_joint|observed_candidate_n_after_manifest_join|unique_join_key_n|duplicate_join_key_n|missing_in_candidate_manifest_n|extra_manifest_row_n|primary_enrichment_denominator_flag_false_n|manifest_frozen_before_label_readout_false_n|label_read_before_manifest_freeze_true_n|feature_matrix_row_n|feature_missing_any_primary_n|primary_row_join_gate|blocking_reason,8ef811908272a58908864b0fcfdb13900ec7815bad72aa6776c614c3cdd0e259,8ef811908272a58908864b0fcfdb13900ec7815bad72aa6776c614c3cdd0e259,True,pass,
nineteen_b1_feature_matrix_manifest,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/t0_feature_matrix_manifest.csv,True,.csv,1,22,family_id|grid_cell_id|row_scope|split|row_n|feature_n|primary_feature_columns_json|accounting_only_columns_json|exploratory_feature_columns_json|forbidden_column_n|forbidden_columns_json|forbidden_label_column_n|forbidden_label_columns_json|feature_matrix_hash|candidate_row_hash|primary_whitelist_hash|missing_any_primary_n|missing_any_primary_rate|all_primary_features_pit_safe|all_primary_features_support_pass_n|feature_matrix_gate|blocking_reason,a8db11667ae91d8ec99a07603fedd7bb43cbfca1214b3e1647fb344b34a54c1d,a8db11667ae91d8ec99a07603fedd7bb43cbfca1214b3e1647fb344b34a54c1d,True,pass,
nineteen_b1_stability_readout,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B1_t0_left_right_tail_separability_readout/t0_separability_stability_readout.csv,True,.csv,21,18,family_id|grid_cell_id|stability_check|feature_name|baseline_direction_for_left_bad|check_direction_for_left_bad|direction_stable_flag|effective_fold_n|direction_stable_fold_n|direction_stable_fold_rate|top_removed_instrument_n|top_removed_winner_n|oriented_auc_after_check|feature_support_gate_after_check|stability_gate_component|lomo_stability_status|diagnostic_only_flag|blocking_reason,e863fa100676eb47fb8143e14f735000e10284c79502f02b6270618ee0c9200f,e863fa100676eb47fb8143e14f735000e10284c79502f02b6270618ee0c9200f,True,pass,
simple_rule_feature_source_map,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B0_fast_rule_grid_enrichment_scan/simple_rule_feature_source_map.csv,True,.csv,18,14,feature_field|source_type|source_artifact|source_columns|asof_rule|window_rule|cross_section_universe|reconstruction_formula|candidate_column_alias_if_ep07|baseline_rebuild_required|pit_guard|missing_policy|materialization_status|blocking_reason,2ab33236368bcbf6fd980459a44efba9ad91833e7cbfd7d4fe5a5ad60b6bdcf3,,True,pass,
matching_feature_source_map,experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19B0_fast_rule_grid_enrichment_scan/matching_feature_source_map.csv,True,.csv,6,11,matching_key|canonical_source_artifact|canonical_source_columns|candidate_policy|baseline_policy|reconstruction_formula|bucket_rule|ep07_direct_field_allowed_for_matching|equivalence_override_allowed|frozen_before_baseline_materialization|blocking_reason,3fbef2d02609c1946fdff2f9adf88d8d35e1efb5c4b74fb015fedd36967c492f,,True,pass,
topn_executable_universe,data/processed/universe/pit_topn_400_100_executable_daily.csv,True,.csv,1140000,33,usable_trade_date|instrument|source_membership_date|membership_date|membership_available_time|available_time|ts_code|board_bucket|is_listed|is_st|is_suspended|raw_unadjusted_close|total_share_asof|total_market_cap_cny|market_cap_source|price_source|share_source|status_source|source_trade_date|source_asof_date|candidate_universe_source|membership_rule_version|board_rank_by_market_cap|board_quota|quota_fill_rate|quota_shortfall_count|quota_shortfall_reason|rank_cutoff_market_cap_cny|rank_rule_version|minimum_history_sessions|history_observed_sessions_before_usable_date|history_ready_240d_flag|history_ready_missing_reason,e73968ddf54b646ab2d831467a0e2882970e5f96880df12c41bd01a39c243965,,True,pass,
stock_qfq_dir,data/raw/akshare/day/qfq,True,directory,4598,0,,ac00af9727c1cd9aecc003f5b4781ce6893137bbb3f3e16bf4ced416a610f18a,,True,pass,
benchmark_daily,data/processed/index/benchmark_indices_daily.csv,True,.csv,6843,15,date|open|high|low|close|volume|money|trade_date|index_alias|instrument|source_symbol|source_function|source_volume_unit|source_money_unit|source_trade_date,5a423eca433727c40eb59799301f31d49065bb17cd3bb49e61074af70d87e54d,,True,pass,
