canonical_unit_id,source_requirement_section,formula_name,frozen_constant_name,frozen_constant_value,formula_text_hash,formula_constants_hash,implementation_hash,status
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_money_floor_cny,50000000,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,launch_episode_merge_gap_trading_days,20,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,fast_fail_drawdown,-0.06,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,right_tail_horizon_trading_days,120,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,right_tail_plus20_threshold,0.2,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_launch_breakout_money_surge_fast_fail_v0,R01 §7,r01_launch_breakout_money_surge_fast_fail_v0,right_tail_plus50_threshold,0.5,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,85eeef992685e329efdf183611545732803f4bd7d4ec9151a8ada13c7ad2171e,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_base_length_trading_days,20,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_base_drawdown_min,-0.12,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_breakout_ret_min,0.0,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_breakout_ret_max,0.08,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_vol_contraction_max,0.8,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_ma20_distance_abs_max,0.12,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_atr20_pct_max,0.1,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_money_ratio5_to20_min,1.1,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_money_ratio5_to20_max,2.5,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,vcp_avg_money20_rank_pct_min,0.3,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,right_tail_horizon_trading_days,120,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,right_tail_plus20_threshold,0.2,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
r01_base_breakout_vcp_sparse_natural_exit_v0,R01 §7,r01_base_breakout_vcp_sparse_natural_exit_v0,right_tail_plus50_threshold,0.5,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,9d8323ea26c425f7349a0feb4772912ef1defea7c2b671779572c379877cda01,43c94e97e50adeab43979289897fdf2ec85a75af32db53eb821f47b2b6188b72,frozen
