family_id,grid_cell_id,parameter_json,parameter_hash,selection_split,source_contract,candidate_row_source,feature_source_map_version,label_source_map_version,matching_feature_source_map_version,baseline_family_required_n,registry_frozen_before_label_readout,label_readout_started,blocking_reason
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__f3350859dd27,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.0}",f3350859dd27603a7e46b404426d5eeb44fca5e3e584fbd50b165ece1b2d2bb6,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__126a0d3d0ce3,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""all"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.05}",126a0d3d0ce360aece895df4f29d79ea16f113b67cc4f2df201503718862d4c3,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__367243113bfc,"{""amount_ratio_20d_min"": 2.0, ""market_regime_filter"": ""risk_on"", ""near_high_120d_pct_max"": 0.08, ""return_20d_min"": 0.05}",367243113bfc1f29e07eefc1bc7394ac601b525f215602c3b557d10401419306,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__31226d09f5ea,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.05}",31226d09f5ea0cfb62103614fd3787be1e2b8626ee9f38e574bea8338347700c,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__e76f8d277b6e,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.05}",e76f8d277b6e737f94fef5f41660dbf246ca0aa8e8384f42ba3d4b3458c91ff6,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__57543f0e85fd,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.05}",57543f0e85fd24ead771b6af9cf40a79ae3aed496a17b417795f50b8b2d632ea,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__10a231449c89,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.05}",10a231449c89d2fcacb55e2fc366622ea89538274fa7ed9808eadc55443af2c9,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__c7e7179c7b8f,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.8, ""stock_vs_market_20d_min"": 0.05}",c7e7179c7b8f287cfb6855f506dd0857d02b68c27674cc1e483c3f873a846dfa,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__b9c9d1299022,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.8, ""stock_vs_market_20d_min"": 0.05}",b9c9d12990226f8a6ac9933797961300cbade2ce237f4e14bae12e38cb6ca6ac,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__8a6c15a34460,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.8, ""stock_vs_market_20d_min"": 0.05}",8a6c15a34460ae37947bd63090f89287c17e36ea8ce9d9fe212f379c62799f9c,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__4845f366eae6,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.8, ""stock_vs_market_20d_min"": 0.05}",4845f366eae67f53a26c96fc22ffb84886c6e2cc5d1164e1301def7c9f21e6fe,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.9, ""stock_vs_market_20d_min"": 0.05}",61db67ee1618507217389d429e193c32d435ad93b2eb8af8a14f860263c95add,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.9, ""stock_vs_market_20d_min"": 0.05}",bb20a9263519ef1e5ad90bdb6a631dffa489e84dccb0aaedaa2f05bfefb4a69d,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.9, ""stock_vs_market_20d_min"": 0.05}",377c3e689ae856b228887d06d2b793ac045fc2d57a49ab54e2d5c87480ae5c17,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.9, ""stock_vs_market_20d_min"": 0.05}",ff7adaf093c48e6a8bc7eeee2ac17e6347ae40e96debc6d7a5c2c5af52562ca5,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.1}",b9a0e3481365bc86f2e4fe9fb353138f9ca1e2b6236d844686d429928d792966,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.1}",da4cbee37cebf94f6290f397ac2bc1d3be5e806ded29083663d20dff4182661d,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.1}",fc404ad6ee087bcab19a121e0d3c74eaa81b165bbb478e297b973b0c01a6ce2e,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,"{""close_to_ema60_min"": 0.02, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.7, ""stock_vs_market_20d_min"": 0.1}",167dfbbd79ce00010a4a12b560233e33ffd96860c52281366898952fb4321b9d,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""all"", ""return_60d_rank_pct_min"": 0.8, ""stock_vs_market_20d_min"": 0.1}",1d4b408e8cccbc5f91bc397feee98c13ddf9b912d0c6e266dc3c4f994d2afe02,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,"{""close_to_ema60_min"": 0.0, ""market_regime_filter"": ""risk_on"", ""return_60d_rank_pct_min"": 0.8, ""stock_vs_market_20d_min"": 0.1}",69f8f25a82eed7b954a6dfdcaf07274a22a91c8f2f579b4b0b88a89d8dbe96b2,train,19A_grid_search_manifest + simple_rule_feature_source_map,baseline eligible qfq/universe scan,simple_rule_feature_source_map_v1,label_source_map_v1,matching_feature_source_map_v1,3,True,False,
