signal_month,first_holding_month,final_holding_month,split,grouping,J,K,skip_mode,signal_eligible_instrument_count,rank_denominator_missing_count,intermediate_month_count,min_valid_intermediate_monthly_closes_required,min_intermediate_month_coverage_share,assigned_loser_leg_count,assigned_winner_leg_count,signal_eligibility_status,holding_label_status,portfolio_month_status,block_reason
2018-10,2018-11,2022-10,train,decile,6,48,no_skip,114,2,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2019-05,train,tertile,6,6,skip1,114,2,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2019-05,train,quintile,6,6,skip1,114,2,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2019-05,train,decile,6,6,skip1,114,2,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2018-11,train,tertile,12,1,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2018-11,train,quintile,12,1,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2018-11,train,decile,12,1,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-04,train,tertile,12,6,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-04,train,quintile,12,6,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-04,train,decile,12,6,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-10,train,tertile,12,12,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-10,train,quintile,12,12,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-10,train,decile,12,12,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-04,train,tertile,12,18,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-04,train,quintile,12,18,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-04,train,decile,12,18,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-10,train,tertile,12,24,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-10,train,quintile,12,24,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-10,train,decile,12,24,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-04,train,tertile,12,30,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-04,train,quintile,12,30,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-04,train,decile,12,30,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-10,train,tertile,12,36,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-10,train,quintile,12,36,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-10,train,decile,12,36,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-04,train,tertile,12,42,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-04,train,quintile,12,42,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-04,train,decile,12,42,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-10,train,tertile,12,48,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-10,train,quintile,12,48,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-10,train,decile,12,48,no_skip,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2019-11,train,tertile,12,12,skip1,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2019-11,train,quintile,12,12,skip1,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2019-11,train,decile,12,12,skip1,110,6,11,6,0.7272727272727273,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2018-11,train,tertile,18,1,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2018-11,train,quintile,18,1,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2018-11,train,decile,18,1,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-04,train,tertile,18,6,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-04,train,quintile,18,6,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-04,train,decile,18,6,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-10,train,tertile,18,12,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-10,train,quintile,18,12,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2019-10,train,decile,18,12,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-04,train,tertile,18,18,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-04,train,quintile,18,18,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-04,train,decile,18,18,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-10,train,tertile,18,24,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-10,train,quintile,18,24,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2020-10,train,decile,18,24,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-04,train,tertile,18,30,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-04,train,quintile,18,30,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-04,train,decile,18,30,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-10,train,tertile,18,36,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-10,train,quintile,18,36,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2021-10,train,decile,18,36,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-04,train,tertile,18,42,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-04,train,quintile,18,42,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-04,train,decile,18,42,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-10,train,tertile,18,48,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-10,train,quintile,18,48,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-11,2022-10,train,decile,18,48,no_skip,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2020-05,train,tertile,18,18,skip1,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2020-05,train,quintile,18,18,skip1,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-10,2018-12,2020-05,train,decile,18,18,skip1,111,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,tertile,1,1,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2018-12,train,quintile,1,1,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2018-12,train,decile,1,1,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2019-05,train,tertile,1,6,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2019-05,train,quintile,1,6,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2019-05,train,decile,1,6,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2019-11,train,tertile,1,12,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2019-11,train,quintile,1,12,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2019-11,train,decile,1,12,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2020-05,train,tertile,1,18,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2020-05,train,quintile,1,18,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2020-05,train,decile,1,18,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2020-11,train,tertile,1,24,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2020-11,train,quintile,1,24,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2020-11,train,decile,1,24,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2021-05,train,tertile,1,30,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2021-05,train,quintile,1,30,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2021-05,train,decile,1,30,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2021-11,train,tertile,1,36,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2021-11,train,quintile,1,36,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2021-11,train,decile,1,36,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2022-05,train,tertile,1,42,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2022-05,train,quintile,1,42,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2022-05,train,decile,1,42,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2022-11,train,tertile,1,48,no_skip,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2018-12,2022-11,train,quintile,1,48,no_skip,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2018-12,2022-11,train,decile,1,48,no_skip,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2019-01,2019-01,train,tertile,1,1,skip1,120,2,0,0,1.0,40,40,complete,complete,complete,
2018-11,2019-01,2019-01,train,quintile,1,1,skip1,120,2,0,0,1.0,24,24,complete,complete,complete,
2018-11,2019-01,2019-01,train,decile,1,1,skip1,120,2,0,0,1.0,12,12,complete,complete,complete,
2018-11,2018-12,2018-12,train,tertile,6,1,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,quintile,6,1,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,decile,6,1,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,tertile,6,6,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,quintile,6,6,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,decile,6,6,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,tertile,6,12,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,quintile,6,12,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,decile,6,12,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,tertile,6,18,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,quintile,6,18,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,decile,6,18,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-11,train,tertile,6,24,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-11,train,quintile,6,24,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-11,train,decile,6,24,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-05,train,tertile,6,30,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-05,train,quintile,6,30,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-05,train,decile,6,30,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-11,train,tertile,6,36,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-11,train,quintile,6,36,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-11,train,decile,6,36,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-05,train,tertile,6,42,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-05,train,quintile,6,42,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-05,train,decile,6,42,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-11,train,tertile,6,48,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-11,train,quintile,6,48,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-11,train,decile,6,48,no_skip,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2019-01,2019-06,train,tertile,6,6,skip1,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2019-01,2019-06,train,quintile,6,6,skip1,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2019-01,2019-06,train,decile,6,6,skip1,118,3,5,3,0.6,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,tertile,12,1,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,quintile,12,1,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,decile,12,1,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,tertile,12,6,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,quintile,12,6,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,decile,12,6,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,tertile,12,12,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,quintile,12,12,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,decile,12,12,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,tertile,12,18,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,quintile,12,18,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,decile,12,18,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-11,train,tertile,12,24,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-11,train,quintile,12,24,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-11,train,decile,12,24,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-05,train,tertile,12,30,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-05,train,quintile,12,30,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-05,train,decile,12,30,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-11,train,tertile,12,36,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-11,train,quintile,12,36,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2021-11,train,decile,12,36,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-05,train,tertile,12,42,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-05,train,quintile,12,42,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-05,train,decile,12,42,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-11,train,tertile,12,48,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-11,train,quintile,12,48,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2022-11,train,decile,12,48,no_skip,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2019-01,2019-12,train,tertile,12,12,skip1,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2019-01,2019-12,train,quintile,12,12,skip1,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2019-01,2019-12,train,decile,12,12,skip1,116,5,11,6,0.5454545454545454,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,tertile,18,1,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,quintile,18,1,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2018-12,train,decile,18,1,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,tertile,18,6,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,quintile,18,6,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-05,train,decile,18,6,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,tertile,18,12,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,quintile,18,12,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2019-11,train,decile,18,12,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
2018-11,2018-12,2020-05,train,tertile,18,18,no_skip,116,6,17,9,0.6470588235294118,0,0,blocked_insufficient_signal_eligible_universe,complete,blocked,insufficient_signal_eligible_universe
