candidate_family_id,feature_id,feature_name,feature_role,formula_id,formula_text,source_artifact_alias,source_columns,window_id,minimum_observation_count,primary_model_feature,appendix_only,inherited_from_18d_candidate,lineage_before_target_evidence,blocking_reason
F2,money_20d_zscore,money_20d_zscore,existing_18b_retained,18B_retained::money_20d_zscore,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,money_20d_zscore,18B_retained,,True,False,False,True,
F3,board_rank_pct,board_rank_pct,existing_18b_retained,18B_retained::board_rank_pct,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,board_rank_pct,18B_retained,,True,False,False,True,
F3,board_rank_by_market_cap,board_rank_by_market_cap,existing_18b_retained,18B_retained::board_rank_by_market_cap,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,board_rank_by_market_cap,18B_retained,,True,False,False,True,
F4,volatility_20d,volatility_20d,existing_18b_retained,18B_retained::volatility_20d,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,volatility_20d,18B_retained,,True,False,False,True,
F4,volatility_60d,volatility_60d,existing_18b_retained,18B_retained::volatility_60d,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,volatility_60d,18B_retained,,True,False,False,True,
F4,max_drawdown_20d,max_drawdown_20d,existing_18b_retained,18B_retained::max_drawdown_20d,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,max_drawdown_20d,18B_retained,,True,False,False,True,
F4,max_drawdown_60d,max_drawdown_60d,existing_18b_retained,18B_retained::max_drawdown_60d,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,max_drawdown_60d,18B_retained,,True,False,False,True,
F4,intraday_range_20d_mean,intraday_range_20d_mean,existing_18b_retained,18B_retained::intraday_range_20d_mean,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,intraday_range_20d_mean,18B_retained,,True,False,False,True,
F5,board_bucket_chinext,board_bucket_chinext,existing_18b_retained,18B_retained::board_bucket_chinext,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,board_bucket_chinext,18B_retained,,True,False,False,True,
F5,board_bucket_main_board,board_bucket_main_board,existing_18b_retained,18B_retained::board_bucket_main_board,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,board_bucket_main_board,18B_retained,,True,False,False,True,
F5,log_total_market_cap_cny,log_total_market_cap_cny,existing_18b_retained,18B_retained::log_total_market_cap_cny,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,log_total_market_cap_cny,18B_retained,,True,False,False,True,
F5,tradability_status_ok,tradability_status_ok,existing_18b_retained,18B_retained::tradability_status_ok,retained without recomputation from 18B payoff_state_feature_matrix.parquet,ep18_current_feature_matrix,tradability_status_ok,18B_retained,,True,False,False,True,
M1,m1_close_location_episode_range,close location in episode range,primary_refresh,18E::m1_close_location_episode_range,(close_t0-low_t0)/(high_t0-low_t0),episode_geometry_panel,qfq high low close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_close_location_trailing60_range,close location in trailing 60 range,primary_refresh,18E::m1_close_location_trailing60_range,(close_t0-low_60)/(high_60-low_60),pit_price_path_panel,qfq high low close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_episode_drawdown_pre_t0,episode drawdown before t0,primary_refresh,18E::m1_episode_drawdown_pre_t0,min(qfq_low_t / running_max(qfq_close up to t) - 1) over cluster_start_pos..step_start_pos; inherited 18D mixed low/close drawdown proxy,pit_price_path_panel,qfq low close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_failed_repair_count_low_to_t0,failed repair count from episode low to t0,primary_refresh,18E::m1_failed_repair_count_low_to_t0,count pre-t0 failed repair local highs,pit_price_path_panel,qfq close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_path_transition_entropy_episode,path transition entropy episode low to t0,primary_refresh,18E::m1_path_transition_entropy_episode,path_transition_entropy_episode_low_to_t0,pit_price_path_panel,qfq close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_pullback_from_episode_high_t0,pullback from pre-t0 episode high,primary_refresh,18E::m1_pullback_from_episode_high_t0,close_t0/high_t0-1,episode_geometry_panel,qfq high close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_repair_path_efficiency_episode,episode repair path efficiency,primary_refresh,18E::m1_repair_path_efficiency_episode,repair_path_efficiency_episode_low_to_t0,pit_price_path_panel,qfq close,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_up_down_run_imbalance_20,up down run imbalance trailing 20,primary_refresh,18E::m1_up_down_run_imbalance_20,longest_up_run_20-longest_down_run_20,pit_price_path_panel,qfq close,trailing_or_episode_t0_window,5,True,False,True,True,
M3,m3_asymmetric_range_position_t0,asymmetric range position t0,primary_refresh,18E::m3_asymmetric_range_position_t0,2*(close_t0-low_t0)/(high_t0-low_t0)-1,episode_geometry_panel,qfq high low close,trailing_or_episode_t0_window,5,True,False,True,True,
M3,m3_failed_breakout_count_pre_t0,failed breakout count before t0,primary_refresh,18E::m3_failed_breakout_count_pre_t0,count pre-t0 new highs with failed follow-through,pit_price_path_panel,qfq high low close,trailing_or_episode_t0_window,5,True,False,True,True,
M3,m3_upper_shadow_pressure_share_20,upper shadow pressure share trailing 20,primary_refresh,18E::m3_upper_shadow_pressure_share_20,mean(upper_shadow/range) over valid candles,pit_price_path_panel,qfq open high low close,trailing_or_episode_t0_window,5,True,False,True,True,
M3,m3_upside_downside_room_ratio_t0,upside downside room ratio t0,primary_refresh,18E::m3_upside_downside_room_ratio_t0,(episode_high-close_t0)/(close_t0-episode_low),episode_geometry_panel,qfq high low close,trailing_or_episode_t0_window,5,True,False,True,True,
M3,m3_upside_room_to_episode_high,upside room to pre-t0 episode high,primary_refresh,18E::m3_upside_room_to_episode_high,(episode_high-close_t0)/close_t0,episode_geometry_panel,qfq high close,trailing_or_episode_t0_window,5,True,False,True,True,
M5,m5_bars_since_episode_high_t0,bars since episode high t0,primary_refresh,18E::m5_bars_since_episode_high_t0,step_start_pos-episode_high_pos_t0,episode_geometry_panel,position index,trailing_or_episode_t0_window,5,True,False,True,True,
M5,m5_bars_since_episode_low,bars since episode low,primary_refresh,18E::m5_bars_since_episode_low,step_start_pos-episode_low_pos_t0,episode_geometry_panel,position index,trailing_or_episode_t0_window,5,True,False,True,True,
M5,m5_episode_age_to_t0,episode age at t0,primary_refresh,18E::m5_episode_age_to_t0,step_start_pos-cluster_start_pos,episode_geometry_panel,position index,trailing_or_episode_t0_window,5,True,False,True,True,
M5,m5_high_to_t0_age_ratio,high to t0 age ratio,primary_refresh,18E::m5_high_to_t0_age_ratio,"(step_start_pos-high_pos_t0)/max(age,1)",episode_geometry_panel,position index,trailing_or_episode_t0_window,5,True,False,True,True,
M5,m5_low_to_t0_age_ratio,low to t0 age ratio,primary_refresh,18E::m5_low_to_t0_age_ratio,"(step_start_pos-low_pos_t0)/max(age,1)",episode_geometry_panel,position index,trailing_or_episode_t0_window,5,True,False,True,True,
M5,m5_nonoverlap_step_index_to_t0,nonoverlap step index to t0,primary_refresh,18E::m5_nonoverlap_step_index_to_t0,floor((step_start_pos-cluster_start_pos)/horizon_sessions),episode_geometry_panel,position index,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_flow_concentration_top3_share_20,flow concentration top3 share trailing 20,primary_refresh,18E::m2_flow_concentration_top3_share_20,sum(top 3 abs(signed_money_proxy_t)) / sum(abs(signed_money_proxy_t)) over trailing_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_flow_price_divergence_persistence_20,flow price divergence persistence trailing 20,primary_refresh,18E::m2_flow_price_divergence_persistence_20,mean(sign(close[j]/close[j-4]-1) != sign(net_signed_money_flow rows[j-4:j])) for j=4..19 in trailing_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_money_flow_persistence_trailing20,money flow sign persistence trailing 20,primary_refresh,18E::m2_money_flow_persistence_trailing20,mean(sign(signed_money_proxy_t) == sign(signed_money_proxy_t-1)) over trailing_20 valid signed-flow sequence,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_money_flow_reversal_accel_5v20,money flow reversal acceleration 5 versus 20,primary_refresh,18E::m2_money_flow_reversal_accel_5v20,reversal_rate(trailing_5 signed_money_proxy) - reversal_rate(trailing_20 signed_money_proxy),pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_net_signed_money_flow_trailing20,net signed money flow trailing 20,primary_refresh,18E::m2_net_signed_money_flow_trailing20,sum(amount_t * sign(close_t - close_t-1)) / sum(abs(amount_t)) over trailing_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_positive_money_flow_share_trailing20,positive money flow share trailing 20,primary_refresh,18E::m2_positive_money_flow_share_trailing20,sum(amount_t where close_t > close_t-1) / sum(amount_t) over trailing_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,True,False,True,True,
M2,m2_turnover_compression_20_vs_60,turnover compression 20 versus 60,primary_refresh,18E::m2_turnover_compression_20_vs_60,mean(turnover_rate trailing_20) / mean(turnover_rate trailing_60),pit_money_flow_proxy_panel,turnover_rate,trailing_or_episode_t0_window,5,True,False,True,True,
M1,m1_return_sign_entropy_trailing20,return sign entropy trailing 20,appendix_or_deferred,18E::m1_return_sign_entropy_trailing20,return_sign_entropy_trailing20,pit_price_path_panel,qfq close,trailing_or_episode_t0_window,5,False,True,True,True,failed volatility/participation orthogonality
M1,m1_episode_recovery_ratio_to_high_t0,episode recovery ratio to pre-t0 high,appendix_or_deferred,18E::m1_episode_recovery_ratio_to_high_t0,(close_t0-low_t0)/(high_t0-low_t0),episode_geometry_panel,qfq high low close,trailing_or_episode_t0_window,5,False,True,True,True,dedup alias of m1_close_location_episode_range
M1,m1_path_linearity_r2_low_to_t0,path linearity R2 from episode low to t0,appendix_or_deferred,18E::m1_path_linearity_r2_low_to_t0,R2(close~position) over episode low to t0,pit_price_path_panel,qfq close,trailing_or_episode_t0_window,5,False,True,True,True,failed train-prior orthogonality
M3,m3_downside_crowding_to_episode_low,downside crowding to episode low,appendix_or_deferred,18E::m3_downside_crowding_to_episode_low,(close_t0-episode_low)/close_t0,episode_geometry_panel,qfq low close,trailing_or_episode_t0_window,5,False,True,True,True,failed train-prior orthogonality
M3,m3_downside_room_to_episode_low_t0,downside room to episode low t0,appendix_or_deferred,18E::m3_downside_room_to_episode_low_t0,(close_t0-episode_low)/close_t0,episode_geometry_panel,qfq low close,trailing_or_episode_t0_window,5,False,True,True,True,dedup alias / failed train-prior orthogonality
M3,m3_vol_adjusted_repair_strength,volatility adjusted repair strength,appendix_or_deferred,18E::m3_vol_adjusted_repair_strength,repair_return/volatility_20d,pit_price_path_panel,qfq close and volatility_20d,trailing_or_episode_t0_window,5,False,True,True,True,failed train-prior orthogonality
M5,m5_lifecycle_progress_to_t0,lifecycle progress at t0,appendix_or_deferred,18E::m5_lifecycle_progress_to_t0,(step_start_pos-cluster_start)/(cluster_end-cluster_start),episode_geometry_panel,position index,trailing_or_episode_t0_window,5,False,True,True,True,full_episode_boundary_after_t0
M5,m5_bars_since_reclaim,bars since deterministic ma60 reclaim,appendix_or_deferred,18E::m5_bars_since_reclaim,step_start_pos-reclaim_pos_t0,episode_geometry_panel,qfq close ma60,trailing_or_episode_t0_window,5,False,True,True,True,candidate_finite_rate_below_floor
M5,m5_low_before_high_t0,low before high t0,appendix_or_deferred,18E::m5_low_before_high_t0,episode_low_pos_t0 < episode_high_pos_t0,episode_geometry_panel,position index,trailing_or_episode_t0_window,5,False,True,True,True,failed train-prior orthogonality
M2,m2_net_signed_money_flow_accel_5v20,net signed money flow acceleration 5 versus 20,appendix_or_deferred,18E::m2_net_signed_money_flow_accel_5v20,net_signed_money_flow_5-net_signed_money_flow_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,False,True,True,True,failed f2_extended_participation_money orthogonality
M2,m2_positive_money_flow_share_accel_5v20,positive money flow share acceleration 5 versus 20,appendix_or_deferred,18E::m2_positive_money_flow_share_accel_5v20,positive_money_flow_share_5-positive_money_flow_share_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,False,True,True,True,failed f2_extended_participation_money orthogonality
M2,m2_net_signed_money_flow_curvature_5_10_20,net signed money flow curvature 5 10 20,appendix_or_deferred,18E::m2_net_signed_money_flow_curvature_5_10_20,flow_5-2*flow_10+flow_20,pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,False,True,True,True,failed f2_extended_participation_money orthogonality
M2,m2_high_amount_negative_bar_share_20,high amount negative bar share trailing 20,appendix_or_deferred,18E::m2_high_amount_negative_bar_share_20,share(ret<0 and amount>=trailing60 amount p80),pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,False,True,True,True,failed f2_extended_participation_money orthogonality
M2,m2_signed_flow_volatility_20,signed flow volatility trailing 20,appendix_or_deferred,18E::m2_signed_flow_volatility_20,std(signed_flow/abs(amount)),pit_money_flow_proxy_panel,qfq close money,trailing_or_episode_t0_window,5,False,True,True,True,failed f2_extended_participation_money orthogonality
M4,m4_regime_context_deferred,regime context deferred,appendix_or_deferred,18E::m4_regime_context_deferred,requires new PIT context,market_or_regime_context_panel,context panel,trailing_or_episode_t0_window,5,False,True,True,True,no new PIT context and family deferred
