family_id,grid_cell_id,parameter_hash,split,row_key,instrument_id,decision_date,executable_next_open_date,primary_enrichment_denominator_flag,candidate_flag,manifest_frozen_before_label_readout,label_read_before_manifest_freeze,row_source_hash,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-05,SH600012,2024-08-05,2024-08-06,False,True,True,False,97a169fdf502ef65d054a0380be0cb992f22ef3488682771ca539f746b6c3d3b,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-13,SH600012,2024-08-13,2024-08-14,False,True,True,False,2380828c683f77ea1103ba4118558afe11237d55b4b8f973421360be5e3bf104,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-14,SH600012,2024-08-14,2024-08-15,False,True,True,False,b03e10c787156364817c6a1a922fbf63b70ee6ef87cf04e0110b9a2e4236f3c9,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-15,SH600012,2024-08-15,2024-08-16,False,True,True,False,9416acaafc5053bc81e2ecb1786bdbeef9445a9c047ae54af82834dbe5764adf,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-16,SH600012,2024-08-16,2024-08-19,True,True,True,False,89161912db64235b59e76aba068d11fa25a66a20beed093ff9b98b79847c6b1a,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-19,SH600012,2024-08-19,2024-08-20,False,True,True,False,37a927a9553ee848e8b63203b19cc7a534e187cad34ef3b3385409a7f79937dc,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600012_2024-08-20,SH600012,2024-08-20,2024-08-21,False,True,True,False,8ff417a63c49f62a4d683d815e4b8f1008f354e9c496cf658b4b5c43a419544e,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600016_2025-06-12,SH600016,2025-06-12,2025-06-13,True,True,True,False,25ce569d71961535f122ba70e9d54e373afa3757be91d350164022d9fccde762,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600016_2025-06-20,SH600016,2025-06-20,2025-06-23,False,True,True,False,13fc6dc143533fe57c81462edb57f76038728374a65f1e2b0ee93a6629f7e152,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600016_2025-06-23,SH600016,2025-06-23,2025-06-24,False,True,True,False,e084bba227ac4f7cbfd84ed5783c17134ad627e4268cccc93d2ce0ebc21821e0,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2024-05-28,SH600021,2024-05-28,2024-05-29,True,True,True,False,b7245b421ab0f153aeecf1c983b67f5e88d15b7479d592a67936ae723a10b1c3,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-08-22,SH600021,2025-08-22,2025-08-25,True,True,True,False,4082b903d8120a90ef620ace3e1a8dbcd6cf322b9b418b04751307dac50cc7c6,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-08-27,SH600021,2025-08-27,2025-08-28,False,True,True,False,7cbcd9a16c74377c988ccd1ab0ef6f12692fc1bada5793b63e1d68cd21b469b7,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-08-28,SH600021,2025-08-28,2025-08-29,False,True,True,False,b22c8ca5e33bfc847b31c110e5916449c121abafa51317359a5d0ea3f6ac86a7,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-08-29,SH600021,2025-08-29,2025-09-01,False,True,True,False,7f7ce19254c0f81d4b20c4d1e3bc3d116b81f27a441b4cd8f86cebc29574315a,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-01,SH600021,2025-09-01,2025-09-02,False,True,True,False,e23d9d21307cf0b329b5cdca1f312e1f1db9f0b0a27f4bb09e6703569228f55f,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-02,SH600021,2025-09-02,2025-09-03,False,True,True,False,78b69c98d1b326212461b811756425920bd66f074818beb05361eed1e7ac4705,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-03,SH600021,2025-09-03,2025-09-04,False,True,True,False,8aa6f60777a12a72e17644a9e03feafc906467a7441aeb4bda10f05d931279bc,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-04,SH600021,2025-09-04,2025-09-05,False,True,True,False,a490cc269be6c234d7d51074653b5066550eaf4131953a365cf78ededde07497,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-05,SH600021,2025-09-05,2025-09-08,False,True,True,False,e12b5c06bb20689ebcc61ee5f347fd6bb72d9bf453ee1b278ca13fc392b98d98,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-08,SH600021,2025-09-08,2025-09-09,True,True,True,False,aa990a5bef2d094c7be682bf629af08b8fd4ec6df19f4232f3204670d27b79b5,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-09,SH600021,2025-09-09,2025-09-10,False,True,True,False,faa4bee6dcce4cda41a7714c452236d97b3fc7d6e6d0d0c45fb4f14c4837eafd,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-10,SH600021,2025-09-10,2025-09-11,False,True,True,False,3bc704350b4ca3aaeda16bb7da2a8c04553fd68b7c6d2036814373c95af38c61,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-11,SH600021,2025-09-11,2025-09-12,False,True,True,False,b100a5201527835cc4c7adb67171864ecdc395ae2878e444373a76d12665cf38,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-12,SH600021,2025-09-12,2025-09-15,False,True,True,False,095aa264121ee7a0166f5e650dd9541fcf7e9effdbf2b6a1c5561916fd44fef6,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-15,SH600021,2025-09-15,2025-09-16,False,True,True,False,0d7988ad5a1d9535f74015371a8e7a0d52bfaa94c5f1c3f30e00792aaa69cb1d,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-16,SH600021,2025-09-16,2025-09-17,False,True,True,False,d8744a1d4aefbbf01ae4c61f367d544474c29a649684803534796b39714e84e1,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-17,SH600021,2025-09-17,2025-09-18,False,True,True,False,e5ba3d303d4574123dd2edb09e4c42c443c0790eb4c6c852c88c81e2d18c460f,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-18,SH600021,2025-09-18,2025-09-19,False,True,True,False,59d09ea76cf155e6b12831090aebef46bc6ca802dbbf10a9a7aadd5121bbfdd1,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-19,SH600021,2025-09-19,2025-09-22,False,True,True,False,9a5183e5e6084f48353b74519324d7070c8b66dfce6a971b8bf5265922f500da,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-22,SH600021,2025-09-22,2025-09-23,False,True,True,False,bfc4ef91b4e776a57621010cda02b90184fe5dcd588f629692966ded75826ab9,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-23,SH600021,2025-09-23,2025-09-24,True,True,True,False,fc2a1e6dfce1c51aef7ac49a6423dfd3c7695bbed4201699811374f38db73991,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-24,SH600021,2025-09-24,2025-09-25,False,True,True,False,20e3e0b5af756245eb8d465ee7a8ac443b982777daefcad9f09853f63a3e21e9,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-25,SH600021,2025-09-25,2025-09-26,False,True,True,False,002e4bd9c5c81e7f9481fe408505194314a41e59d08125f9d007821e26895b50,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-09-26,SH600021,2025-09-26,2025-09-29,False,True,True,False,e8a88f65931c58a6e4776304ce05e03544dea17bd246b51d873af6a9ae822a8b,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-09,SH600021,2025-10-09,2025-10-10,False,True,True,False,d674203dba0bb23244a94a9b3e252ca909fe3d9fd94dae41afb660cdc6ff1b80,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-10,SH600021,2025-10-10,2025-10-13,False,True,True,False,e05a67570d68891baa9312a83ce6f23cf06a376c080ebd4bf3e9f775b4626abd,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-24,SH600021,2025-10-24,2025-10-27,True,True,True,False,abe8b3f34ac624373a66a020d66c3ca3777a7b5b2338311d35c352583d8f6982,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-27,SH600021,2025-10-27,2025-10-28,False,True,True,False,07136ccab51a3bbcbc9cc0fdb772af541651c8402ee5258e387453cbb03be772,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-28,SH600021,2025-10-28,2025-10-29,False,True,True,False,8c83ff0c0a644aed009e513c03445463ab3b8162346925b41a117269296c2211,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-29,SH600021,2025-10-29,2025-10-30,False,True,True,False,d27223e3f20d0d6814b2fe95ebcb200d9017e83e68b2e04b0edc9b719478b87d,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-30,SH600021,2025-10-30,2025-10-31,False,True,True,False,41e4c323bc845ce110bfa3714d50f2e0195097a27bfa398aff13ca1883c3798e,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-10-31,SH600021,2025-10-31,2025-11-03,False,True,True,False,46b007f0a38424c880ff09a41e0f75b91f4d92485ec39f94af33a89df74ec6e6,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-03,SH600021,2025-11-03,2025-11-04,False,True,True,False,b6900c5d65aa676360ead9352e0b71208b3cc45f3b2914790e6f9c5379827ecf,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-04,SH600021,2025-11-04,2025-11-05,False,True,True,False,82a6171f5fd440ce877d2ce35301b4c32de9a7cbf8d499d6bf81030e688e4c72,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-05,SH600021,2025-11-05,2025-11-06,False,True,True,False,e098778415d8ca1e203097fc0bd91cfed9fc074ff0b34c2adfcaa54e7470ffe1,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-06,SH600021,2025-11-06,2025-11-07,False,True,True,False,8ea44ca2387def4853555214c5c4456e1a82ae4cb8e0beb029a37f1e84b4395d,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-10,SH600021,2025-11-10,2025-11-11,True,True,True,False,d6e4e28633183f3435c43af9c424e39dbe3bdfb1ed7aaab6b2be09d52adf8eb7,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-11,SH600021,2025-11-11,2025-11-12,False,True,True,False,d82f6dff575f2d8be0b7a969592726cd678e52d90afd34bdda13924402d2709c,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-12,SH600021,2025-11-12,2025-11-13,False,True,True,False,605104ec976f72ea1047115ba70036d4b8263a4bb50a3396bb2355de2cc9d873,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-13,SH600021,2025-11-13,2025-11-14,False,True,True,False,a1420ef14c9193759b0da84390f956fc540c9fb1683776fb4b1984e7f4a1ff32,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,robustness,SH600021_2025-11-17,SH600021,2025-11-17,2025-11-18,False,True,True,False,2ac10f26c0542e8e0b2080752303f526dce083fdd7adea35649fc8a36be80e3b,
