formula_id,token,token_type,mapped,unmapped_count
industry_relative_strength_persistence,and,operator_or_function,True,0
industry_relative_strength_persistence,close_location_5d_median,derived_feature,True,0
industry_relative_strength_persistence,relative_ret20_vs_industry,derived_feature,True,0
industry_relative_strength_persistence,ret_rank_20d_industry,derived_feature,True,0
industry_relative_strength_persistence,thresholds.industry_relative_strength_persistence__close_location_5d_median__min,threshold_key,True,0
industry_relative_strength_persistence,thresholds.industry_relative_strength_persistence__relative_ret20_vs_industry__min,threshold_key,True,0
industry_relative_strength_persistence,thresholds.industry_relative_strength_persistence__ret_rank_20d_industry__min,threshold_key,True,0
controlled_repair_from_deep_drawdown,and,operator_or_function,True,0
controlled_repair_from_deep_drawdown,close,raw_input_field,True,0
controlled_repair_from_deep_drawdown,max_drawdown_20d,derived_feature,True,0
controlled_repair_from_deep_drawdown,median20,derived_feature,True,0
controlled_repair_from_deep_drawdown,prelaunch_drawdown_120d,derived_feature,True,0
controlled_repair_from_deep_drawdown,thresholds.controlled_repair_from_deep_drawdown__max_drawdown_20d__min,threshold_key,True,0
controlled_repair_from_deep_drawdown,thresholds.controlled_repair_from_deep_drawdown__prelaunch_drawdown_120d__max,threshold_key,True,0
range_tightening_then_expand,and,operator_or_function,True,0
range_tightening_then_expand,close_location,derived_feature,True,0
range_tightening_then_expand,day_range,derived_feature,True,0
range_tightening_then_expand,q40_market,quantile_alias,True,0
range_tightening_then_expand,q70_market,quantile_alias,True,0
range_tightening_then_expand,rolling_range_20d,derived_feature,True,0
range_tightening_then_expand,thresholds.range_tightening_then_expand__close_location__min,threshold_key,True,0
first_near_limit_upper_close,and,operator_or_function,True,0
first_near_limit_upper_close,close_location,derived_feature,True,0
first_near_limit_upper_close,first_occurrence_in_60d,derived_feature,True,0
first_near_limit_upper_close,ret_1d,derived_feature,True,0
first_near_limit_upper_close,thresholds.first_near_limit_upper_close__close_location__min,threshold_key,True,0
first_near_limit_upper_close,thresholds.near_limit_threshold,threshold_key,True,0
first_near_limit_upper_close,true,enum_literal,True,0
strong_body_day_node,and,operator_or_function,True,0
strong_body_day_node,body_ret,derived_feature,True,0
strong_body_day_node,close_location,derived_feature,True,0
strong_body_day_node,money_ratio_20,derived_feature,True,0
strong_body_day_node,q90_market,quantile_alias,True,0
strong_body_day_node,thresholds.strong_body_day_node__close_location__min,threshold_key,True,0
strong_body_day_node,thresholds.strong_body_day_node__money_ratio_20__min,threshold_key,True,0
post_20_relative_strength_context,and,operator_or_function,True,0
post_20_relative_strength_context,launch_gain_from_recent_low_90d,derived_feature,True,0
post_20_relative_strength_context,ret_rank_20d_market,derived_feature,True,0
post_20_relative_strength_context,thresholds.post_20_relative_strength_context__launch_gain_from_recent_low_90d__max,threshold_key,True,0
post_20_relative_strength_context,thresholds.post_20_relative_strength_context__launch_gain_from_recent_low_90d__min,threshold_key,True,0
post_20_relative_strength_context,thresholds.post_20_relative_strength_context__ret_rank_20d_market__min,threshold_key,True,0
late_acceleration_context,late_acceleration_flag,derived_feature,True,0
late_acceleration_context,launch_gain_from_recent_low_120d,derived_feature,True,0
late_acceleration_context,or,operator_or_function,True,0
late_acceleration_context,thresholds.late_acceleration_context__launch_gain_from_recent_low_120d__min,threshold_key,True,0
late_acceleration_context,true,enum_literal,True,0
break_launch_low_3d,low,raw_input_field,True,0
break_launch_low_3d,stratum_low_at_signal,formula_macro,True,0
break_launch_low_5d,low,raw_input_field,True,0
break_launch_low_5d,stratum_low_at_signal,formula_macro,True,0
break_ema20_after_launch_5d,close,raw_input_field,True,0
break_ema20_after_launch_5d,ema20,derived_feature,True,0
break_median20_after_launch_5d,close,raw_input_field,True,0
break_median20_after_launch_5d,median20,derived_feature,True,0
gap_fade_after_launch_5d,and,operator_or_function,True,0
gap_fade_after_launch_5d,close,raw_input_field,True,0
gap_fade_after_launch_5d,close_location,derived_feature,True,0
gap_fade_after_launch_5d,open,raw_input_field,True,0
gap_fade_after_launch_5d,prior_close,derived_feature,True,0
gap_fade_after_launch_5d,thresholds.gap_fade_after_launch_5d__close_location__max,threshold_key,True,0
gap_fade_after_launch_5d,thresholds.gap_up_min_ret,threshold_key,True,0
gap_fade_break_prior_close_5d,and,operator_or_function,True,0
gap_fade_break_prior_close_5d,close,raw_input_field,True,0
gap_fade_break_prior_close_5d,close_location,derived_feature,True,0
gap_fade_break_prior_close_5d,open,raw_input_field,True,0
gap_fade_break_prior_close_5d,prior_close,derived_feature,True,0
gap_fade_break_prior_close_5d,thresholds.gap_fade_break_prior_close_5d__close_location__max,threshold_key,True,0
gap_fade_break_prior_close_5d,thresholds.gap_up_min_ret,threshold_key,True,0
upper_shadow_volume_failure_5d,and,operator_or_function,True,0
upper_shadow_volume_failure_5d,close_location,derived_feature,True,0
upper_shadow_volume_failure_5d,money_ratio_20,derived_feature,True,0
upper_shadow_volume_failure_5d,thresholds.upper_shadow_volume_failure_5d__close_location__max,threshold_key,True,0
upper_shadow_volume_failure_5d,thresholds.upper_shadow_volume_failure_5d__money_ratio_20__min,threshold_key,True,0
upper_shadow_volume_failure_5d,thresholds.upper_shadow_volume_failure_5d__upper_shadow_pct__min,threshold_key,True,0
upper_shadow_volume_failure_5d,upper_shadow_pct,derived_feature,True,0
upper_shadow_money_distribution_10d,and,operator_or_function,True,0
upper_shadow_money_distribution_10d,close_location,derived_feature,True,0
upper_shadow_money_distribution_10d,money_ratio_20,derived_feature,True,0
upper_shadow_money_distribution_10d,thresholds.upper_shadow_money_distribution_10d__close_location__max,threshold_key,True,0
upper_shadow_money_distribution_10d,thresholds.upper_shadow_money_distribution_10d__money_ratio_20__min,threshold_key,True,0
upper_shadow_money_distribution_10d,thresholds.upper_shadow_money_distribution_10d__upper_shadow_pct__min,threshold_key,True,0
upper_shadow_money_distribution_10d,upper_shadow_pct,derived_feature,True,0
rank_evaporation_5d,and,operator_or_function,True,0
rank_evaporation_5d,ret_rank_20d_market,derived_feature,True,0
rank_evaporation_5d,ret_rank_20d_market_at_stratum,derived_feature,True,0
rank_evaporation_5d,thresholds.rank_drop,threshold_key,True,0
rank_evaporation_5d,thresholds.rank_evaporation_floor,threshold_key,True,0
rank_evaporation_10d,and,operator_or_function,True,0
rank_evaporation_10d,ret_rank_20d_market,derived_feature,True,0
rank_evaporation_10d,ret_rank_20d_market_at_stratum,derived_feature,True,0
rank_evaporation_10d,thresholds.rank_drop,threshold_key,True,0
rank_evaporation_10d,thresholds.rank_evaporation_floor,threshold_key,True,0
money_distribution_5d,and,operator_or_function,True,0
money_distribution_5d,close,raw_input_field,True,0
money_distribution_5d,close_location,derived_feature,True,0
money_distribution_5d,money_ratio_20,derived_feature,True,0
money_distribution_5d,prior_close,derived_feature,True,0
money_distribution_5d,thresholds.money_distribution_5d__close_location__max,threshold_key,True,0
money_distribution_5d,thresholds.money_distribution_5d__money_ratio_20__min,threshold_key,True,0
money_distribution_10d,and,operator_or_function,True,0
money_distribution_10d,close,raw_input_field,True,0
money_distribution_10d,money_ratio_20,derived_feature,True,0
money_distribution_10d,open,raw_input_field,True,0
money_distribution_10d,thresholds.money_distribution_10d__money_ratio_20__min,threshold_key,True,0
money_distribution_10d,thresholds.money_distribution_10d__upper_shadow_pct__min,threshold_key,True,0
money_distribution_10d,upper_shadow_pct,derived_feature,True,0
industry_breadth_evaporation_5d,industry_breadth_20d,derived_feature,True,0
industry_breadth_evaporation_5d,industry_breadth_20d_at_stratum,derived_feature,True,0
industry_breadth_evaporation_5d,thresholds.industry_breadth_drop,threshold_key,True,0
industry_breadth_evaporation_10d,industry_breadth_20d,derived_feature,True,0
industry_breadth_evaporation_10d,industry_breadth_20d_at_stratum,derived_feature,True,0
industry_breadth_evaporation_10d,thresholds.industry_breadth_drop,threshold_key,True,0
no_followthrough_5d,and,operator_or_function,True,0
no_followthrough_5d,close,raw_input_field,True,0
no_followthrough_5d,high,raw_input_field,True,0
no_followthrough_5d,max,operator_or_function,True,0
no_followthrough_5d,min,operator_or_function,True,0
no_followthrough_5d,over,operator_or_function,True,0
no_followthrough_5d,stratum_close_at_signal,formula_macro,True,0
no_followthrough_5d,stratum_date,derived_feature,True,0
no_followthrough_5d,thresholds.min_followthrough_gain,threshold_key,True,0
no_followthrough_5d,to,operator_or_function,True,0
no_followthrough_10d,and,operator_or_function,True,0
no_followthrough_10d,close,raw_input_field,True,0
no_followthrough_10d,high,raw_input_field,True,0
no_followthrough_10d,max,operator_or_function,True,0
no_followthrough_10d,min,operator_or_function,True,0
no_followthrough_10d,over,operator_or_function,True,0
no_followthrough_10d,stratum_close_at_signal,formula_macro,True,0
no_followthrough_10d,stratum_date,derived_feature,True,0
no_followthrough_10d,thresholds.min_followthrough_gain,threshold_key,True,0
no_followthrough_10d,to,operator_or_function,True,0
destructive_high_vol_3d,and,operator_or_function,True,0
destructive_high_vol_3d,atr20_pct,derived_feature,True,0
destructive_high_vol_3d,close,raw_input_field,True,0
destructive_high_vol_3d,close_location,derived_feature,True,0
destructive_high_vol_3d,median20,derived_feature,True,0
destructive_high_vol_3d,q80_market,quantile_alias,True,0
destructive_high_vol_3d,thresholds.destructive_high_vol_3d__close_location__max,threshold_key,True,0
destructive_high_vol_5d,and,operator_or_function,True,0
destructive_high_vol_5d,atr20_pct,derived_feature,True,0
destructive_high_vol_5d,close,raw_input_field,True,0
destructive_high_vol_5d,close_location,derived_feature,True,0
destructive_high_vol_5d,median20,derived_feature,True,0
destructive_high_vol_5d,q80_market,quantile_alias,True,0
destructive_high_vol_5d,thresholds.destructive_high_vol_5d__close_location__max,threshold_key,True,0
wide_stop_risk_no_add_5d,close,raw_input_field,True,0
wide_stop_risk_no_add_5d,invalidation_reference_price,derived_feature,True,0
wide_stop_risk_no_add_5d,thresholds.max_stop_distance_for_new_risk,threshold_key,True,0
wide_stop_risk_no_new_entry_10d,close,raw_input_field,True,0
wide_stop_risk_no_new_entry_10d,invalidation_reference_price,derived_feature,True,0
wide_stop_risk_no_new_entry_10d,thresholds.max_stop_distance_for_new_risk,threshold_key,True,0
