baseline_id,baseline_scope_type,baseline_scope_key,baseline_denominator_unit,baseline_denominator_definition,baseline_join_key,research_start,research_end,target_definition_version,label_reference_date_rule,stratum_family,stratum_variant,candidate_declared_stratum_role,candidate_declared_lifecycle_stage,candidate_market_regime,candidate_industry_regime,eligible_launch_stratum_event_count,eligible_launch_episode_count,launch_episode_count,distinct_instrument_count,distinct_year_count,distinct_industry_count,future_20pct_high_60d_rate,future_50pct_high_120d_rate,future_50pct_close_120d_rate,future_100pct_high_240d_rate,future_100pct_close_240d_rate,launch_big_winner_primary_rate,launch_false_positive_primary_rate,median_future_max_high_gain_120d,median_future_max_drawdown_60d,median_drawdown_before_50pct_gain,median_time_to_20pct_high_days,median_time_to_50pct_high_days,winner_episode_coverage,winner_episode_covered_count,label_horizon_truncated_rate,observed_reference_overlap_rate,instrument_year_success_rate,positive_unique_instrument_year_count,unique_instrument_year_count,top1_instrument_contribution,top5_instrument_contribution
high_vol_break_median_warning__same_launch_family_baseline__high_vol_destructive_warning,same_launch_family_baseline,high_vol_destructive_warning,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|high_vol_destructive_warning|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,high_vol_break_median_warning,risk_warning_context,risk_warning,ALL,ALL,920,670,670,230,7,28,0.45760869565217394,0.23695652173913043,0.2108695652173913,0.12717391304347825,0.12282608695652174,0.23695652173913043,0.41847826086956524,0.24229115458103023,-0.12651957398964797,-0.23216260405507555,36.0,75.0,0.041556325117131795,204,0.0,0.0,0.30124777183600715,169,561,0.017391304347826087,0.06195652173913044
high_vol_break_median_warning__same_lifecycle_pool_baseline__risk_warning,same_lifecycle_pool_baseline,risk_warning,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|risk_warning|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,high_vol_break_median_warning,risk_warning_context,risk_warning,ALL,ALL,920,670,670,230,7,28,0.45760869565217394,0.23695652173913043,0.2108695652173913,0.12717391304347825,0.12282608695652174,0.23695652173913043,0.41847826086956524,0.24229115458103023,-0.12651957398964797,-0.23216260405507555,36.0,75.0,0.041556325117131795,204,0.0,0.0,0.30124777183600715,169,561,0.017391304347826087,0.06195652173913044
high_vol_break_median_warning__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,high_vol_break_median_warning,risk_warning_context,risk_warning,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
high_vol_break_median_warning__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,high_vol_destructive_warning,high_vol_break_median_warning,risk_warning_context,risk_warning,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
rank_jump_5d_persist_3d__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,watchlist_observation_context,watchlist,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
rank_jump_5d_persist_3d__same_launch_family_baseline__rank_jump_persistence_watchlist,same_launch_family_baseline,rank_jump_persistence_watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|rank_jump_persistence_watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,watchlist_observation_context,watchlist,ALL,ALL,3856,2281,2281,280,8,28,0.3091286307053942,0.1441908713692946,0.12811203319502074,0.07494813278008298,0.07053941908713693,0.1441908713692946,0.37344398340248963,0.17492905773046952,-0.10278998753991586,-0.17406449320108325,56.0,107.0,0.0873905072316154,429,0.0,0.0,0.24496373892022563,304,1241,0.008039419087136929,0.03812240663900415
rank_jump_5d_persist_3d__same_lifecycle_pool_baseline__watchlist,same_lifecycle_pool_baseline,watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,watchlist_observation_context,watchlist,ALL,ALL,15736,3739,3739,280,8,28,0.27955007625826134,0.12258515505846466,0.10892221657346213,0.060498220640569395,0.05624046771733605,0.12258515505846466,0.3391586171835282,0.162314694754899,-0.09115961013360357,-0.16246305239314002,62.0,112.0,0.17091057241800775,839,0.0,0.0,0.31457431457431456,436,1386,0.00788002033553635,0.037366548042704624
rank_jump_5d_persist_3d__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,watchlist_observation_context,watchlist,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
rank_jump_5d_persist_3d__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,watchlist_observation_context,watchlist,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
industry_rank_jump_leader__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,industry_rank_jump_leader,watchlist_observation_context,watchlist,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
industry_rank_jump_leader__same_launch_family_baseline__rank_jump_persistence_watchlist,same_launch_family_baseline,rank_jump_persistence_watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|rank_jump_persistence_watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,industry_rank_jump_leader,watchlist_observation_context,watchlist,ALL,ALL,3856,2281,2281,280,8,28,0.3091286307053942,0.1441908713692946,0.12811203319502074,0.07494813278008298,0.07053941908713693,0.1441908713692946,0.37344398340248963,0.17492905773046952,-0.10278998753991586,-0.17406449320108325,56.0,107.0,0.0873905072316154,429,0.0,0.0,0.24496373892022563,304,1241,0.008039419087136929,0.03812240663900415
industry_rank_jump_leader__same_lifecycle_pool_baseline__watchlist,same_lifecycle_pool_baseline,watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,industry_rank_jump_leader,watchlist_observation_context,watchlist,ALL,ALL,15736,3739,3739,280,8,28,0.27955007625826134,0.12258515505846466,0.10892221657346213,0.060498220640569395,0.05624046771733605,0.12258515505846466,0.3391586171835282,0.162314694754899,-0.09115961013360357,-0.16246305239314002,62.0,112.0,0.17091057241800775,839,0.0,0.0,0.31457431457431456,436,1386,0.00788002033553635,0.037366548042704624
industry_rank_jump_leader__same_market_regime_baseline__market_drawdown,same_market_regime_baseline,market_drawdown,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_market_regime_baseline|market_drawdown|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,industry_rank_jump_leader,watchlist_observation_context,watchlist,market_drawdown,ALL,10969,1823,1823,269,7,28,0.30358282432309236,0.14668611541617285,0.13027623302033003,0.0540614458929711,0.0495031452274592,0.14668611541617285,0.35117148327103653,0.18398943069333984,-0.09448819415007159,-0.15374220169576236,64.0,107.0,0.1067427174577307,524,0.0,0.0,0.2770961145194274,271,978,0.008934269304403318,0.041480536056158264
industry_rank_jump_leader__same_industry_regime_baseline__industry_lagging,same_industry_regime_baseline,industry_lagging,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_industry_regime_baseline|industry_lagging|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,rank_jump_persistence_watchlist,industry_rank_jump_leader,watchlist_observation_context,watchlist,ALL,industry_lagging,14877,2581,2581,275,8,27,0.3016065066881764,0.11897559991933858,0.10775021845802245,0.06318478187806681,0.0582106607514956,0.11897559991933858,0.34704577535793507,0.16686086862906224,-0.09387755697839006,-0.1728395686754971,58.0,117.0,0.11692809126094927,574,0.0,0.0,0.24165341812400637,304,1258,0.009141628016401155,0.04234724742891712
repair_reclaim_ema20_quality__all_launch_episode_baseline__ALL,all_launch_episode_baseline,ALL,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,all_launch_episode_baseline|ALL|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_reclaim_ema20_quality,watchlist_observation_context,watchlist,ALL,ALL,29188,3764,3764,280,8,28,0.30755790050705767,0.14070851034671783,0.12518843360285048,0.07222146087433191,0.06783609702617514,0.14070851034671783,0.3637796354666301,0.1719298336607895,-0.09932662671581105,-0.1729222460129447,57.0,105.0,0.25687512731717255,1261,0.0,0.0,0.33856022808268,475,1403,0.007503083458955735,0.036144991092229684
repair_reclaim_ema20_quality__same_launch_family_baseline__repair_quality_watchlist,same_launch_family_baseline,repair_quality_watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_launch_family_baseline|repair_quality_watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_reclaim_ema20_quality,watchlist_observation_context,watchlist,ALL,ALL,3660,3208,3208,268,8,28,0.25081967213114753,0.10765027322404372,0.09480874316939891,0.053005464480874315,0.049453551912568304,0.10765027322404372,0.31420765027322406,0.15107869338524615,-0.08283896797844248,-0.1535094033818139,72.0,119.5,0.07068649419433694,347,0.0,0.0,0.23354735152487963,291,1246,0.010109289617486339,0.045081967213114756
repair_reclaim_ema20_quality__same_lifecycle_pool_baseline__watchlist,same_lifecycle_pool_baseline,watchlist,launch_stratum_event_id,eligible launch_stratum_event rows in research period with valid label horizon,same_lifecycle_pool_baseline|watchlist|stratum_effective_next_open|2017-01-01|2024-12-31,2017-01-01,2024-12-31,p0_7_stratum_effective_next_open_v1,stratum_effective_date_next_open,repair_quality_watchlist,repair_reclaim_ema20_quality,watchlist_observation_context,watchlist,ALL,ALL,15736,3739,3739,280,8,28,0.27955007625826134,0.12258515505846466,0.10892221657346213,0.060498220640569395,0.05624046771733605,0.12258515505846466,0.3391586171835282,0.162314694754899,-0.09115961013360357,-0.16246305239314002,62.0,112.0,0.17091057241800775,839,0.0,0.0,0.31457431457431456,436,1386,0.00788002033553635,0.037366548042704624
