version,instrument,phase,signal_date,expected_deal_date,order_date,deal_date,exit_reason,aligned
ema_state_only,SH600415,entry,2025-01-13,2025-01-14,2025-01-14,2025-01-14,,True
ema_state_only,SH600415,exit,2025-02-13,2025-02-14,2025-02-14,2025-02-14,time_stop,True
ema_state_only,SZ002353,entry,2025-01-13,2025-01-14,2025-01-14,2025-01-14,,True
ema_state_only,SZ002353,exit,2025-02-17,2025-02-18,2025-02-18,2025-02-18,time_stop,True
ema_state_only,SH600066,entry,2025-02-07,2025-02-10,2025-02-10,2025-02-10,,True
ema_state_only,SH600066,exit,2025-02-20,2025-02-21,2025-02-21,2025-02-21,time_stop,True
ema_state_only,SZ000807,entry,2025-02-07,2025-02-10,2025-02-10,2025-02-10,,True
ema_state_only,SZ000807,exit,2025-02-20,2025-02-21,2025-02-21,2025-02-21,time_stop,True
ema_state_only,SH600160,entry,2025-01-03,2025-01-06,2025-01-06,2025-01-06,,True
ema_state_only,SH600160,exit,2025-02-21,2025-02-24,2025-02-24,2025-02-24,time_stop,True
ema_state_only,SH600418,entry,2025-01-14,2025-01-15,2025-01-15,2025-01-15,,True
ema_state_only,SH600418,exit,2025-02-21,2025-02-24,2025-02-24,2025-02-24,time_stop,True
ema_state_only,SH600016,entry,2025-02-07,2025-02-10,2025-02-10,2025-02-10,,True
ema_state_only,SH600016,exit,2025-02-24,2025-02-25,2025-02-25,2025-02-25,time_stop,True
ema_state_only,SH601288,entry,2025-02-14,2025-02-17,2025-02-17,2025-02-17,,True
ema_state_only,SH601288,exit,2025-02-27,2025-02-28,2025-02-28,2025-02-28,time_stop,True
ema_state_only,SH601939,entry,2025-02-14,2025-02-17,2025-02-17,2025-02-17,,True
ema_state_only,SH601939,exit,2025-02-27,2025-02-28,2025-02-28,2025-02-28,time_stop,True
ema_state_only,SZ002938,entry,2025-02-07,2025-02-10,2025-02-10,2025-02-10,,True
ema_state_only,SZ002938,exit,2025-02-28,2025-03-03,2025-03-03,2025-03-03,time_stop,True
ema_state_only,SZ002050,entry,2025-02-25,2025-02-26,2025-02-26,2025-02-26,,True
ema_state_only,SZ002050,exit,2025-02-28,2025-03-03,2025-03-03,2025-03-03,stop_loss,True
ema_state_only,SZ002916,entry,2025-02-06,2025-02-07,2025-02-07,2025-02-07,,True
ema_state_only,SZ002916,exit,2025-03-03,2025-03-04,2025-03-04,2025-03-04,time_stop,True
ema_state_only,SH600673,entry,2025-02-21,2025-02-24,2025-02-24,2025-02-24,,True
ema_state_only,SH600673,exit,2025-03-04,2025-03-05,2025-03-05,2025-03-05,ema60_exit,True
ema_state_only,SH603986,entry,2025-02-21,2025-02-24,2025-02-24,2025-02-24,,True
ema_state_only,SH603986,exit,2025-03-06,2025-03-07,2025-03-07,2025-03-07,time_stop,True
ema_state_only,SH600066,entry,2025-03-03,2025-03-04,2025-03-04,2025-03-04,,True
ema_state_only,SH600066,exit,2025-03-06,2025-03-07,2025-03-07,2025-03-07,ema60_exit,True
ema_state_only,SH601689,entry,2025-01-09,2025-01-10,2025-01-10,2025-01-10,,True
ema_state_only,SH601689,exit,2025-03-11,2025-03-12,2025-03-12,2025-03-12,ema60_exit,True
ema_state_only,SZ000988,entry,2025-02-24,2025-02-25,2025-02-25,2025-02-25,,True
ema_state_only,SZ000988,exit,2025-03-11,2025-03-12,2025-03-12,2025-03-12,time_stop,True
ema_state_only,SH603259,entry,2025-02-24,2025-02-25,2025-02-25,2025-02-25,,True
ema_state_only,SH603259,exit,2025-03-11,2025-03-12,2025-03-12,2025-03-12,time_stop,True
ema_state_only,SZ002594,entry,2025-02-28,2025-03-03,2025-03-03,2025-03-03,,True
ema_state_only,SZ002594,exit,2025-03-13,2025-03-14,2025-03-14,2025-03-14,time_stop,True
ema_state_only,SH601231,entry,2025-02-28,2025-03-03,2025-03-03,2025-03-03,,True
ema_state_only,SH601231,exit,2025-03-13,2025-03-14,2025-03-14,2025-03-14,time_stop,True
ema_state_only,SZ002050,entry,2025-03-07,2025-03-10,2025-03-10,2025-03-10,,True
ema_state_only,SZ002050,exit,2025-03-13,2025-03-14,2025-03-14,2025-03-14,stop_loss,True
ema_state_only,SZ002648,entry,2025-03-04,2025-03-05,2025-03-05,2025-03-05,,True
ema_state_only,SZ002648,exit,2025-03-17,2025-03-18,2025-03-18,2025-03-18,time_stop,True
ema_state_only,SH601728,entry,2025-02-06,2025-02-07,2025-02-07,2025-02-07,,True
ema_state_only,SH601728,exit,2025-03-20,2025-03-21,2025-03-21,2025-03-21,ema60_exit,True
ema_state_only,SH603986,entry,2025-03-07,2025-03-10,2025-03-10,2025-03-10,,True
ema_state_only,SH603986,exit,2025-03-20,2025-03-21,2025-03-21,2025-03-21,time_stop,True
ema_state_only,SH603296,entry,2025-02-06,2025-02-07,2025-02-07,2025-02-07,,True
ema_state_only,SH603296,exit,2025-03-21,2025-03-24,2025-03-24,2025-03-24,ema60_exit,True
ema_state_only,SZ000933,entry,2025-03-05,2025-03-06,2025-03-06,2025-03-06,,True
ema_state_only,SZ000933,exit,2025-03-21,2025-03-24,2025-03-24,2025-03-24,time_stop,True
ema_state_only,SZ000338,entry,2025-03-12,2025-03-13,2025-03-13,2025-03-13,,True
ema_state_only,SZ000338,exit,2025-03-24,2025-03-25,2025-03-25,2025-03-25,time_stop,True
ema_state_only,SZ000157,entry,2025-03-12,2025-03-13,2025-03-13,2025-03-13,,True
ema_state_only,SZ000157,exit,2025-03-24,2025-03-25,2025-03-25,2025-03-25,time_stop,True
ema_state_only,SZ000425,entry,2025-03-12,2025-03-13,2025-03-13,2025-03-13,,True
ema_state_only,SZ000425,exit,2025-03-24,2025-03-25,2025-03-25,2025-03-25,time_stop,True
ema_state_only,SH600183,entry,2025-01-06,2025-01-07,2025-01-07,2025-01-07,,True
ema_state_only,SH600183,exit,2025-03-25,2025-03-26,2025-03-26,2025-03-26,ema60_exit,True
ema_state_only,SZ002236,entry,2025-03-14,2025-03-17,2025-03-17,2025-03-17,,True
ema_state_only,SZ002236,exit,2025-03-25,2025-03-26,2025-03-26,2025-03-26,stop_loss,True
ema_state_only,SZ002532,entry,2025-03-14,2025-03-17,2025-03-17,2025-03-17,,True
ema_state_only,SZ002532,exit,2025-03-27,2025-03-28,2025-03-28,2025-03-28,time_stop,True
ema_state_only,SH603296,entry,2025-03-26,2025-03-27,2025-03-27,2025-03-27,,True
ema_state_only,SH603296,exit,2025-03-28,2025-03-31,2025-03-31,2025-03-31,ema60_exit,True
ema_state_only,SZ002594,entry,2025-03-14,2025-03-17,2025-03-17,2025-03-17,,True
ema_state_only,SZ002594,exit,2025-03-31,2025-04-01,2025-04-01,2025-04-01,time_stop,True
ema_state_only,SH600031,entry,2025-03-18,2025-03-19,2025-03-19,2025-03-19,,True
ema_state_only,SH600031,exit,2025-03-31,2025-04-01,2025-04-01,2025-04-01,time_stop,True
ema_state_only,SZ002050,entry,2025-03-28,2025-03-31,2025-03-31,2025-03-31,,True
ema_state_only,SZ002050,exit,2025-03-31,2025-04-01,2025-04-01,2025-04-01,ema60_exit,True
ema_state_only,SH601818,entry,2025-01-20,2025-01-21,2025-01-21,2025-01-21,,True
ema_state_only,SH601818,exit,2025-04-01,2025-04-02,2025-04-02,2025-04-02,ema60_exit,True
ema_state_only,SH603501,entry,2025-03-21,2025-03-24,2025-03-24,2025-03-24,,True
ema_state_only,SH603501,exit,2025-04-03,2025-04-07,2025-04-07,2025-04-07,time_stop,True
ema_state_only,SZ000933,entry,2025-03-25,2025-03-26,2025-03-26,2025-03-26,,True
ema_state_only,SZ000933,exit,2025-04-03,2025-04-07,2025-04-07,2025-04-07,ema60_exit,True
ema_state_only,SZ000039,entry,2025-03-26,2025-03-27,2025-03-27,2025-03-27,,True
ema_state_only,SZ000039,exit,2025-04-03,2025-04-07,2025-04-07,2025-04-07,stop_loss,True
ema_state_only,SH601166,entry,2025-02-06,2025-02-07,2025-02-07,2025-02-07,,True
ema_state_only,SH601166,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,time_stop,True
ema_state_only,SH600143,entry,2025-02-18,2025-02-19,2025-02-19,2025-02-19,,True
ema_state_only,SH600143,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SZ000807,entry,2025-03-03,2025-03-04,2025-03-04,2025-03-04,,True
ema_state_only,SZ000807,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SZ000408,entry,2025-03-21,2025-03-24,2025-03-24,2025-03-24,,True
ema_state_only,SZ000408,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SZ000338,entry,2025-03-25,2025-03-26,2025-03-26,2025-03-26,,True
ema_state_only,SZ000338,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SH600036,entry,2025-03-25,2025-03-26,2025-03-26,2025-03-26,,True
ema_state_only,SH600036,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SH601899,entry,2025-04-01,2025-04-02,2025-04-02,2025-04-02,,True
ema_state_only,SH601899,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SZ000426,entry,2025-04-02,2025-04-03,2025-04-03,2025-04-03,,True
ema_state_only,SZ000426,exit,2025-04-07,2025-04-08,2025-04-08,2025-04-08,stop_loss,True
ema_state_only,SZ002602,entry,2025-01-14,2025-01-15,2025-01-15,2025-01-15,,True
ema_state_only,SZ002602,exit,2025-04-08,2025-04-09,2025-04-09,2025-04-09,ema60_exit,True
ema_state_only,SZ002648,entry,2025-03-24,2025-03-25,2025-03-25,2025-03-25,,True
ema_state_only,SZ002648,exit,2025-04-08,2025-04-09,2025-04-09,2025-04-09,stop_loss,True
ema_state_only,SH601166,entry,2025-04-08,2025-04-09,2025-04-09,2025-04-09,,True
ema_state_only,SH601166,exit,2025-04-09,2025-04-10,2025-04-10,2025-04-10,ema60_exit,True
ema_state_only,SH600176,entry,2025-04-08,2025-04-09,2025-04-09,2025-04-09,,True
ema_state_only,SH600176,exit,2025-04-11,2025-04-14,2025-04-14,2025-04-14,ema60_exit,True
ema_state_only,SH601728,entry,2025-04-08,2025-04-09,2025-04-09,2025-04-09,,True
ema_state_only,SH601728,exit,2025-04-21,2025-04-22,2025-04-22,2025-04-22,time_stop,True
ema_state_only,SZ002049,entry,2025-04-09,2025-04-10,2025-04-10,2025-04-10,,True
ema_state_only,SZ002049,exit,2025-04-21,2025-04-22,2025-04-22,2025-04-22,time_stop,True
ema_state_only,SZ000568,entry,2025-04-09,2025-04-10,2025-04-10,2025-04-10,,True
ema_state_only,SZ000568,exit,2025-04-21,2025-04-22,2025-04-22,2025-04-22,time_stop,True
ema_state_only,SZ002179,entry,2025-04-08,2025-04-09,2025-04-09,2025-04-09,,True
ema_state_only,SZ002179,exit,2025-04-23,2025-04-24,2025-04-24,2025-04-24,time_stop,True
ema_state_only,SH600111,entry,2025-04-07,2025-04-08,2025-04-08,2025-04-08,,True
ema_state_only,SH600111,exit,2025-04-24,2025-04-25,2025-04-25,2025-04-25,ema60_exit,True
ema_state_only,SH600809,entry,2025-04-01,2025-04-02,2025-04-02,2025-04-02,,True
ema_state_only,SH600809,exit,2025-04-25,2025-04-28,2025-04-28,2025-04-28,time_stop,True
ema_state_only,SH601728,entry,2025-04-22,2025-04-23,2025-04-23,2025-04-23,,True
ema_state_only,SH601728,exit,2025-04-25,2025-04-28,2025-04-28,2025-04-28,ema60_exit,True
ema_state_only,SZ002594,entry,2025-04-14,2025-04-15,2025-04-15,2025-04-15,,True
ema_state_only,SZ002594,exit,2025-04-28,2025-04-29,2025-04-29,2025-04-29,time_stop,True
ema_state_only,SH603659,entry,2025-04-24,2025-04-25,2025-04-25,2025-04-25,,True
ema_state_only,SH603659,exit,2025-04-28,2025-04-29,2025-04-29,2025-04-29,ema60_exit,True
ema_state_only,SH600809,entry,2025-04-28,2025-04-29,2025-04-29,2025-04-29,,True
ema_state_only,SH600809,exit,2025-04-29,2025-04-30,2025-04-30,2025-04-30,ema60_exit,True
ema_state_only,SH601899,entry,2025-04-22,2025-04-23,2025-04-23,2025-04-23,,True
ema_state_only,SH601899,exit,2025-05-06,2025-05-07,2025-05-07,2025-05-07,time_stop,True
ema_state_only,SZ000408,entry,2025-04-25,2025-04-28,2025-04-28,2025-04-28,,True
ema_state_only,SZ000408,exit,2025-05-08,2025-05-09,2025-05-09,2025-05-09,time_stop,True
ema_state_only,SH600027,entry,2025-04-28,2025-04-29,2025-04-29,2025-04-29,,True
ema_state_only,SH600027,exit,2025-05-09,2025-05-12,2025-05-12,2025-05-12,time_stop,True
ema_state_only,SZ002371,entry,2025-04-07,2025-04-08,2025-04-08,2025-04-08,,True
ema_state_only,SZ002371,exit,2025-05-12,2025-05-13,2025-05-13,2025-05-13,time_stop,True
ema_state_only,SH600489,entry,2025-04-09,2025-04-10,2025-04-10,2025-04-10,,True
ema_state_only,SH600489,exit,2025-05-12,2025-05-13,2025-05-13,2025-05-13,ema60_exit,True
ema_state_only,SH600276,entry,2025-04-22,2025-04-23,2025-04-23,2025-04-23,,True
ema_state_only,SH600276,exit,2025-05-12,2025-05-13,2025-05-13,2025-05-13,time_stop,True
ema_state_only,SH605499,entry,2025-04-29,2025-04-30,2025-04-30,2025-04-30,,True
ema_state_only,SH605499,exit,2025-05-12,2025-05-13,2025-05-13,2025-05-13,time_stop,True
ema_state_only,SZ000425,entry,2025-04-09,2025-04-10,2025-04-10,2025-04-10,,True
ema_state_only,SZ000425,exit,2025-05-15,2025-05-16,2025-05-16,2025-05-16,time_stop,True
ema_state_only,SZ002294,entry,2025-05-07,2025-05-08,2025-05-08,2025-05-08,,True
ema_state_only,SZ002294,exit,2025-05-19,2025-05-20,2025-05-20,2025-05-20,time_stop,True
ema_state_only,SH600011,entry,2025-05-09,2025-05-12,2025-05-12,2025-05-12,,True
ema_state_only,SH600011,exit,2025-05-22,2025-05-23,2025-05-23,2025-05-23,time_stop,True
ema_state_only,SH600031,entry,2025-04-08,2025-04-09,2025-04-09,2025-04-09,,True
ema_state_only,SH600031,exit,2025-05-23,2025-05-26,2025-05-26,2025-05-26,ema60_exit,True
ema_state_only,SH600027,entry,2025-05-12,2025-05-13,2025-05-13,2025-05-13,,True
ema_state_only,SH600027,exit,2025-05-28,2025-05-29,2025-05-29,2025-05-29,time_stop,True
ema_state_only,SH603799,entry,2025-05-16,2025-05-19,2025-05-19,2025-05-19,,True
ema_state_only,SH603799,exit,2025-05-29,2025-05-30,2025-05-30,2025-05-30,time_stop,True
ema_state_only,SZ002594,entry,2025-04-29,2025-04-30,2025-04-30,2025-04-30,,True
ema_state_only,SZ002594,exit,2025-05-30,2025-06-03,2025-06-03,2025-06-03,time_stop,True
ema_state_only,SZ002027,entry,2025-05-20,2025-05-21,2025-05-21,2025-05-21,,True
ema_state_only,SZ002027,exit,2025-06-03,2025-06-04,2025-06-04,2025-06-04,time_stop,True
ema_state_only,SZ002414,entry,2025-05-13,2025-05-14,2025-05-14,2025-05-14,,True
ema_state_only,SZ002414,exit,2025-06-04,2025-06-05,2025-06-05,2025-06-05,time_stop,True
ema_state_only,SH601988,entry,2025-02-06,2025-02-07,2025-02-07,2025-02-07,,True
ema_state_only,SH601988,exit,2025-06-05,2025-06-06,2025-06-06,2025-06-06,ema60_exit,True
ema_state_only,SH601919,entry,2025-05-29,2025-05-30,2025-05-30,2025-05-30,,True
ema_state_only,SH601919,exit,2025-06-09,2025-06-10,2025-06-10,2025-06-10,time_stop,True
ema_state_only,SH601077,entry,2025-05-26,2025-05-27,2025-05-27,2025-05-27,,True
ema_state_only,SH601077,exit,2025-06-13,2025-06-16,2025-06-16,2025-06-16,time_stop,True
ema_state_only,SH600025,entry,2025-06-03,2025-06-04,2025-06-04,2025-06-04,,True
ema_state_only,SH600025,exit,2025-06-16,2025-06-17,2025-06-17,2025-06-17,time_stop,True
ema_state_only,SH600276,entry,2025-05-13,2025-05-14,2025-05-14,2025-05-14,,True
ema_state_only,SH600276,exit,2025-06-19,2025-06-20,2025-06-20,2025-06-20,ema60_exit,True
ema_state_only,SZ000975,entry,2025-04-01,2025-04-02,2025-04-02,2025-04-02,,True
ema_state_only,SZ000975,exit,2025-06-20,2025-06-23,2025-06-23,2025-06-23,ema60_exit,True
ema_state_only,SZ000963,entry,2025-04-07,2025-04-08,2025-04-08,2025-04-08,,True
ema_state_only,SZ000963,exit,2025-06-23,2025-06-24,2025-06-24,2025-06-24,ema60_exit,True
ema_state_only,SH600988,entry,2025-03-24,2025-03-25,2025-03-25,2025-03-25,,True
ema_state_only,SH600988,exit,2025-06-24,2025-06-25,2025-06-25,2025-06-25,ema60_exit,True
ema_state_only,SH601919,entry,2025-06-10,2025-06-11,2025-06-11,2025-06-11,,True
ema_state_only,SH601919,exit,2025-06-26,2025-06-27,2025-06-27,2025-06-27,time_stop,True
ema_state_only,SH601991,entry,2025-06-04,2025-06-05,2025-06-05,2025-06-05,,True
ema_state_only,SH601991,exit,2025-06-27,2025-06-30,2025-06-30,2025-06-30,time_stop,True
ema_state_only,SH601077,entry,2025-06-16,2025-06-17,2025-06-17,2025-06-17,,True
ema_state_only,SH601077,exit,2025-06-30,2025-07-01,2025-07-01,2025-07-01,time_stop,True
ema_state_only,SZ002352,entry,2025-06-26,2025-06-27,2025-06-27,2025-06-27,,True
ema_state_only,SZ002352,exit,2025-07-07,2025-07-08,2025-07-08,2025-07-08,time_stop,True
ema_state_only,SH600160,entry,2025-06-20,2025-06-23,2025-06-23,2025-06-23,,True
ema_state_only,SH600160,exit,2025-07-09,2025-07-10,2025-07-10,2025-07-10,time_stop,True
ema_state_only,SZ002311,entry,2025-04-09,2025-04-10,2025-04-10,2025-04-10,,True
ema_state_only,SZ002311,exit,2025-07-10,2025-07-11,2025-07-11,2025-07-11,ema60_exit,True
ema_state_only,SH600039,entry,2025-04-30,2025-05-06,2025-05-06,2025-05-06,,True
ema_state_only,SH600039,exit,2025-07-10,2025-07-11,2025-07-11,2025-07-11,ema60_exit,True
ema_state_only,SH605499,entry,2025-05-13,2025-05-14,2025-05-14,2025-05-14,,True
ema_state_only,SH605499,exit,2025-07-10,2025-07-11,2025-07-11,2025-07-11,ema60_exit,True
ema_state_only,SH601998,entry,2025-06-23,2025-06-24,2025-06-24,2025-06-24,,True
ema_state_only,SH601998,exit,2025-07-11,2025-07-14,2025-07-14,2025-07-14,time_stop,True
ema_state_only,SH601009,entry,2025-06-24,2025-06-25,2025-06-25,2025-06-25,,True
ema_state_only,SH601009,exit,2025-07-11,2025-07-14,2025-07-14,2025-07-14,time_stop,True
ema_state_only,SH601319,entry,2025-06-05,2025-06-06,2025-06-06,2025-06-06,,True
ema_state_only,SH601319,exit,2025-07-16,2025-07-17,2025-07-17,2025-07-17,time_stop,True
ema_state_only,SH600547,entry,2025-03-31,2025-04-01,2025-04-01,2025-04-01,,True
ema_state_only,SH600547,exit,2025-07-17,2025-07-18,2025-07-18,2025-07-18,ema60_exit,True
ema_state_only,SZ002555,entry,2025-07-11,2025-07-14,2025-07-14,2025-07-14,,True
ema_state_only,SZ002555,exit,2025-07-18,2025-07-21,2025-07-21,2025-07-21,stop_loss,True
ema_state_only,SH601169,entry,2025-07-10,2025-07-11,2025-07-11,2025-07-11,,True
ema_state_only,SH601169,exit,2025-07-21,2025-07-22,2025-07-22,2025-07-22,time_stop,True
ema_state_only,SH601229,entry,2025-01-14,2025-01-15,2025-01-15,2025-01-15,,True
ema_state_only,SH601229,exit,2025-07-24,2025-07-25,2025-07-25,2025-07-25,ema60_exit,True
ema_state_only,SH601166,entry,2025-07-11,2025-07-14,2025-07-14,2025-07-14,,True
ema_state_only,SH601166,exit,2025-07-24,2025-07-25,2025-07-25,2025-07-25,time_stop,True
ema_state_only,SZ002414,entry,2025-07-14,2025-07-15,2025-07-15,2025-07-15,,True
ema_state_only,SZ002414,exit,2025-07-25,2025-07-28,2025-07-28,2025-07-28,time_stop,True
ema_state_only,SH601838,entry,2025-06-06,2025-06-09,2025-06-09,2025-06-09,,True
ema_state_only,SH601838,exit,2025-07-31,2025-08-01,2025-08-01,2025-08-01,ema60_exit,True
ema_state_only,SH601916,entry,2025-06-27,2025-06-30,2025-06-30,2025-06-30,,True
ema_state_only,SH601916,exit,2025-07-31,2025-08-01,2025-08-01,2025-08-01,time_stop,True
ema_state_only,SZ000426,entry,2025-07-17,2025-07-18,2025-07-18,2025-07-18,,True
ema_state_only,SZ000426,exit,2025-07-31,2025-08-01,2025-08-01,2025-08-01,time_stop,True
ema_state_only,SZ002074,entry,2025-07-22,2025-07-23,2025-07-23,2025-07-23,,True
ema_state_only,SZ002074,exit,2025-08-04,2025-08-05,2025-08-05,2025-08-05,time_stop,True
ema_state_only,SH601601,entry,2025-07-25,2025-07-28,2025-07-28,2025-07-28,,True
ema_state_only,SH601601,exit,2025-08-07,2025-08-08,2025-08-08,2025-08-08,time_stop,True
ema_state_only,SH601456,entry,2025-07-25,2025-07-28,2025-07-28,2025-07-28,,True
ema_state_only,SH601456,exit,2025-08-07,2025-08-08,2025-08-08,2025-08-08,time_stop,True
ema_state_only,SZ002460,entry,2025-07-28,2025-07-29,2025-07-29,2025-07-29,,True
ema_state_only,SZ002460,exit,2025-08-08,2025-08-11,2025-08-11,2025-08-11,time_stop,True
ema_state_only,SH600415,entry,2025-05-13,2025-05-14,2025-05-14,2025-05-14,,True
ema_state_only,SH600415,exit,2025-08-12,2025-08-13,2025-08-13,2025-08-13,ema60_exit,True
ema_state_only,SH600919,entry,2025-05-30,2025-06-03,2025-06-03,2025-06-03,,True
ema_state_only,SH600919,exit,2025-08-13,2025-08-14,2025-08-14,2025-08-14,ema60_exit,True
ema_state_only,SH600016,entry,2025-07-01,2025-07-02,2025-07-02,2025-07-02,,True
ema_state_only,SH600016,exit,2025-08-15,2025-08-18,2025-08-18,2025-08-18,time_stop,True
ema_state_only,SH603259,entry,2025-08-05,2025-08-06,2025-08-06,2025-08-06,,True
ema_state_only,SH603259,exit,2025-08-19,2025-08-20,2025-08-20,2025-08-20,time_stop,True
ema_state_only,SH603799,entry,2025-08-08,2025-08-11,2025-08-11,2025-08-11,,True
