artifact_path,source_artifact_alias,config_path_key,resolver_priority,artifact_role,required,required_for_primary_candidate,affected_family_ids,exists,row_count,column_count,sha256,manifest_path,manifest_hash_status,schema_status,freshness_status,resolved_source_status,blocking_reason
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/02_big_winner_reverse_lifecycle_profile_v0/outputs/local_cache/episode_aligned_daily_panel.parquet,market_or_regime_context_panel,ep02_episode_aligned_daily_panel,2,appendix_context_source,False,False,M4,True,867171.0,77,c69a3d8760a855adce28a7a9d38f1ee4539a2f8f5411930c2027a2d15b0e3152,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/research_plan.md,ep18_planning,research_plan,1,ep18_local_planning,True,False,,True,1029.0,0,113caa5103d9b35c57f32b4516f82e2122ce77b1df7503c58789b3e6ec403dd7,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/requirement_18d_payoff_state_feature_representation_diagnostic.md,ep18_planning,requirement_18d,1,ep18_local_requirement,True,False,,True,1511.0,0,f0abffde1be74604befd41dd9f6afa4052dbfd5af035d3954265a697f86284e6,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18B_payoff_state_feature_matrix_audit/feature_lineage_audit.csv,ep18_current_feature_matrix,eighteen_b_feature_lineage_audit,1,ep18_current_feature_lineage,True,True,all,True,23.0,10,917a527a5f3e17f90b8a7b9d1eb635cb94546d2c72334b0b35f47ce3aa8682cc,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18B_payoff_state_feature_matrix_audit/feature_family_coverage.csv,ep18_current_feature_matrix,eighteen_b_feature_family_coverage,1,ep18_current_feature_family_coverage,True,True,all,True,7.0,13,0666876f334019924500cdcb30102183e381ac0aeb453b4682356601d7505f01,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18B_payoff_state_feature_matrix_audit/train_only_preprocessing_audit.csv,ep18_current_feature_matrix,eighteen_b_train_only_preprocessing_audit,1,ep18_current_feature_preprocessing,True,True,all,True,23.0,22,40da94fee0ac2bff5c79265084e343f8d9717e4e7e88ef1d2f1d8d3ec86f589e,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/manifests/18B_payoff_state_feature_matrix_audit_manifest.json,ep18_current_feature_matrix,eighteen_b_manifest,1,ep18_current_feature_manifest,True,True,all,True,1.0,0,9f9945356f70cd30352806fc5f547d190d2000fdcdaee76a727a1ae56acd5921,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/local_cache/18C_payoff_state_separability_diagnostic/payoff_state_score_panel.parquet,eighteen_c_handoff,eighteen_c_score_panel,1,ep18c_score_panel,True,False,,True,23405.0,61,dd5dad355e47697f808b16c8ec90e1199baa21b07083bcac49dd5f78578543ee,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/payoff_state_separability_decision.csv,eighteen_c_handoff,eighteen_c_decision,1,ep18c_decision,True,False,,True,1.0,33,df08140b2adf4c0b11aa79b557e127dd03dab5681b6c606a4b1ac5f00dd14f65,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/payoff_state_model_registry.csv,eighteen_c_handoff,eighteen_c_model_registry,1,ep18c_model_registry,True,False,,True,10.0,13,3595a1ef7253c040caded5bfbced99ea3d26887eac02e051a040b1ed0c1c094e,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/payoff_state_model_cv_readout.csv,eighteen_c_handoff,eighteen_c_model_cv_readout,1,ep18c_cv_readout,True,False,,True,20.0,11,b3bb4ec84231e4431bb44766bb69ab42e6ba09b884724bcca0c14b3f5e9dbcb4,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/payoff_state_oos_rank_readout.csv,eighteen_c_handoff,eighteen_c_oos_rank_readout,1,ep18c_oos_rank_readout,True,False,,True,18.0,10,48aaedca619376e9dab902f53b1ee2e7d50382d6e12ccd166014f30020925622,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/payoff_state_decile_monotonicity.csv,eighteen_c_handoff,eighteen_c_decile_monotonicity,1,ep18c_decile_monotonicity,True,False,,True,60.0,12,1242166abd7a3fd042104a96fa13c88fcdf9d5bd12539c81236505e9829aae35,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/baseline_comparison_readout.csv,eighteen_c_handoff,eighteen_c_baseline_comparison,1,ep18c_baseline_comparison,True,False,,True,6.0,14,07da8364d9c655acf7bb07502ece38958f0b3799da4da022ea8bf52cab71cf6a,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/topk_removal_sensitivity.csv,eighteen_c_handoff,eighteen_c_topk_removal_sensitivity,1,ep18c_topk_removal,True,False,,True,16.0,11,8ac542d7e69a5f92ea0f3b1e936c87b1f85be0d7d090b29222d35c082764545f,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/payoff_state_model_coefficients.csv,eighteen_c_handoff,eighteen_c_model_coefficients,1,ep18c_model_coefficients,True,False,,True,138.0,10,05fd2e25d57ca589e68e9fa1463fbd3c43956a1868ef1686ff368d83dc8838eb,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18C_payoff_state_separability_diagnostic/binary_sanity_readout.csv,eighteen_c_handoff,eighteen_c_binary_sanity,1,ep18c_binary_sanity,True,False,,True,12.0,14,503230c6f1d730e2f62c5abc89b855fbd1eee478fb4b3fae3912d8db037b5183,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/reports/payoff_state_separability_diagnostic_report.md,eighteen_c_handoff,eighteen_c_report,1,ep18c_report,True,False,,True,237.0,0,0e82686d283b6fad1a4890e856305aeacc833f6a963698a9573ee55a1278ffe9,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/manifests/18C_payoff_state_separability_diagnostic_manifest.json,eighteen_c_handoff,eighteen_c_manifest,1,ep18c_manifest,True,False,,True,1.0,0,7997029c21fae89dd325d9630ca3037a54b16faa293597838ea5e625a48f16c5,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/configs/config_18c_payoff_state_separability_diagnostic.yaml,eighteen_c_handoff,eighteen_c_config,1,ep18c_legacy_expected_audit,True,False,,True,,0,2cade7b15bf16ca8abd994c1f8a3ed70502f9dfb6aa667ff8b11d82c15ff0583,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18A_payoff_state_contract_preflight/target_definition_registry.csv,eighteen_a_handoff,eighteen_a_target_definition_registry,1,ep18a_target_registry,True,False,,True,6.0,12,a1defde0c5fc74b78c05f17e08494aa1d2e55f960d8eb4daa0a0d7cdc26c878e,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18A_payoff_state_contract_preflight/target_denominator_reconciliation.csv,eighteen_a_handoff,eighteen_a_target_denominator_reconciliation,1,ep18a_denominator,True,False,,True,3.0,9,bca81068d09e4a9a65a36cd0bfe3ee6d7b48721ed23f402fc4cc133e695ebc15,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/publishable/tables/18A_payoff_state_contract_preflight/payoff_cutoff_freeze.csv,eighteen_a_handoff,eighteen_a_payoff_cutoff_freeze,1,ep18a_cutoff_freeze,True,False,,True,3.0,11,90f11e08b53b144c72986a79a27ccc87e68813410978c4b647db0f613dceec4a,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/18_payoff_state_representation_research/outputs/manifests/18A_payoff_state_contract_preflight_manifest.json,eighteen_a_handoff,eighteen_a_manifest,1,ep18a_manifest,True,False,,True,1.0,0,1d7d4162874e09ce53e656e53f90105ebfb516173fadda0da76ba82ce6743e1e,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/16_winner_episode_sequential_sampling_geometry_preflight_v0/outputs/publishable/tables/16B_sequential_continuation_label_design_diagnostic/continuation_label_panel_readout.csv,episode_geometry_panel,sixteen_b_label_panel_readout,1,geometry_publishable_readout,True,True,M1|M5,True,504580.0,20,00da5fd9e222c216bc5522d53efce5bde796827d1902e398c9bd1ca68b54edfd,,not_manifested,pass,not_checked,pass,
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/16_winner_episode_sequential_sampling_geometry_preflight_v0/outputs/local_cache/16A_sequential_sampling_geometry_preflight/step_geometry_panel.parquet,episode_geometry_panel,sixteen_a_step_geometry_panel,1,geometry_step_summary_source,True,True,M1|M5,True,8510.0,19,feed51cc2b274c14be094d29b843a8e7b6a459a9241421a451bae03c94fedd46,,not_manifested,pass,not_checked,pass,
