library_id,ordinal,feature_name,expression,expression_sha256,source,status
A20_RDAGENT_PINNED,11,VSTD5,"Std($volume,5)/($volume+1e-12)",d036ad924f82eb23f5808f101a69ef81f7e3631a0614d69c5c723236553dd0df,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,12,RSQR60,"Rsquare($close,60)",dd3e1ae576ab620e72b8c3fa5bb85b2bb321b274d3bf7f3d8d700645033a62e1,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,13,CORR60,"Corr($close,Log($volume+1),60)",7551816104d86542e69789b066eaab6f11b47164d70188b682ee52b3240d60e8,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,14,WVMA60,"Std(Abs($close/Ref($close,1)-1)*$volume,60)/(Mean(Abs($close/Ref($close,1)-1)*$volume,60)+1e-12)",3ea5d13e4b29ec8560d3daea7b34d22a5ca2548e57a3bdeccbfdc8b0f041bbba,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,15,STD5,"Std($close,5)/$close",31b161ca7d9764fd2bf6d734f5d5573da676a3ee96817d75a47801ce226bcfa6,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,16,RSQR20,"Rsquare($close,20)",c5726d8146e5a67ee9c94251a713e88bc1e2ab1d5ed26e01d5b83cec0a2a771d,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,17,CORD60,"Corr($close/Ref($close,1),Log($volume/Ref($volume,1)+1),60)",4b1c5a7b07530910b74bd12f8edd872ff72cce681e9074ef70e17f468359a0d4,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,18,CORD10,"Corr($close/Ref($close,1),Log($volume/Ref($volume,1)+1),10)",564e5c63811cc8e4b05474d90071bc56eaeda1c8755659f1de91a9bbae0fab4e,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,19,CORR20,"Corr($close,Log($volume+1),20)",4c567dda94d0ea82f408c1b1237847ccaf493a2a030256b4060a1a9e8482237e,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A20_RDAGENT_PINNED,20,KLOW,"(Less($open,$close)-$low)/$open",92aea21db4f9a3f0c3a18bab2018b345fc61f92f268c653f274f79ffde02a1e9,EP23 config.yaml alpha20 + RD-Agent ALPHA20,pinned
A158_QLIB_PINNED,1,KMID,($close-$open)/$open,8a6262baedfafdf9477ae8d5f9e421b6fb835ae5b653b7afba10eaa60b8d7544,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,2,KLEN,($high-$low)/$open,3ea405aa428b232f83f95cc2b5ee894918542be9ade63dd52c10fcbc171744ab,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,3,KMID2,($close-$open)/($high-$low+1e-12),035f88b69fc325263a1ce117bd1fc5f610da8227f0133142a037143287a5114c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,4,KUP,"($high-Greater($open, $close))/$open",2cb32ca70e5bbe6902139c80460f604c4fe42231d494e11e4da758ea0c2c4a1c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,5,KUP2,"($high-Greater($open, $close))/($high-$low+1e-12)",5a000612adda32e9a6f86bf4191a4cf7ff034dae7db21a458e8f78fa8542bcc6,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,6,KLOW,"(Less($open, $close)-$low)/$open",461b803016bfb907c38e300a07dc276dc0b96e41be1516fa3c24e737f87c33d0,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,7,KLOW2,"(Less($open, $close)-$low)/($high-$low+1e-12)",f70c443d2c50ac69b5a6eb2f00943d712b5dfa88c4fd0e23de5fca73c50f2c7b,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,8,KSFT,(2*$close-$high-$low)/$open,2aa26fb0cf69f5a5d01c86d795a8211d18caa4475de5fecb0e18e25ecabe961a,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,9,KSFT2,(2*$close-$high-$low)/($high-$low+1e-12),cb5496c90e5c6a1d2506ed6e3112123624221a1faf30ad5a27985a57b967f609,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,10,OPEN0,$open/$close,2e255425f44087f77c7b8bc9d0ca81fdbc083d7299dd52a9bffafcaa3dfdaa88,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,11,HIGH0,$high/$close,ed0204d1d90586b4de847409fa735f3ba09a590439421f2aa654e9e8198a0cc1,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,12,LOW0,$low/$close,0a642bbd8866f22ab56a9fda892711d7c8fef8ee26d9f6ec408fd66d8476d5b9,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,13,VWAP0,$vwap/$close,603c7d24f8aebd8a0acb017c7f7fbd678a75fecc3e022d360433b81f4abed054,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,14,ROC5,"Ref($close, 5)/$close",6619c0d88c0e775b97fef4eb81913508fb340026948f50a42fc3c5c1c984bf50,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,15,ROC10,"Ref($close, 10)/$close",d218eb102fe3b5d0d5df156020e60d08c9b585c1c819cf7addf007c779e7c6eb,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,16,ROC20,"Ref($close, 20)/$close",d585acedcecd8d3de30612d26b4891a04bf5b7485b6eafacb3142aa4964380c0,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,17,ROC30,"Ref($close, 30)/$close",285b9c3a1bf00198a8b2778a22145fb84d34b9c1d99948b8eca3ce453c5419f2,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,18,ROC60,"Ref($close, 60)/$close",4df06f4545340b2629beed9e248bf5356e1cf7ddb89c0e134e59f2a9f95d5084,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,19,MA5,"Mean($close, 5)/$close",5ccf3eb1ed1e8391b1518e2deaea4d49cee96efd91e3d6a3c10670e487ecac0c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,20,MA10,"Mean($close, 10)/$close",300918416fc7af4e28f9694fb319f90ad0e516ebef212632d17d435967c1c372,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,21,MA20,"Mean($close, 20)/$close",563afdda7f0103ea53109b277b3893f866ddc8b6ca506a7cd18c94ddca499beb,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,22,MA30,"Mean($close, 30)/$close",fbb669bdb2f168404fb5b68429c222b6f7bb06cef402b634601c3a614ab2d1d8,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,23,MA60,"Mean($close, 60)/$close",bbb03a67a55e67a856417ababab8762d478f8b56d80f89eadd31eae57a8471fe,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,24,STD5,"Std($close, 5)/$close",a57722e8909bd90c27a3b72fb2c5cf8bbfd291fbaa85c8d1b21dcbbc8cb2be18,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,25,STD10,"Std($close, 10)/$close",832404c5806c88faf7e5b4bd993130a3e77aa371bd369848ffa072101564ca83,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,26,STD20,"Std($close, 20)/$close",d4e604164808545f2d15fe1c1242197f8dd7070d247c0f255496993a9961c13e,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,27,STD30,"Std($close, 30)/$close",f94c41822af12b62cade549944904be3f6633f7eb4925522404b413d683c01b6,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,28,STD60,"Std($close, 60)/$close",8f7af742af7002e203494eadcf1d03afe36c0fe0c9016200ada0147852303761,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,29,BETA5,"Slope($close, 5)/$close",6648e275868bcca9e2a15f573e55a3cf8bee15cea9104b53c6fade583acfef14,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,30,BETA10,"Slope($close, 10)/$close",e80bc2f6b3751a4c436b6aa98e2949cac95caf7a5b9e970984c5ede19053635e,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,31,BETA20,"Slope($close, 20)/$close",0363fb64a91071ca8977f1c2deb43ef06f06c7d863da99ee75f1a3644fde6a40,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,32,BETA30,"Slope($close, 30)/$close",4158e15fc531deb3154fd8f764f2188513da1452ad9204acc0ff6df91d4f37ee,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,33,BETA60,"Slope($close, 60)/$close",2da8a7d13d3ac29f5340be55f2d81d0ed669b7f639bb55c83e278ad4fb7d7abb,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,34,RSQR5,"Rsquare($close, 5)",b13044eafeeedf9ce3980951b55f8dc0ae85393229a6aa5f6cd6c0b01669bba7,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,35,RSQR10,"Rsquare($close, 10)",b8db81be9d3dfc6ce5e5e3f50a4e238897e289abc6d617a81071acefc9b57b4e,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,36,RSQR20,"Rsquare($close, 20)",6bddd651050c567bc9e843148c756bfcd9bef3ad33df1bf7e6b44d39a62dd434,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,37,RSQR30,"Rsquare($close, 30)",a65174e05a8b105fe9631b2f67eff7ce64e5934875729f676436b9ffda6fb6b2,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,38,RSQR60,"Rsquare($close, 60)",39566365fa2b3d4b0112a39f60158f4e6e871c8ae1a565fa251b4b299d5d3f53,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,39,RESI5,"Resi($close, 5)/$close",1875aad3c079f108bc66cf9e020c6fe215289630e7bece5fbb463d257651e477,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,40,RESI10,"Resi($close, 10)/$close",0e8457ca5bdc544a2ee4af4f39e6e9606c257f945a5e61c5e0618942548faae6,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,41,RESI20,"Resi($close, 20)/$close",150e0152b79ad3ac64f406dcafea84c1c3dfd083466a57cc8e06bcd894671f00,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,42,RESI30,"Resi($close, 30)/$close",a17851acc644abf082ef3e74b41ce226fad10cb48e786ffd8d73d517b0b91049,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,43,RESI60,"Resi($close, 60)/$close",50051ca8b85cbe52647bb05aec7a67628a90929de64f5207625f0a53824bc9b1,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,44,MAX5,"Max($high, 5)/$close",cab1ba3448f53d21d8a693bfba6a9e7c799303f823197e36d6530e7b9f3532a0,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,45,MAX10,"Max($high, 10)/$close",3be9226328f32a13672f4dc45ce6027c82db9d10050e28fd938aec61e1b08777,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,46,MAX20,"Max($high, 20)/$close",2975ec4c4ab76d8c57062d2e46c0b20490bb3e2f073ca58d104ed16c182f7cda,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,47,MAX30,"Max($high, 30)/$close",90a7ad7e69618df60b452d9616af7966c6eb621453eaf3351c43a74217619d14,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,48,MAX60,"Max($high, 60)/$close",6e4bc0d37baf8adb1ae4b7245b516cd5a6ee637a6852643f64b5143895d99dd1,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,49,MIN5,"Min($low, 5)/$close",9b6b57df2e70a34e40971019f70b68c1296832318c0bfd4b6985bde9583d98f4,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,50,MIN10,"Min($low, 10)/$close",c07241d7275603d49fadc88809f69581b143667286201aa26293cbc1c638b98b,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,51,MIN20,"Min($low, 20)/$close",ffff573d6f9a52125c7728167bcb8afdbfbea60413e5bb71b15d5a4410dce23b,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,52,MIN30,"Min($low, 30)/$close",6fbf02009edc97e01a0eb2b395b1074226c27676e112a3c3c1752c832d56e798,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,53,MIN60,"Min($low, 60)/$close",1e701f90311456194ab105e227bb64ea0837b4e9dba2984bb9362c6170bcee71,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,54,QTLU5,"Quantile($close, 5, 0.8)/$close",6805e35d5aeff5e9ac7e4b85cb36b7f992aba7df7ba45f8f1a347b1b24c7d11f,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,55,QTLU10,"Quantile($close, 10, 0.8)/$close",deeef4e56688888aba464d3937a9caa5df2cfc2f6e0e25a188e6247d05a3852c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,56,QTLU20,"Quantile($close, 20, 0.8)/$close",7d8b9ea8b789fbdcc05b5b3e137eb147fa8a1742f09fd67fa13652c6d02f4dce,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,57,QTLU30,"Quantile($close, 30, 0.8)/$close",61575c5aa25d584b78682ca77015435fba1c9217995226e77b1512e115aa863c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,58,QTLU60,"Quantile($close, 60, 0.8)/$close",0edde7d8a97758de10f8c68bcfd7e6456e59d3630d630e02bd7400840167d4f5,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,59,QTLD5,"Quantile($close, 5, 0.2)/$close",1a0ef4589fcf406ba0b638b53be4723cd448c4a73703b93919419eaa051bc740,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,60,QTLD10,"Quantile($close, 10, 0.2)/$close",ec4e09ffa2f71a612653b19c256c7abffe78305d2ff95e0f8bec556080855f11,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,61,QTLD20,"Quantile($close, 20, 0.2)/$close",77c0be8f0323fb4c762e075bc2bb2a5aa3faf975ba3bd9fe18fea0f6d55718ca,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,62,QTLD30,"Quantile($close, 30, 0.2)/$close",231923e42a52cccb468fa3c50b25dfa7d0f2a113391af4c835c2088343e10fb2,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,63,QTLD60,"Quantile($close, 60, 0.2)/$close",ae0d898e75e256cc3a311831f3cacd44bf5bf4d1a128c07410514245dc507419,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,64,RANK5,"Rank($close, 5)",43c7729ef196b4f2da81be7d801c1a4602f2efad5b9b8700a119cdfcdee1934c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,65,RANK10,"Rank($close, 10)",9e4391fe2e3554a45ef847cf121ecc5a939c8326ffc4ef0e7d1ad069b7a00556,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,66,RANK20,"Rank($close, 20)",1dccc02d41ab2c14a2723154e6cf9711bf7b625574437a05cfd06cea9c57d5e6,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,67,RANK30,"Rank($close, 30)",5efe87ba1954c119b388f10bc5a8a1c4948eb6ce204f85722412c9786c72d331,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,68,RANK60,"Rank($close, 60)",b7a7418bf317c50569bb9579e18e5b3e790d1d438c15d79b9f93ada677d94b2c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,69,RSV5,"($close-Min($low, 5))/(Max($high, 5)-Min($low, 5)+1e-12)",fc01996af1be2b798cb37b0cd8fee7812b56754ea1c447e5ee39035e6486ba7b,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,70,RSV10,"($close-Min($low, 10))/(Max($high, 10)-Min($low, 10)+1e-12)",1d7c5e3ae79bc101d861f1e1a3c6a112802396042ad1fceb35b67e1cd70f6c7e,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,71,RSV20,"($close-Min($low, 20))/(Max($high, 20)-Min($low, 20)+1e-12)",8f0612c18858ad8fffa23701020b20ff6fd1ee20a4833d4dda5b0ed7e3ebed5b,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,72,RSV30,"($close-Min($low, 30))/(Max($high, 30)-Min($low, 30)+1e-12)",07930468b6ce73b6e95956b239ebc8a9d18d0a7d4cf695a6311025f4e25a747d,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,73,RSV60,"($close-Min($low, 60))/(Max($high, 60)-Min($low, 60)+1e-12)",d282ab1d2e2dbe814485c61435303f1dc6a22a057797ae928161fb280c78c7aa,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,74,IMAX5,"IdxMax($high, 5)/5",8fc980f2c47c73044efaac4046a07a6811b2299f05a181def3063e70eed881b4,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,75,IMAX10,"IdxMax($high, 10)/10",d22da27d2e5e92a1f799341fc91bbfb1d2d7eec7c32c3d9b3dbc512435088cc8,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,76,IMAX20,"IdxMax($high, 20)/20",37f369bc6627e8ac6aa40b6a2a70789d823df3212f18ecded221c05b118f7f47,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,77,IMAX30,"IdxMax($high, 30)/30",672955ec4ea2fef9e61f66e7eaaad1c308f761aa3a3f93740091c0686b434583,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,78,IMAX60,"IdxMax($high, 60)/60",11a70d33bb98909f48510d4aac717d6ce2466089d0fc67bb6900bc889a688ee5,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,79,IMIN5,"IdxMin($low, 5)/5",1475146785dd520885c89f25d1a79c18f5eeff2f28d1d0fb86af36051e9009e7,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,80,IMIN10,"IdxMin($low, 10)/10",0788cb35d4ecb3e7793572c3d4541095e36ef28a358a838a8b94f2bbdca88758,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,81,IMIN20,"IdxMin($low, 20)/20",429fd2180723b07b37d54340584cdf3e08f331d1ef5dcffac9a9d4a8375080b8,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,82,IMIN30,"IdxMin($low, 30)/30",6a10e47e99cde35905bfb26948fe6df262b26e2e69eae023c69594a2394ee157,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,83,IMIN60,"IdxMin($low, 60)/60",03971abdfae2584099ec55156da9c7f517dc5cecbee4994ced8af509c45a8c6a,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,84,IMXD5,"(IdxMax($high, 5)-IdxMin($low, 5))/5",5beb8461915cdf310aeb5a6407a7749e930fecef2d430d5f83c4ed3298956561,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,85,IMXD10,"(IdxMax($high, 10)-IdxMin($low, 10))/10",4aeea74c36d59ad69b831935797123730728abf0f36168471e2752ba3e3fafcd,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,86,IMXD20,"(IdxMax($high, 20)-IdxMin($low, 20))/20",e6a2bf172551f15db02109a6dae8b2003e0d70d451393af9217badf4abbf1c63,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,87,IMXD30,"(IdxMax($high, 30)-IdxMin($low, 30))/30",feda8ffebcf533a30bf17fe544807aa6575d48c06d5c968fce3009d017ff0812,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,88,IMXD60,"(IdxMax($high, 60)-IdxMin($low, 60))/60",c3635f18c82c80bc37cd5d5b6df7fe400fcf0767ea6419853b495adb5f3f1be5,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,89,CORR5,"Corr($close, Log($volume+1), 5)",26e48b536866b18a678a7409c60f1d7ea563617917cc81c69105c53220030ef3,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,90,CORR10,"Corr($close, Log($volume+1), 10)",5ee60a76349c28250e1264c27d7911bf3f3477e8cc2f3c41c43dc9503e048aea,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,91,CORR20,"Corr($close, Log($volume+1), 20)",b2bf16d41e691b996a73e86847c50434760df24b016e1587ba53993dfc8fcf6d,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,92,CORR30,"Corr($close, Log($volume+1), 30)",f959339b7a4653347278fae761b76f1918861fb1cc0e6d79b174f18fabfa2067,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,93,CORR60,"Corr($close, Log($volume+1), 60)",73c6bdaf433d244a575c33ccd9b51e20ef17654cec98d57f4872e325a84fdfc0,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,94,CORD5,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)",ea1c7fa68adf40b863cb662b10f150747593c8cc8b237b30bfdd1fcb6c7cc7f6,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,95,CORD10,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 10)",310fbc9a8b517f3106ab1b40ecc6b6cf687c61d03531cded6776843e9e1701c9,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,96,CORD20,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)",1e90455fe07a6aac2984a22a5a8a8e226c70739cdcdbb1281d8f3aba0e9da67c,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,97,CORD30,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)",bf293312f3ae8e7a96b130fd05edb12e6e53760f9a7e8e6d609f39105c26946d,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,98,CORD60,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",8d87d942e69b74c103b777ef2555680b7c999dcef4cd86b9358138ceb973497e,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,99,CNTP5,"Mean($close>Ref($close, 1), 5)",f37c24e841beb9aa85811264788f46d522e8e19c33391018948bfa2a8f24f4d3,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,100,CNTP10,"Mean($close>Ref($close, 1), 10)",530919105b2b743dccbaed429466ac06bc515504cffdc75f3c0e5958fc9a7fa3,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
A158_QLIB_PINNED,101,CNTP20,"Mean($close>Ref($close, 1), 20)",9b99f640fbcb1cdd5c64b4bdf243b9f7f666c4f97b5cd975e081087728bfb16f,qlib.contrib.data.loader.Alpha158DL.get_feature_config,pinned
