primitive_seed_id,token,token_type,token_source,mapped_formula_component,asof_rule,coverage_status,unmapped_token_count,context_slice_only_token_count,raw_numeric_threshold_token_count,leaf_or_tree_token_count,fold_id,oof_support_count,oof_weighted_support,token_coverage_pass,pass
E10C_SEED_a36ac1afd51d2500,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank >= train_q35_40,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank >= train_q35_40,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,19,14.106979448870984,False,False
E10C_SEED_a36ac1afd51d2500,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank >= train_q35_40,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank >= train_q35_40,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,316,277.7815428764361,True,True
E10C_SEED_a36ac1afd51d2500,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank >= train_q35_40,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and atr_like_10 >= train_q00_05 and atr20_pct_market_rank >= train_q35_40,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,513,453.7492340028613,True,True
E10C_SEED_01206ced30a80685,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q80_85,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_01206ced30a80685,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,393,433.5726206649397,True,True
E10C_SEED_01206ced30a80685,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_20 <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,691,659.7853762407974,True,True
E10C_SEED_d2a2c0fa932a97f4,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_10 <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_10 <= train_q80_85,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_d2a2c0fa932a97f4,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_10 <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_10 <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,388,414.0085280039465,True,True
E10C_SEED_d2a2c0fa932a97f4,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_10 <= train_q80_85,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and close_over_max_high_10 <= train_q80_85,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,690,651.1232569472522,True,True
E10C_SEED_15a26f9130d9661c,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_15a26f9130d9661c,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,235,310.8877641360142,True,True
E10C_SEED_15a26f9130d9661c,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and gap_open_pct >= train_q15_20,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,785,769.9788215464677,True,True
E10C_SEED_47053ca671186ab9,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_47053ca671186ab9,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,223,238.82074269306884,True,True
E10C_SEED_47053ca671186ab9,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q60_65 and atr_like_10 <= train_q50_55,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,627,675.0683553425989,True,True
E10C_SEED_b357ba4f2a3ccb27,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,quantile_bucket_formula,frozen_path_pattern,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,23,14.974403412223218,True,True
E10C_SEED_b357ba4f2a3ccb27,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,quantile_bucket_formula,frozen_path_pattern,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,386,323.2987469086946,True,True
E10C_SEED_b357ba4f2a3ccb27,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,quantile_bucket_formula,frozen_path_pattern,atr20_pct_market_rank >= train_q45_50 and close_over_max_high_20 >= train_q05_10 and close_over_close_20d <= train_q90_95,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,511,413.6742559716229,True,True
E10C_SEED_6000a5438303e374,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_6000a5438303e374,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,185,259.49892396274635,True,True
E10C_SEED_6000a5438303e374,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and industry_relative_strength_vs_market_60d >= train_q30_35 and atr_like_10 <= train_q65_70,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,584,636.1399267221606,True,True
E10C_SEED_7782697252cebc56,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,quantile_bucket_formula,frozen_path_pattern,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,29,74.9885031734591,True,True
E10C_SEED_7782697252cebc56,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,quantile_bucket_formula,frozen_path_pattern,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,362,268.97066156634037,True,True
E10C_SEED_7782697252cebc56,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,quantile_bucket_formula,frozen_path_pattern,atr20_pct_market_rank >= train_q45_50 and low_close_ratio >= train_q05_10 and close_over_max_high_20 >= train_q05_10,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,477,390.58468488838787,True,True
E10C_SEED_0272cec80954552f,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,feature_asof_date = signal_date,insufficient_support,0,0,0,0,fold_2021,0,0.0,False,False
E10C_SEED_0272cec80954552f,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,322,349.17758232873814,True,True
E10C_SEED_0272cec80954552f,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,quantile_bucket_formula,frozen_path_pattern,market_volatility_regime <= train_q60_65 and volume_price_divergence_10 <= train_q80_85 and intraday_range_pct <= train_q50_55,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,617,667.6083375092472,True,True
E10C_SEED_30f829b6b83e52c5,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,295,327.53383005694354,True,True
E10C_SEED_30f829b6b83e52c5,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,235,213.99454406819805,True,True
E10C_SEED_30f829b6b83e52c5,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,quantile_bucket_formula,frozen_path_pattern,atr_like_10 <= train_q75_80 and volatility_return_std_10 >= train_q10_15 and volatility_return_std_10 <= train_q45_50,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,265,240.34971116470538,True,True
E10C_SEED_fecfc3193f49e499,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,quantile_bucket_formula,frozen_path_pattern,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,feature_asof_date = signal_date,covered,0,0,0,0,fold_2021,229,255.49110479606733,True,True
E10C_SEED_fecfc3193f49e499,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,quantile_bucket_formula,frozen_path_pattern,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,feature_asof_date = signal_date,covered,0,0,0,0,fold_2022,102,189.07843498806443,True,True
E10C_SEED_fecfc3193f49e499,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,quantile_bucket_formula,frozen_path_pattern,prelaunch_drawdown_120d >= train_q55_60 and industry_relative_strength_vs_market_20d <= train_q85_90 and close_over_max_high_20 <= train_q85_90,feature_asof_date = signal_date,covered,0,0,0,0,fold_2023,295,348.057852570106,True,True
