feature_name,feature_family,feature_role,formula_template_id,formula_text,raw_inputs,window,cross_section_scope,normalization_scope,feature_asof_rule,missing_value_policy,allowed_for_path_extraction,allowed_for_primitive_formula,raw_required_field_exempt,pit_required,transform_type,frozen_train_transform_required,train_fold_quantile_required,eligible_denominator_field,leakage_risk_level,formula_hash,allowed_for_launch,allowed_for_failure,feature_bank_version,global_v2_dictionary_rule
close_over_ma_5,price_distance,atomic_feature,price_distance,close_over_ma_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,78a0e502b9a5c7a3,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_max_high_10,price_distance,atomic_feature,price_distance,close_over_max_high_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,6562128ac9684627,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_max_high_20,price_distance,atomic_feature,price_distance,close_over_max_high_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,88a1b4feb7888053,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_max_high_5,price_distance,atomic_feature,price_distance,close_over_max_high_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,6af7b8697bcec955,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_median_10,price_distance,atomic_feature,price_distance,close_over_median_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,b39e46b51ad8f42e,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_median_20,price_distance,atomic_feature,price_distance,close_over_median_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,29d2f18d03e8091e,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_median_5,price_distance,atomic_feature,price_distance,close_over_median_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,5892dc5badff7926,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_min_low_10,price_distance,atomic_feature,price_distance,close_over_min_low_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,c2432530845cda61,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_min_low_20,price_distance,atomic_feature,price_distance,close_over_min_low_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,a077b94f47eb9cbe,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
close_over_min_low_5,price_distance,atomic_feature,price_distance,close_over_min_low_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4444ba60165683fd,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
amplitude_10,volatility_range,atomic_feature,volatility_range,amplitude_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,5705d1c842219fe6,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
amplitude_20,volatility_range,atomic_feature,volatility_range,amplitude_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,cd4c2579ba6fcd70,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
amplitude_5,volatility_range,atomic_feature,volatility_range,amplitude_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,806bacf9e97157ab,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
atr20_pct,volatility_range,atomic_feature,volatility_range,atr20_pct,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,cc5f4c721617b3a2,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
atr_like_10,volatility_range,atomic_feature,volatility_range,atr_like_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8e4bd81865bd912c,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
high_vol_constructive_ratio,volatility_range,atomic_feature,volatility_range,high_vol_constructive_ratio,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,184d7e2cb1b231e0,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
high_vol_destructive_ratio,volatility_range,atomic_feature,volatility_range,high_vol_destructive_ratio,open;high;low;close;volume;money,,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,9d7a6d3c3aa48a08,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
range_expansion_ratio_5_20,volatility_range,atomic_feature,volatility_range,range_expansion_ratio_5_20,open;high;low;close;volume;money,520.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8ef602f69248ce45,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volatility_return_std_10,volatility_range,atomic_feature,volatility_range,volatility_return_std_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,3767e0d344633d3d,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volatility_return_std_20,volatility_range,atomic_feature,volatility_range,volatility_return_std_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,dce5ad4af3b1a200,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volatility_return_std_5,volatility_range,atomic_feature,volatility_range,volatility_return_std_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,915c71a46032abdc,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_over_mean_10,volume_money,atomic_feature,volume_money,money_over_mean_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,de3dbaf970274c89,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_over_mean_20,volume_money,atomic_feature,volume_money,money_over_mean_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4504ec42400f6296,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_over_mean_5,volume_money,atomic_feature,volume_money,money_over_mean_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,6d744a9051b038f3,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_price_coherence_10,volume_money,atomic_feature,volume_money,money_price_coherence_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,341ab3e97adda39b,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_price_coherence_20,volume_money,atomic_feature,volume_money,money_price_coherence_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,65867142f6a1b1c2,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_price_coherence_5,volume_money,atomic_feature,volume_money,money_price_coherence_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,3a23237f76c749a1,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_zscore_10,volume_money,atomic_feature,volume_money,money_zscore_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,28aef8c2e4353818,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_zscore_20,volume_money,atomic_feature,volume_money,money_zscore_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,172f35671f92d45f,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_zscore_5,volume_money,atomic_feature,volume_money,money_zscore_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,07a3856b72fd99cc,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
turnover_proxy_ratio_10,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,49af8edcd8703678,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
turnover_proxy_ratio_20,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8101cba5e1d77fad,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
turnover_proxy_ratio_5,volume_money,atomic_feature,volume_money,turnover_proxy_ratio_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,cbd411bb9c370bdc,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volume_over_mean_10,volume_money,atomic_feature,volume_money,volume_over_mean_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,127431091d83077c,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volume_over_mean_20,volume_money,atomic_feature,volume_money,volume_over_mean_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8c97278b21e5005a,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volume_price_divergence_10,volume_money,atomic_feature,volume_money,volume_price_divergence_10,open;high;low;close;volume;money,10.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,853b719e44b9ed4a,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volume_price_divergence_20,volume_money,atomic_feature,volume_money,volume_price_divergence_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,f79134e55677f2c6,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volume_price_divergence_5,volume_money,atomic_feature,volume_money,volume_price_divergence_5,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,42b5e94c9651920b,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
volume_zscore_20,volume_money,atomic_feature,volume_money,volume_zscore_20,open;high;low;close;volume;money,20.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,d70fd4c7e0c37dbd,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
atr20_pct_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,atr20_pct_industry_rank,open;high;low;close;volume;money,20.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,35a768ac6b094ad2,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
atr20_pct_market_rank,cross_section_rank,atomic_feature,cross_section_rank,atr20_pct_market_rank,open;high;low;close;volume;money,20.0,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,d6b4d7807eb8025b,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_20d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,money_20d_industry_rank,open;high;low;close;volume;money,20.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,409c1647e152249e,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_20d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,money_20d_market_rank,open;high;low;close;volume;money,20.0,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,83d2ceaed828f6c0,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_5d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,money_5d_industry_rank,open;high;low;close;volume;money,5.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,b378eb80fc45f096,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
money_5d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,money_5d_market_rank,open;high;low;close;volume;money,5.0,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,69c107e5d6efc935,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
rank_evaporation_2d,cross_section_rank,atomic_feature,cross_section_rank,rank_evaporation_2d,open;high;low;close;volume;money,2.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,fe6fc9f336fd348a,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
rank_evaporation_3d,cross_section_rank,atomic_feature,cross_section_rank,rank_evaporation_3d,open;high;low;close;volume;money,3.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,6e0ffd005bbe8a1b,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
rank_evaporation_5d,cross_section_rank,atomic_feature,cross_section_rank,rank_evaporation_5d,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,83ba4b0126c1a351,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
rank_persistence_3d,cross_section_rank,atomic_feature,cross_section_rank,rank_persistence_3d,open;high;low;close;volume;money,3.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,af7ad5658ac33765,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
rank_persistence_5d,cross_section_rank,atomic_feature,cross_section_rank,rank_persistence_5d,open;high;low;close;volume;money,5.0,none,none,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,e4770b4b963e331c,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
ret_10d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_10d_industry_rank,open;high;low;close;volume;money,10.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,0f7b4317517bdacf,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
ret_10d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_10d_market_rank,open;high;low;close;volume;money,10.0,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4ec4460600c2feef,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
ret_20d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_20d_industry_rank,open;high;low;close;volume;money,20.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,8778f5f37584d3d1,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
ret_20d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_20d_market_rank,open;high;low;close;volume;money,20.0,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,e4817da083fa27f1,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
ret_5d_industry_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_5d_industry_rank,open;high;low;close;volume;money,5.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,3b5f8c3d15c8c944,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
ret_5d_market_rank,cross_section_rank,atomic_feature,cross_section_rank,ret_5d_market_rank,open;high;low;close;volume;money,5.0,market,market,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4574d8bee7811910,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
industry_breadth_20d,industry_market_context,atomic_feature,industry_market_context,industry_breadth_20d,open;high;low;close;volume;money,20.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,dd8bceaa3839005a,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
industry_breadth_change_5d,industry_market_context,atomic_feature,industry_market_context,industry_breadth_change_5d,open;high;low;close;volume;money,5.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,4a6c4b5fcdb7deea,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
industry_money_breadth_20d,industry_market_context,atomic_feature,industry_market_context,industry_money_breadth_20d,open;high;low;close;volume;money,20.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,e26502153227958f,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
industry_relative_strength_vs_market_20d,industry_market_context,atomic_feature,industry_market_context,industry_relative_strength_vs_market_20d,open;high;low;close;volume;money,20.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ef0300c808ca79c4,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
industry_relative_strength_vs_market_60d,industry_market_context,atomic_feature,industry_market_context,industry_relative_strength_vs_market_60d,open;high;low;close;volume;money,60.0,industry,industry,feature_asof_date = signal_date,median_impute_for_lgbm;missing_fails_token,True,True,False,True,numeric,False,True,pit_universe_on_signal_date,t_day_observable,ee3613ca85b22d0e,True,True,alpha158_like_v2_hygiene,intersection_of_core_fold_v2_features
