datetime,instruments,ema_state,market_ok_entry,width_ok_entry,industry_ok_entry,trend_score_top20_entry,breakout_entry,pullback_entry,combined_entry,trend_score_median
2019-01-15,251,43,0,0,0,0,0,0,0,
2019-01-16,251,47,0,0,0,0,0,0,0,
2019-01-17,251,48,0,0,0,0,0,0,0,
2019-01-18,251,48,0,0,0,0,0,0,0,
2019-01-21,252,47,0,0,0,0,0,0,0,
2019-01-22,252,53,0,0,0,0,0,0,0,
2019-01-23,252,51,0,0,0,0,0,0,0,
2019-01-24,252,53,0,0,0,0,0,0,0,
2019-01-25,252,53,0,0,0,0,0,0,0,
2019-01-28,252,55,0,0,0,0,0,0,0,
2019-01-29,252,46,0,0,0,0,0,0,0,
2019-01-30,252,54,0,0,0,0,0,0,0,
2019-01-31,252,43,0,0,0,0,0,0,0,
2019-02-01,252,44,0,0,0,0,0,0,0,
2019-02-11,252,50,50,50,15,3,1,0,1,0.22746650290556364
2019-02-12,252,56,56,56,17,3,0,0,0,0.3582262443712975
2019-02-13,252,34,34,34,8,1,0,0,0,0.47182272159116967
2019-02-14,252,53,53,53,10,2,0,0,0,0.35218707033482405
2019-02-15,252,99,99,99,23,4,0,0,0,0.46703991079565316
2019-02-18,252,52,52,52,10,2,0,0,0,0.467891105799573
2019-02-19,252,73,73,73,14,2,0,0,0,0.25507653164370614
2019-02-20,252,83,83,83,20,4,0,0,0,0.15234148282078244
2019-02-21,252,93,93,93,19,3,0,1,1,0.07817687354991161
2019-02-22,252,79,79,79,16,3,0,2,2,0.029284415995705262
2019-02-25,252,21,21,21,9,1,0,0,0,0.06895838369194097
2019-02-26,252,52,52,52,18,3,0,0,0,0.06226819208707895
2019-02-27,252,74,74,74,34,6,0,0,0,0.07621146849277965
2019-02-28,252,89,89,89,31,6,0,1,1,0.02434528304217523
2019-03-01,252,74,74,74,28,5,0,2,2,-0.017979652661797726
2019-03-04,252,69,69,69,28,5,0,0,0,-0.08707565173196657
2019-03-05,252,59,59,59,19,3,0,0,0,-0.16237823655981984
2019-03-06,252,69,69,69,34,6,0,0,0,-0.2688135653730297
2019-03-07,252,102,102,102,54,10,0,0,0,-0.23123486939020685
2019-03-08,252,133,133,133,71,14,0,1,1,-0.04969577841558809
2019-03-11,252,125,125,125,57,11,0,2,2,-0.25920616875592034
2019-03-12,252,123,123,123,54,10,1,0,1,-0.2163606615846776
2019-03-13,252,148,148,148,83,16,0,1,1,-0.052549330448925756
2019-03-14,252,156,156,156,72,14,0,2,2,0.07825797670320396
2019-03-15,252,155,155,155,72,14,1,3,4,0.030374708566765315
2019-03-18,252,138,138,138,79,15,0,8,8,-0.06588373550944976
2019-03-19,252,150,150,150,87,17,0,6,6,-0.041939613282322104
2019-03-20,252,153,153,153,97,19,0,4,4,-0.06025622151979024
2019-03-21,252,155,155,155,98,19,0,7,7,-0.059622693153394885
2019-03-22,252,155,155,155,86,17,2,2,4,-0.05110785780229689
2019-03-25,252,150,150,150,93,18,1,6,7,-0.0237147790390847
2019-03-26,252,147,147,147,91,18,0,0,0,0.009161513280525349
2019-03-27,252,143,143,143,87,17,2,2,4,0.006819589992822603
2019-03-28,252,134,134,134,85,17,0,1,1,0.010674005255472699
2019-03-29,252,140,140,140,74,14,1,6,7,-0.046502498371746345
2019-04-01,252,131,131,131,70,14,2,2,4,-0.15103686907065364
2019-04-02,252,134,134,134,94,18,0,0,0,-0.14171932546863092
2019-04-03,252,128,128,128,74,14,0,4,4,-0.08127157007718838
2019-04-04,252,120,120,120,74,14,1,0,1,-0.11963432948870056
2019-04-08,252,121,121,121,59,11,0,1,1,-0.18190054288592808
2019-04-09,252,136,136,136,57,11,0,4,4,-0.056599917029921745
2019-04-10,252,141,141,141,52,10,1,2,3,0.010315516591971477
2019-04-11,252,153,153,153,73,14,0,0,0,-0.03609667551259227
2019-04-12,252,152,152,152,81,16,0,3,3,-0.020355375039689552
2019-04-15,252,160,160,160,81,16,0,0,0,0.024466429239002205
2019-04-16,252,146,146,146,65,13,1,8,9,-0.070462944687406
2019-04-17,252,149,149,149,80,16,0,3,3,-0.12315352590934107
2019-04-18,252,157,157,157,80,16,0,1,1,-0.1210729514315241
2019-04-19,252,154,154,154,81,16,0,2,2,-0.10258877296303029
2019-04-22,252,163,163,163,104,20,0,0,0,-0.006581685046179625
2019-04-23,252,149,149,149,87,17,0,3,3,0.01340154116510199
2019-04-24,252,150,150,150,89,17,1,1,2,0.061991281238254856
2019-04-25,252,121,121,121,65,13,0,0,0,0.1964158990577284
2019-04-26,252,95,95,95,54,10,1,3,4,0.3124321125489985
2019-04-29,252,87,87,0,0,0,0,0,0,
2019-04-30,252,95,95,0,0,0,0,0,0,
2019-05-06,252,42,0,0,0,0,0,0,0,
2019-05-07,252,46,0,0,0,0,0,0,0,
2019-05-08,252,37,0,0,0,0,0,0,0,
2019-05-09,252,26,0,0,0,0,0,0,0,
2019-05-10,252,43,0,0,0,0,0,0,0,
2019-05-13,252,34,0,0,0,0,0,0,0,
2019-05-14,252,31,0,0,0,0,0,0,0,
2019-05-15,252,35,0,0,0,0,0,0,0,
2019-05-16,253,35,0,0,0,0,0,0,0,
2019-05-17,253,33,0,0,0,0,0,0,0,
2019-05-20,253,27,0,0,0,0,0,0,0,
2019-05-21,253,34,0,0,0,0,0,0,0,
2019-05-22,253,38,0,0,0,0,0,0,0,
2019-05-23,253,29,0,0,0,0,0,0,0,
2019-05-24,253,30,0,0,0,0,0,0,0,
2019-05-27,253,39,0,0,0,0,0,0,0,
2019-05-28,253,40,0,0,0,0,0,0,0,
2019-05-29,253,41,0,0,0,0,0,0,0,
2019-05-30,253,36,0,0,0,0,0,0,0,
2019-05-31,253,35,0,0,0,0,0,0,0,
2019-06-03,253,33,0,0,0,0,0,0,0,
2019-06-04,253,29,0,0,0,0,0,0,0,
2019-06-05,253,28,0,0,0,0,0,0,0,
2019-06-06,253,25,0,0,0,0,0,0,0,
2019-06-10,253,32,0,0,0,0,0,0,0,
2019-06-11,253,35,0,0,0,0,0,0,0,
2019-06-12,253,41,0,0,0,0,0,0,0,
2019-06-13,253,38,0,0,0,0,0,0,0,
2019-06-14,253,36,0,0,0,0,0,0,0,
2019-06-17,253,33,0,0,0,0,0,0,0,
2019-06-18,253,31,0,0,0,0,0,0,0,
2019-06-19,253,39,0,0,0,0,0,0,0,
2019-06-20,253,35,0,0,0,0,0,0,0,
2019-06-21,253,44,0,0,0,0,0,0,0,
2019-06-24,253,47,0,0,0,0,0,0,0,
2019-06-25,253,56,0,0,0,0,0,0,0,
2019-06-26,253,67,0,0,0,0,0,0,0,
2019-06-27,253,56,0,0,0,0,0,0,0,
2019-06-28,254,60,60,0,0,0,0,0,0,
2019-07-01,254,51,51,51,19,3,1,0,1,0.41586935151043514
2019-07-02,254,59,59,59,21,4,0,0,0,0.35558981733341893
2019-07-03,254,72,72,72,17,3,0,0,0,0.4153657260506864
2019-07-04,254,84,84,84,38,7,0,0,0,0.37774768820027976
2019-07-05,254,88,88,88,33,6,0,1,1,0.31066924386790945
2019-07-08,254,68,68,0,0,0,0,0,0,
2019-07-09,254,73,73,0,0,0,0,0,0,
2019-07-10,254,69,69,0,0,0,0,0,0,
2019-07-11,254,72,72,0,0,0,0,0,0,
2019-07-12,254,76,76,0,0,0,0,0,0,
2019-07-15,254,77,77,0,0,0,0,0,0,
2019-07-16,254,77,77,0,0,0,0,0,0,
2019-07-17,254,75,75,0,0,0,0,0,0,
2019-07-18,254,70,70,0,0,0,0,0,0,
2019-07-19,254,69,69,0,0,0,0,0,0,
2019-07-22,254,64,64,0,0,0,0,0,0,
2019-07-23,254,75,75,0,0,0,0,0,0,
2019-07-24,254,80,80,80,21,4,0,0,0,0.46213610404331196
2019-07-25,254,77,77,77,24,4,1,0,1,0.2124759624736951
2019-07-26,254,74,74,74,27,5,0,2,2,0.15312341152016845
2019-07-29,254,77,77,77,24,4,0,2,2,0.2814467470760591
2019-07-30,254,86,86,86,29,5,0,0,0,0.24902277477294876
2019-07-31,254,80,80,80,26,5,0,0,0,0.19336762215466521
2019-08-01,254,77,77,0,0,0,0,0,0,
2019-08-02,254,65,0,0,0,0,0,0,0,
2019-08-05,254,48,0,0,0,0,0,0,0,
2019-08-06,254,41,0,0,0,0,0,0,0,
2019-08-07,254,39,0,0,0,0,0,0,0,
2019-08-08,254,52,0,0,0,0,0,0,0,
2019-08-09,254,47,0,0,0,0,0,0,0,
2019-08-12,254,47,0,0,0,0,0,0,0,
2019-08-13,254,37,0,0,0,0,0,0,0,
2019-08-14,254,39,0,0,0,0,0,0,0,
2019-08-15,254,41,0,0,0,0,0,0,0,
2019-08-16,254,42,0,0,0,0,0,0,0,
2019-08-19,254,38,0,0,0,0,0,0,0,
2019-08-20,254,42,0,0,0,0,0,0,0,
2019-08-21,254,44,0,0,0,0,0,0,0,
2019-08-22,254,46,0,0,0,0,0,0,0,
2019-08-23,254,50,0,0,0,0,0,0,0,
2019-08-26,255,49,0,0,0,0,0,0,0,
2019-08-27,255,47,0,0,0,0,0,0,0,
2019-08-28,255,49,0,0,0,0,0,0,0,
2019-08-29,255,46,0,0,0,0,0,0,0,
2019-08-30,255,48,0,0,0,0,0,0,0,
2019-09-02,255,46,0,0,0,0,0,0,0,
2019-09-03,255,51,0,0,0,0,0,0,0,
2019-09-04,255,59,59,59,18,3,0,0,0,0.35786518035729364
2019-09-05,255,65,65,65,22,4,0,0,0,0.22647317749562268
2019-09-06,255,59,59,59,26,5,0,0,0,0.23409641824337113
2019-09-09,255,59,59,59,25,5,0,0,0,0.17383931525844232
2019-09-10,255,79,79,79,39,7,0,0,0,0.20577771992905702
2019-09-11,255,87,87,87,47,9,0,0,0,0.23506376717920618
2019-09-12,255,86,86,86,51,10,0,1,1,0.15869767930985385
2019-09-16,255,102,102,102,44,8,0,3,3,0.20082481532527485
2019-09-17,255,101,101,101,47,9,0,0,0,0.2264391740858295
2019-09-18,255,105,105,105,45,9,1,2,3,0.25073439350065385
2019-09-19,255,107,107,107,45,9,0,2,2,0.18725994484013134
2019-09-20,255,108,108,108,43,8,1,2,3,0.0902098707110622
2019-09-23,255,96,96,96,45,9,1,0,1,0.05137895179050703
2019-09-24,255,92,92,92,41,8,1,1,2,0.14108100695490078
2019-09-25,255,84,84,0,0,0,0,0,0,
2019-09-26,255,67,67,0,0,0,0,0,0,
2019-09-27,255,73,73,0,0,0,0,0,0,
2019-09-30,255,61,0,0,0,0,0,0,0,
2019-10-08,255,59,59,0,0,0,0,0,0,
2019-10-09,255,62,62,0,0,0,0,0,0,
2019-10-10,255,67,67,0,0,0,0,0,0,
2019-10-11,255,68,68,0,0,0,0,0,0,
2019-10-14,255,63,63,63,26,5,0,1,1,0.15837673537785812
2019-10-15,255,58,58,0,0,0,0,0,0,
2019-10-16,255,61,61,0,0,0,0,0,0,
2019-10-17,255,72,72,0,0,0,0,0,0,
2019-10-18,255,63,63,0,0,0,0,0,0,
2019-10-21,255,60,60,0,0,0,0,0,0,
2019-10-22,255,68,68,0,0,0,0,0,0,
2019-10-23,255,66,66,0,0,0,0,0,0,
2019-10-24,255,62,62,0,0,0,0,0,0,
2019-10-25,255,68,68,0,0,0,0,0,0,
2019-10-28,255,69,69,0,0,0,0,0,0,
2019-10-29,256,67,67,0,0,0,0,0,0,
2019-10-30,256,56,56,0,0,0,0,0,0,
2019-10-31,256,55,55,0,0,0,0,0,0,
2019-11-01,256,61,61,0,0,0,0,0,0,
2019-11-04,256,61,61,0,0,0,0,0,0,
2019-11-05,256,67,67,67,38,7,1,1,2,0.30845099705571766
2019-11-06,256,67,67,0,0,0,0,0,0,
2019-11-07,256,73,73,0,0,0,0,0,0,
2019-11-08,256,75,75,0,0,0,0,0,0,
2019-11-11,256,58,58,0,0,0,0,0,0,
2019-11-12,256,64,64,0,0,0,0,0,0,
2019-11-13,256,62,62,0,0,0,0,0,0,
2019-11-14,256,64,64,0,0,0,0,0,0,
2019-11-15,256,55,0,0,0,0,0,0,0,
2019-11-18,256,61,61,0,0,0,0,0,0,
2019-11-19,256,64,64,0,0,0,0,0,0,
2019-11-20,256,57,57,0,0,0,0,0,0,
2019-11-21,256,56,56,0,0,0,0,0,0,
2019-11-22,256,52,0,0,0,0,0,0,0,
2019-11-25,256,49,0,0,0,0,0,0,0,
2019-11-26,257,49,49,0,0,0,0,0,0,
2019-11-27,257,52,0,0,0,0,0,0,0,
2019-11-28,257,50,0,0,0,0,0,0,0,
2019-11-29,257,48,0,0,0,0,0,0,0,
2019-12-02,257,54,0,0,0,0,0,0,0,
2019-12-03,257,54,0,0,0,0,0,0,0,
2019-12-04,257,49,0,0,0,0,0,0,0,
2019-12-05,257,56,0,0,0,0,0,0,0,
2019-12-06,257,56,0,0,0,0,0,0,0,
2019-12-09,257,52,0,0,0,0,0,0,0,
2019-12-10,258,51,0,0,0,0,0,0,0,
2019-12-11,258,57,0,0,0,0,0,0,0,
2019-12-12,258,60,0,0,0,0,0,0,0,
2019-12-13,258,62,62,62,28,5,0,0,0,0.15491956244924654
2019-12-16,258,63,63,63,24,4,0,1,1,0.013677068046640657
2019-12-17,258,53,53,53,17,3,0,0,0,0.008141460507870029
2019-12-18,258,68,68,68,26,5,0,0,0,0.07576345545495498
2019-12-19,258,74,74,74,22,4,0,0,0,0.1706099252953331
2019-12-20,258,84,84,84,27,5,0,1,1,0.10472251088169826
2019-12-23,258,94,94,94,32,6,1,0,1,0.11704508137114439
2019-12-24,258,83,83,83,34,6,0,1,1,0.05287025390577353
2019-12-25,258,83,83,83,41,8,0,2,2,0.05967175624731681
2019-12-26,258,85,85,85,49,9,0,3,3,0.05300559655788429
2019-12-27,258,87,87,87,44,8,2,0,2,0.11425594778985265
2019-12-30,258,73,73,73,41,8,0,0,0,0.08651110748904497
2019-12-31,258,82,82,82,26,5,0,1,1,0.015558774693606878
2020-01-02,258,80,80,80,25,5,0,0,0,0.027439720330384096
2020-01-03,258,88,88,88,30,6,2,0,2,0.12662016448384059
2020-01-06,258,90,90,90,35,7,1,0,1,-0.13892812707673172
2020-01-07,258,101,101,101,40,8,0,2,2,-0.12131740332341846
2020-01-08,258,112,112,112,46,9,0,0,0,-0.052225291328509504
2020-01-09,258,124,124,124,59,11,0,1,1,0.001478997243325772
2020-01-10,258,126,126,126,54,10,1,1,2,0.06070585249241542
2020-01-13,258,123,123,123,52,10,1,2,3,0.13915024156590888
2020-01-14,258,133,133,133,60,12,0,1,1,0.13568590137035558
2020-01-15,258,126,126,126,65,13,0,3,3,0.17598232611429496
2020-01-16,259,118,118,118,71,14,0,1,1,0.10433574349526198
2020-01-17,259,118,118,118,68,13,0,1,1,0.1885589009220019
2020-01-20,259,116,116,116,71,14,2,3,5,0.06654129795911935
2020-01-21,259,92,92,92,58,11,1,1,2,0.24048919400803515
2020-01-22,259,87,87,87,56,11,1,2,3,0.12290117496931138
2020-01-23,259,64,0,0,0,0,0,0,0,
2020-02-03,259,26,0,0,0,0,0,0,0,
2020-02-04,259,31,0,0,0,0,0,0,0,
2020-02-05,259,28,0,0,0,0,0,0,0,
2020-02-06,260,33,0,0,0,0,0,0,0,
2020-02-07,261,33,0,0,0,0,0,0,0,
2020-02-10,261,40,0,0,0,0,0,0,0,
2020-02-11,261,43,0,0,0,0,0,0,0,
2020-02-12,261,44,0,0,0,0,0,0,0,
2020-02-13,261,43,0,0,0,0,0,0,0,
2020-02-14,261,43,43,0,0,0,0,0,0,
2020-02-17,261,42,42,0,0,0,0,0,0,
2020-02-18,261,46,46,0,0,0,0,0,0,
2020-02-19,261,53,53,0,0,0,0,0,0,
2020-02-20,261,52,52,52,44,8,0,4,4,-0.013344541086297915
2020-02-21,261,57,57,57,42,8,0,2,2,0.03614559242170379
2020-02-24,261,52,0,0,0,0,0,0,0,
2020-02-25,261,55,0,0,0,0,0,0,0,
2020-02-26,261,73,0,0,0,0,0,0,0,
2020-02-27,261,80,0,0,0,0,0,0,0,
2020-02-28,261,55,0,0,0,0,0,0,0,
2020-03-02,261,69,69,0,0,0,0,0,0,
2020-03-03,261,72,72,0,0,0,0,0,0,
2020-03-04,261,77,77,0,0,0,0,0,0,
2020-03-05,261,83,83,83,62,12,0,1,1,0.178658186156763
2020-03-06,261,92,92,92,72,14,0,2,2,0.15980111693897353
2020-03-09,261,65,0,0,0,0,0,0,0,
2020-03-10,261,75,75,0,0,0,0,0,0,
2020-03-11,261,68,0,0,0,0,0,0,0,
2020-03-12,261,48,0,0,0,0,0,0,0,
2020-03-13,261,36,0,0,0,0,0,0,0,
2020-03-16,261,22,0,0,0,0,0,0,0,
2020-03-17,261,23,0,0,0,0,0,0,0,
2020-03-18,261,17,0,0,0,0,0,0,0,
2020-03-19,261,19,0,0,0,0,0,0,0,
2020-03-20,261,26,0,0,0,0,0,0,0,
2020-03-23,261,18,0,0,0,0,0,0,0,
2020-03-24,261,20,0,0,0,0,0,0,0,
2020-03-25,261,24,0,0,0,0,0,0,0,
2020-03-26,261,18,0,0,0,0,0,0,0,
2020-03-27,261,19,0,0,0,0,0,0,0,
2020-03-30,261,15,0,0,0,0,0,0,0,
2020-03-31,261,12,0,0,0,0,0,0,0,
2020-04-01,261,18,0,0,0,0,0,0,0,
2020-04-02,261,20,0,0,0,0,0,0,0,
2020-04-03,261,20,0,0,0,0,0,0,0,
2020-04-07,261,18,0,0,0,0,0,0,0,
2020-04-08,261,24,0,0,0,0,0,0,0,
2020-04-09,261,26,0,0,0,0,0,0,0,
2020-04-10,261,30,0,0,0,0,0,0,0,
2020-04-13,261,28,0,0,0,0,0,0,0,
2020-04-14,261,33,0,0,0,0,0,0,0,
2020-04-15,261,34,0,0,0,0,0,0,0,
2020-04-16,261,35,0,0,0,0,0,0,0,
2020-04-17,261,43,0,0,0,0,0,0,0,
2020-04-20,261,43,0,0,0,0,0,0,0,
2020-04-21,261,48,0,0,0,0,0,0,0,
2020-04-22,261,53,0,0,0,0,0,0,0,
2020-04-23,261,53,0,0,0,0,0,0,0,
2020-04-24,261,50,0,0,0,0,0,0,0,
2020-04-27,261,50,0,0,0,0,0,0,0,
2020-04-28,261,43,0,0,0,0,0,0,0,
2020-04-29,262,45,0,0,0,0,0,0,0,
2020-04-30,262,48,0,0,0,0,0,0,0,
2020-05-06,262,40,0,0,0,0,0,0,0,
2020-05-07,262,44,0,0,0,0,0,0,0,
2020-05-08,262,47,0,0,0,0,0,0,0,
2020-05-11,262,48,0,0,0,0,0,0,0,
2020-05-12,262,42,0,0,0,0,0,0,0,
2020-05-13,262,51,51,0,0,0,0,0,0,
2020-05-14,262,53,53,0,0,0,0,0,0,
2020-05-15,262,58,58,0,0,0,0,0,0,
2020-05-18,262,56,56,0,0,0,0,0,0,
2020-05-19,262,55,55,0,0,0,0,0,0,
2020-05-20,262,54,54,0,0,0,0,0,0,
2020-05-21,262,52,52,0,0,0,0,0,0,
2020-05-22,262,53,0,0,0,0,0,0,0,
2020-05-25,262,51,0,0,0,0,0,0,0,
2020-05-26,262,55,0,0,0,0,0,0,0,
2020-05-27,262,48,0,0,0,0,0,0,0,
2020-05-28,262,48,0,0,0,0,0,0,0,
2020-05-29,262,45,0,0,0,0,0,0,0,
2020-06-01,262,54,54,0,0,0,0,0,0,
2020-06-02,262,58,58,0,0,0,0,0,0,
2020-06-03,263,56,56,0,0,0,0,0,0,
2020-06-04,263,59,59,0,0,0,0,0,0,
2020-06-05,263,52,52,52,15,3,0,2,2,0.3829778177512864
2020-06-08,263,56,56,56,14,2,0,0,0,0.3594305028506085
2020-06-09,263,58,58,58,12,2,0,1,1,0.48385488782215125
2020-06-10,263,64,64,64,18,3,0,0,0,0.3943538277031239
2020-06-11,263,68,68,68,22,4,0,0,0,0.38522882495808863
2020-06-12,263,67,67,0,0,0,0,0,0,
2020-06-15,263,57,57,0,0,0,0,0,0,
2020-06-16,263,66,66,0,0,0,0,0,0,
2020-06-17,263,66,66,66,20,4,0,0,0,0.5529905717760818
2020-06-18,263,74,74,74,27,5,0,3,3,0.24859287254314766
2020-06-19,263,78,78,78,23,4,4,0,4,0.1470708780856365
2020-06-22,263,72,72,72,31,6,1,0,1,0.24736530458533063
2020-06-23,263,65,65,65,25,5,1,0,1,0.0271730182857806
2020-06-24,263,69,69,69,23,4,0,0,0,0.18149764729026896
2020-06-29,263,62,62,62,22,4,0,0,0,0.22828525014431483
2020-06-30,263,66,66,66,32,6,0,1,1,0.17018769938839326
2020-07-01,263,65,65,65,28,5,0,0,0,0.04757917777115205
2020-07-02,263,63,63,63,29,5,1,0,1,0.08783270878883637
2020-07-03,263,59,59,59,29,5,0,1,1,0.10238987223584838
2020-07-06,263,31,31,31,12,2,0,0,0,0.25213440409495685
2020-07-07,263,31,31,31,8,1,0,0,0,0.09413363755849237
2020-07-08,263,27,27,27,11,2,0,0,0,0.08259893722109328
2020-07-09,263,17,17,17,4,0,0,0,0,0.35628889963640653
2020-07-10,263,66,66,66,17,3,0,0,0,-0.18068187116080492
2020-07-13,263,48,48,48,7,1,0,0,0,-0.4347458898890694
2020-07-14,263,87,87,87,34,6,0,0,0,-0.12780181887220513
2020-07-15,263,125,125,125,48,9,0,0,0,-0.1127656719130587
2020-07-16,263,153,153,153,63,12,0,0,0,0.12580831238009307
2020-07-17,263,144,144,144,68,13,0,2,2,0.060002918654062966
2020-07-20,263,130,130,130,63,12,0,0,0,-0.04273163540592158
2020-07-21,263,134,134,134,61,12,0,4,4,-0.08249838248303396
2020-07-22,263,140,140,140,62,12,0,2,2,-0.07817809912511686
2020-07-23,263,135,135,135,60,12,0,2,2,0.00030680745545251
2020-07-24,263,111,111,111,61,12,0,0,0,0.23346810267845505
2020-07-27,263,102,102,102,53,10,0,5,5,0.24948484651165515
2020-07-28,263,112,112,112,68,13,0,4,4,0.14201835592039935
2020-07-29,263,139,139,139,76,15,0,7,7,0.07214362516258313
2020-07-30,263,114,114,114,68,13,0,1,1,0.09475502337855701
2020-07-31,264,117,117,117,59,11,0,2,2,0.15231497725696122
2020-08-03,264,127,127,127,60,12,1,0,1,0.07930128891317902
2020-08-04,264,131,131,131,63,12,0,0,0,0.05414194194386634
2020-08-05,264,121,121,121,58,11,1,3,4,0.052365198396004196
2020-08-06,264,114,114,114,75,15,1,1,2,-0.0408404152871834
2020-08-07,264,112,112,112,63,12,0,0,0,0.06900245007279705
2020-08-10,264,122,122,122,87,17,0,1,1,-0.022552403366942357
2020-08-11,264,131,131,131,79,15,1,1,2,0.02141539675022555
2020-08-12,264,136,136,136,93,18,0,0,0,-0.00425407716027839
2020-08-13,264,135,135,135,96,19,0,1,1,0.010281757696242214
2020-08-14,264,137,137,137,88,17,0,7,7,0.010120281658954983
2020-08-17,264,131,131,131,92,18,0,8,8,-0.07653768885563755
2020-08-18,264,134,134,134,91,18,1,5,6,-0.0165530461060216
2020-08-19,264,137,137,137,92,18,0,1,1,-0.06165674003874569
2020-08-20,264,140,140,140,96,19,0,4,4,-0.009196446943705486
2020-08-21,264,137,137,137,85,16,0,4,4,-0.01761789907867506
2020-08-24,264,140,140,140,92,18,1,3,4,0.0013830826433436222
2020-08-25,264,136,136,136,91,18,0,4,4,0.010702845454956153
2020-08-26,264,115,115,115,70,13,0,1,1,0.020220193964638394
2020-08-27,264,122,122,122,67,13,0,5,5,0.028411330589517142
2020-08-28,264,125,125,125,54,10,0,4,4,0.026035365216057975
2020-08-31,264,123,123,123,50,10,0,0,0,0.019134766587600733
2020-09-01,264,119,119,119,56,11,1,1,2,0.022730921299265554
2020-09-02,264,110,110,110,54,10,0,0,0,-0.04305771405080611
2020-09-03,264,106,106,106,55,11,0,3,3,0.02266377751529096
2020-09-04,264,116,116,116,64,12,0,2,2,0.1827063957587199
2020-09-07,264,91,91,91,47,9,0,0,0,0.25429909138319595
2020-09-08,264,99,99,99,67,13,0,1,1,0.23286048393753
2020-09-09,264,80,80,0,0,0,0,0,0,
2020-09-10,264,75,75,0,0,0,0,0,0,
2020-09-11,264,80,80,0,0,0,0,0,0,
2020-09-14,264,82,82,0,0,0,0,0,0,
2020-09-15,264,82,82,0,0,0,0,0,0,
2020-09-16,264,78,78,0,0,0,0,0,0,
2020-09-17,264,74,74,0,0,0,0,0,0,
2020-09-18,264,76,76,76,45,9,1,3,4,0.27916603460712675
2020-09-21,264,83,83,83,48,9,0,1,1,0.3258508005065335
2020-09-22,264,84,84,0,0,0,0,0,0,
2020-09-23,264,81,81,0,0,0,0,0,0,
2020-09-24,264,63,0,0,0,0,0,0,0,
2020-09-25,264,65,0,0,0,0,0,0,0,
2020-09-28,264,69,0,0,0,0,0,0,0,
2020-09-29,264,70,0,0,0,0,0,0,0,
2020-09-30,264,70,0,0,0,0,0,0,0,
2020-10-09,264,74,74,0,0,0,0,0,0,
2020-10-12,264,69,69,69,28,5,1,0,1,0.4298772145060942
2020-10-13,264,72,72,72,25,5,0,0,0,0.40793638100803875
2020-10-14,264,77,77,77,29,5,1,1,2,0.3566797149779259
2020-10-15,264,75,75,75,32,6,0,0,0,0.5134749121403822
2020-10-16,264,82,82,82,37,7,0,0,0,0.4300151813891666
2020-10-19,264,75,75,0,0,0,0,0,0,
2020-10-20,264,72,72,0,0,0,0,0,0,
2020-10-21,264,67,67,0,0,0,0,0,0,
2020-10-22,264,79,79,0,0,0,0,0,0,
2020-10-23,264,77,77,0,0,0,0,0,0,
2020-10-26,264,66,66,0,0,0,0,0,0,
2020-10-27,264,63,63,0,0,0,0,0,0,
2020-10-28,264,60,60,0,0,0,0,0,0,
2020-10-29,264,51,51,0,0,0,0,0,0,
2020-10-30,264,51,51,0,0,0,0,0,0,
2020-11-02,265,46,46,0,0,0,0,0,0,
2020-11-03,265,55,55,0,0,0,0,0,0,
2020-11-04,265,48,48,0,0,0,0,0,0,
2020-11-05,265,47,47,47,20,4,1,0,1,0.3708137867910045
2020-11-06,265,47,47,0,0,0,0,0,0,
2020-11-09,265,46,46,46,22,4,1,1,2,0.039657187630081435
2020-11-10,265,54,54,54,21,4,0,1,1,0.04807924726644271
2020-11-11,265,65,65,65,25,5,0,0,0,0.0919604176933117
2020-11-12,265,62,62,62,18,3,0,0,0,0.05124747206789227
2020-11-13,265,65,65,0,0,0,0,0,0,
2020-11-16,265,59,59,59,25,5,0,0,0,0.21000847112705878
2020-11-17,265,60,60,60,26,5,0,0,0,0.3581851565733125
2020-11-18,265,70,70,70,41,8,0,2,2,0.28146295755061235
2020-11-19,265,80,80,80,36,7,0,2,2,0.3095273068735711
2020-11-20,265,76,76,76,45,9,0,3,3,0.2749742876738259
2020-11-23,265,70,70,70,37,7,0,0,0,0.23676714900303977
2020-11-24,265,72,72,72,39,7,0,0,0,0.3037683054809768
2020-11-25,265,84,84,84,50,10,0,0,0,0.38896579222319994
2020-11-26,265,86,86,86,48,9,0,2,2,0.3296091166749614
2020-11-27,265,83,83,83,40,8,0,1,1,0.3725284896036182
2020-11-30,265,92,92,92,54,10,0,0,0,0.2923958107662351
2020-12-01,265,87,87,87,50,10,0,4,4,0.21019134101778023
2020-12-02,265,91,91,91,51,10,2,1,3,0.11569360094288608
2020-12-03,265,106,106,106,58,11,0,0,0,0.13821485690983348
2020-12-04,265,113,113,113,66,13,0,6,6,0.16900498151461585
2020-12-07,265,104,104,104,65,13,0,0,0,0.23768370860948929
2020-12-08,265,100,100,100,51,10,0,1,1,0.2518899022006406
2020-12-09,265,89,89,0,0,0,0,0,0,
2020-12-10,265,90,90,0,0,0,0,0,0,
2020-12-11,265,81,81,0,0,0,0,0,0,
2020-12-14,265,68,68,0,0,0,0,0,0,
2020-12-15,265,68,68,0,0,0,0,0,0,
2020-12-16,265,68,68,0,0,0,0,0,0,
2020-12-17,265,78,78,0,0,0,0,0,0,
2020-12-18,265,77,77,0,0,0,0,0,0,
2020-12-21,265,66,66,66,34,6,0,1,1,0.1729189884335858
