split,anchor_family_id,baseline_id,horizon_id,event_count,anchor_trigger_count,anchor_trigger_rate_per_launch_episode,unique_instrument_count,unique_instrument_year_count,mean_after_cost_return_H20,median_after_cost_return_H20,p05_after_cost_return_H20,max_adverse_excursion_mean_H20,winner_capture_rate_50h120,winner_capture_rate_100h240,instrument_year_positive_rate,top1_instrument_year_pnl_share,top5_instrument_exposure_share,failure_lookalike_rate,mean_after_cost_return_H10,median_after_cost_return_H10,p05_after_cost_return_H10,max_adverse_excursion_mean_H10,mean_after_cost_return_H60,median_after_cost_return_H60,p05_after_cost_return_H60,max_adverse_excursion_mean_H60
train,second_breakout,industry_matched_baseline,H20,136,,,85,111,-0.016157100584980252,-0.03806771467585,-0.2279940305594998,-0.10815266863678413,0.27205882352941174,0.1323529411764706,0.40540540540540543,0.08675058862471671,0.1323529411764706,,,,,,,,,
train,second_breakout,failed_lookalike_baseline,H20,451,,,186,343,0.0022516797726598284,-0.01582865104116814,-0.18144587276293822,-0.0901362158956535,0.2017738359201774,0.12195121951219512,0.42565597667638483,0.05009298381443533,0.07317073170731707,,,,,,,,,
validation,pullback_hold_restrengthen,anchor,H20,77,77.0,0.14365671641791045,67,70,-0.05870214803790808,-0.08272999025401184,-0.20496350996596163,-0.12093882219466298,0.025974025974025976,0.0,0.21428571428571427,0.2055002536950017,0.12987012987012986,0.7830985915492957,,,,,,,,
validation,pullback_hold_restrengthen,all_launch_direct_baseline,H20,941,,,213,314,-0.018849201718777644,-0.032089610606735416,-0.17724187513267986,-0.08374086184400444,0.09883103081827843,0.011689691817215728,0.25477707006369427,0.10752879959561508,0.07970244420828905,,,,,,,,,
validation,pullback_hold_restrengthen,matched_delay_baseline,H20,73,,,64,66,-0.03651742163653377,-0.033271694817406425,-0.18971767017865132,-0.10338980109283674,0.0136986301369863,0.0,0.3484848484848485,0.18691648747037634,0.136986301369863,,,,,,,,,
validation,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H20,66,,,60,62,-0.042910388035801605,-0.04960108489073422,-0.17189567937620162,-0.1082305036095732,0.06060606060606061,0.0,0.25806451612903225,0.2980070882708635,0.15151515151515152,,,,,,,,,
validation,pullback_hold_restrengthen,industry_matched_baseline,H20,50,,,43,44,-0.03392728897430126,-0.06753880020264963,-0.17583967011789736,-0.09910454887129899,0.14,0.0,0.3181818181818182,0.1878217700036612,0.24,,,,,,,,,
validation,pullback_hold_restrengthen,failed_lookalike_baseline,H20,235,,,158,196,-0.03506988169489453,-0.045246611773473104,-0.19112742400344623,-0.09394641332498367,0.05531914893617021,0.00425531914893617,0.27040816326530615,0.10573469989090001,0.06382978723404255,,,,,,,,,
validation,second_breakout,anchor,H20,64,64.0,0.11940298507462686,58,62,-0.02090439038466634,-0.04576831573765893,-0.17674131315596203,-0.09893781692768835,0.125,0.015625,0.3548387096774194,0.17667182636981177,0.15625,0.7575757575757576,,,,,,,,
validation,second_breakout,all_launch_direct_baseline,H20,941,,,213,314,-0.018849201718777644,-0.032089610606735416,-0.17724187513267986,-0.08374086184400444,0.09883103081827843,0.011689691817215728,0.25477707006369427,0.10752879959561508,0.07970244420828905,,,,,,,,,
validation,second_breakout,matched_delay_baseline,H20,63,,,57,61,-0.012152441704298966,-0.046175905586243175,-0.1359813020982339,-0.09570967078617286,0.06349206349206349,0.015873015873015872,0.32786885245901637,0.21351043119870677,0.15873015873015872,,,,,,,,,
validation,second_breakout,same_instrument_nonanchor_baseline,H20,44,,,40,43,0.005798629192910371,-0.015524474729487526,-0.1772193893509707,-0.08195882916041453,0.09090909090909091,0.0,0.4418604651162791,0.13884863686567994,0.20454545454545456,,,,,,,,,
validation,second_breakout,industry_matched_baseline,H20,43,,,37,37,-0.03374650062636623,-0.06843245746725368,-0.17167065091792164,-0.09755039225586097,0.18604651162790697,0.0,0.2702702702702703,0.3346872790137858,0.2558139534883721,,,,,,,,,
validation,second_breakout,failed_lookalike_baseline,H20,171,,,129,146,-0.03821681219224306,-0.05053489971006086,-0.1904046001610865,-0.09849460620138431,0.05847953216374269,0.011695906432748537,0.2808219178082192,0.13233771999407032,0.08771929824561403,,,,,,,,,
robustness,pullback_hold_restrengthen,anchor,H20,57,57.0,0.07354838709677419,47,49,-0.004487058414640625,-0.030125729513607247,-0.13260778686580202,-0.0787890754350221,0.12280701754385964,0.03508771929824561,0.3877551020408163,0.1336484732963087,0.19298245614035087,0.8814968814968815,,,,,,,,
robustness,pullback_hold_restrengthen,all_launch_direct_baseline,H20,997,,,217,312,0.0016050505785322278,-0.02025927470323018,-0.16174913673841992,-0.08108181838822034,0.11534603811434303,0.029087261785356068,0.3814102564102564,0.1027554723891902,0.06018054162487462,,,,,,,,,
robustness,pullback_hold_restrengthen,matched_delay_baseline,H20,57,,,47,50,-0.02057202199437348,-0.03984003950464842,-0.1273795291501696,-0.083948130085986,0.10526315789473684,0.03508771929824561,0.32,0.2758527451255992,0.19298245614035087,,,,,,,,,
robustness,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H20,48,,,40,42,0.00045133795723616317,-0.035968393870438806,-0.15109618244433418,-0.06988746586271924,0.1875,0.041666666666666664,0.38095238095238093,0.23108540588814985,0.22916666666666666,,,,,,,,,
robustness,pullback_hold_restrengthen,industry_matched_baseline,H20,42,,,32,32,-0.018767310145431686,-0.03381909584772412,-0.15092600216805138,-0.08266566433130222,0.11904761904761904,0.09523809523809523,0.34375,0.3154409995984132,0.3333333333333333,,,,,,,,,
robustness,pullback_hold_restrengthen,failed_lookalike_baseline,H20,246,,,168,184,-0.016199563750368004,-0.030501164003107973,-0.13596421670088973,-0.07863204507930333,0.08130081300813008,0.036585365853658534,0.3423913043478261,0.0608811427231696,0.06504065040650407,,,,,,,,,
robustness,second_breakout,anchor,H20,58,58.0,0.07483870967741936,54,56,-0.0071833306601035325,-0.0365224152877565,-0.15482961403313195,-0.09461266456321604,0.06896551724137931,0.017241379310344827,0.42857142857142855,0.11783475455908765,0.15517241379310345,0.8419618528610354,,,,,,,,
robustness,second_breakout,all_launch_direct_baseline,H20,997,,,217,312,0.0016050505785322278,-0.02025927470323018,-0.16174913673841992,-0.08108181838822034,0.11534603811434303,0.029087261785356068,0.3814102564102564,0.1027554723891902,0.06018054162487462,,,,,,,,,
robustness,second_breakout,matched_delay_baseline,H20,57,,,54,55,-0.002151255846180645,-0.0306721126942887,-0.11131782810209934,-0.06790481797697713,0.03508771929824561,0.017543859649122806,0.34545454545454546,0.2799769482513201,0.14035087719298245,,,,,,,,,
robustness,second_breakout,same_instrument_nonanchor_baseline,H20,45,,,42,44,0.04152757241853329,0.008598472029558334,-0.13399112618607273,-0.0722894749338267,0.08888888888888889,0.044444444444444446,0.5681818181818182,0.12011346637331008,0.17777777777777778,,,,,,,,,
robustness,second_breakout,industry_matched_baseline,H20,42,,,32,32,-0.008913928272578349,-0.015387884139878783,-0.16337739103279866,-0.09679631571270418,0.11904761904761904,0.09523809523809523,0.375,0.37670870340649304,0.30952380952380953,,,,,,,,,
robustness,second_breakout,failed_lookalike_baseline,H20,171,,,131,140,-0.0021160720279435976,-0.01995881383518582,-0.15698523827269734,-0.07907135295504905,0.06432748538011696,0.029239766081871343,0.42857142857142855,0.08605564883790583,0.08771929824561403,,,,,,,,,
train,pullback_hold_restrengthen,anchor,H10,181,181.0,0.1569817866435386,108,149,,,,,0.16574585635359115,0.09944751381215469,0.4563758389261745,0.07367484166969272,0.12154696132596685,0.788056206088993,-0.011766621173039886,-0.007420337693473046,-0.14757059688530072,-0.06898801183024915,,,,
train,pullback_hold_restrengthen,all_launch_direct_baseline,H10,2213,,,211,594,,,,,0.17849073655671036,0.12245820153637596,0.3400673400673401,0.08281941719971156,0.0596475372797108,,-0.0011686629917362467,-0.01803514534332328,-0.13691199794564118,-0.06599720733997115,,,,
train,pullback_hold_restrengthen,matched_delay_baseline,H10,180,,,108,149,,,,,0.18888888888888888,0.1111111111111111,0.4563758389261745,0.07013440748909304,0.12222222222222222,,-0.0006041575039347805,-0.008360371592857952,-0.1496633274675862,-0.06730324888764552,,,,
train,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H10,147,,,92,123,,,,,0.19727891156462585,0.1360544217687075,0.5772357723577236,0.07315420826351143,0.14285714285714285,,0.007182059628062391,0.005935367498965626,-0.12299139251724006,-0.060240711315647136,,,,
train,pullback_hold_restrengthen,industry_matched_baseline,H10,125,,,84,108,,,,,0.248,0.168,0.3888888888888889,0.10280266506946824,0.152,,-0.012091687425438421,-0.01790442679396952,-0.16631887959564529,-0.07000910533646604,,,,
train,pullback_hold_restrengthen,failed_lookalike_baseline,H10,565,,,195,403,,,,,0.19646017699115045,0.11327433628318584,0.4218362282878412,0.06036455946185461,0.06725663716814159,,-0.008341927667807444,-0.014875965410453319,-0.1372144668081047,-0.06863682308078059,,,,
train,second_breakout,anchor,H10,184,184.0,0.1595836947094536,116,156,,,,,0.22282608695652173,0.10326086956521739,0.41025641025641024,0.1175764361287585,0.09782608695652174,0.7352517985611511,-0.00011560374350983814,-0.022382141557055524,-0.1441453066042685,-0.07573489108888229,,,,
train,second_breakout,all_launch_direct_baseline,H10,2213,,,211,594,,,,,0.17849073655671036,0.12245820153637596,0.3400673400673401,0.08281941719971156,0.0596475372797108,,-0.0011686629917362467,-0.01803514534332328,-0.13691199794564118,-0.06599720733997115,,,,
train,second_breakout,matched_delay_baseline,H10,182,,,116,156,,,,,0.22527472527472528,0.10989010989010989,0.40384615384615385,0.08992509702678309,0.09340659340659341,,-0.013085218411911171,-0.01839649355021854,-0.15439182993662237,-0.07678382813795072,,,,
train,second_breakout,same_instrument_nonanchor_baseline,H10,138,,,96,118,,,,,0.2826086956521739,0.13768115942028986,0.5084745762711864,0.09298665713568606,0.10869565217391304,,0.020917213101227648,0.003445022134767616,-0.13843811570326645,-0.06546120854828116,,,,
train,second_breakout,industry_matched_baseline,H10,136,,,85,111,,,,,0.27205882352941174,0.1323529411764706,0.44144144144144143,0.07948896415189531,0.1323529411764706,,-0.011669925592740245,-0.016105127276947063,-0.13818886900160499,-0.07893805224942915,,,,
train,second_breakout,failed_lookalike_baseline,H10,451,,,186,341,,,,,0.2017738359201774,0.12195121951219512,0.41642228739002934,0.05483849926131699,0.07317073170731707,,0.0004631726186217793,-0.011,-0.14163796090204028,-0.06831138449887612,,,,
validation,pullback_hold_restrengthen,anchor,H10,77,77.0,0.14365671641791045,67,70,,,,,0.025974025974025976,0.0,0.22857142857142856,0.15881639129809985,0.12987012987012986,0.7830985915492957,-0.038615149268486346,-0.049474811789344535,-0.1486140728729457,-0.0838334476501382,,,,
validation,pullback_hold_restrengthen,all_launch_direct_baseline,H10,941,,,213,314,,,,,0.09883103081827843,0.011689691817215728,0.28662420382165604,0.1289757750121032,0.07970244420828905,,-0.010024930748207355,-0.01446582571729781,-0.13204205401856073,-0.06100153548469635,,,,
validation,pullback_hold_restrengthen,matched_delay_baseline,H10,73,,,64,66,,,,,0.0136986301369863,0.0,0.4090909090909091,0.11912430714263238,0.136986301369863,,-0.019572411400734013,-0.026184631272650017,-0.15458218665196133,-0.0761108993530017,,,,
validation,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H10,66,,,60,62,,,,,0.06060606060606061,0.0,0.3387096774193548,0.19710651048120303,0.15151515151515152,,-0.025525882195200647,-0.05171509917157296,-0.14803458953953386,-0.07629260885397296,,,,
validation,pullback_hold_restrengthen,industry_matched_baseline,H10,50,,,43,44,,,,,0.14,0.0,0.36363636363636365,0.29124511238075074,0.24,,-0.009094583115232863,-0.016479303739360563,-0.12311103064439005,-0.06590305919884869,,,,
validation,pullback_hold_restrengthen,failed_lookalike_baseline,H10,235,,,158,196,,,,,0.05531914893617021,0.00425531914893617,0.29591836734693877,0.15652833082722906,0.06382978723404255,,-0.023056482648722825,-0.023558857950282886,-0.14589217122833162,-0.06705577788990208,,,,
validation,second_breakout,anchor,H10,64,64.0,0.11940298507462686,58,62,,,,,0.125,0.015625,0.3225806451612903,0.31603646177786776,0.15625,0.7575757575757576,-0.012050378950409973,-0.014752525149573637,-0.14579970198902925,-0.06773691528519196,,,,
validation,second_breakout,all_launch_direct_baseline,H10,941,,,213,314,,,,,0.09883103081827843,0.011689691817215728,0.28662420382165604,0.1289757750121032,0.07970244420828905,,-0.010024930748207355,-0.01446582571729781,-0.13204205401856073,-0.06100153548469635,,,,
validation,second_breakout,matched_delay_baseline,H10,63,,,57,61,,,,,0.06349206349206349,0.015873015873015872,0.3114754098360656,0.19378066035055022,0.15873015873015872,,-0.02238492808902068,-0.04309962366447095,-0.14770571120301262,-0.0760196357242137,,,,
validation,second_breakout,same_instrument_nonanchor_baseline,H10,44,,,40,43,,,,,0.09090909090909091,0.0,0.4883720930232558,0.23155976558035946,0.20454545454545456,,0.006878551597462695,-0.0013738653331093376,-0.10318990087251852,-0.05177663001293318,,,,
validation,second_breakout,industry_matched_baseline,H10,43,,,37,37,,,,,0.18604651162790697,0.0,0.3783783783783784,0.19024435502905498,0.2558139534883721,,-0.01855602470806728,-0.03802700090373533,-0.1349254890236018,-0.07671380659839068,,,,
validation,second_breakout,failed_lookalike_baseline,H10,171,,,129,146,,,,,0.05847953216374269,0.011695906432748537,0.3082191780821918,0.1751292189706094,0.08771929824561403,,-0.024141485768293485,-0.029323838797704605,-0.15032536327799662,-0.07104116033119298,,,,
robustness,pullback_hold_restrengthen,anchor,H10,57,57.0,0.07354838709677419,47,49,,,,,0.12280701754385964,0.03508771929824561,0.46938775510204084,0.18178155680226288,0.19298245614035087,0.8814968814968815,0.0039029223965304097,-0.00898788142776762,-0.11037014413058004,-0.05603249951385885,,,,
robustness,pullback_hold_restrengthen,all_launch_direct_baseline,H10,997,,,217,312,,,,,0.11534603811434303,0.029087261785356068,0.28525641025641024,0.13560650757743745,0.06018054162487462,,-0.01650679309691284,-0.029575833568184263,-0.1410545676257449,-0.06869676522581163,,,,
robustness,pullback_hold_restrengthen,matched_delay_baseline,H10,57,,,47,50,,,,,0.10526315789473684,0.03508771929824561,0.32,0.26761539197704753,0.19298245614035087,,-0.020983631343414834,-0.0314978077591762,-0.12858182994505934,-0.06529526446956607,,,,
robustness,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H10,48,,,40,42,,,,,0.1875,0.041666666666666664,0.5952380952380952,0.11488934336638418,0.22916666666666666,,0.026105007227456813,0.008219471405607092,-0.09305497824296152,-0.04513821809929403,,,,
robustness,pullback_hold_restrengthen,industry_matched_baseline,H10,42,,,32,32,,,,,0.11904761904761904,0.09523809523809523,0.40625,0.2008690340180394,0.3333333333333333,,-0.009371598753808472,-0.01567053727522182,-0.14563590531753917,-0.06203905019595107,,,,
robustness,pullback_hold_restrengthen,failed_lookalike_baseline,H10,246,,,168,185,,,,,0.08130081300813008,0.036585365853658534,0.34594594594594597,0.07864145560068676,0.06504065040650407,,-0.0180489911543207,-0.028766611542233412,-0.12808178090086317,-0.062147405946719324,,,,
robustness,second_breakout,anchor,H10,58,58.0,0.07483870967741936,54,56,,,,,0.06896551724137931,0.017241379310344827,0.32142857142857145,0.2230138158689435,0.15517241379310345,0.8419618528610354,-0.025977502333123525,-0.047523389706611234,-0.14831047869937738,-0.08425914238584956,,,,
robustness,second_breakout,all_launch_direct_baseline,H10,997,,,217,312,,,,,0.11534603811434303,0.029087261785356068,0.28525641025641024,0.13560650757743745,0.06018054162487462,,-0.01650679309691284,-0.029575833568184263,-0.1410545676257449,-0.06869676522581163,,,,
robustness,second_breakout,matched_delay_baseline,H10,57,,,54,55,,,,,0.03508771929824561,0.017543859649122806,0.36363636363636365,0.17456821452322907,0.14035087719298245,,0.0014111175920906343,-0.02007437067384942,-0.07606568123929328,-0.05221420977676634,,,,
robustness,second_breakout,same_instrument_nonanchor_baseline,H10,45,,,42,44,,,,,0.08888888888888889,0.044444444444444446,0.4318181818181818,0.19990329169307575,0.17777777777777778,,0.002113385397062145,-0.007977713419671562,-0.13838963708513766,-0.06451101437615743,,,,
robustness,second_breakout,industry_matched_baseline,H10,42,,,32,32,,,,,0.11904761904761904,0.09523809523809523,0.40625,0.4536885717861109,0.30952380952380953,,-0.005546734361260289,-0.03733422807365881,-0.15706573593505013,-0.08610126520990724,,,,
robustness,second_breakout,failed_lookalike_baseline,H10,171,,,131,141,,,,,0.06432748538011696,0.029239766081871343,0.3333333333333333,0.07640756720819926,0.08771929824561403,,-0.025349556448002634,-0.02289242711590943,-0.1469645601679196,-0.06391251037610601,,,,
train,pullback_hold_restrengthen,anchor,H60,181,181.0,0.1569817866435386,108,149,,,,,0.16574585635359115,0.09944751381215469,0.40268456375838924,0.0828597578254658,0.12154696132596685,0.788056206088993,,,,,0.019125568062600667,-0.03527182218695578,-0.2444104637057385,-0.1453715048595973
train,pullback_hold_restrengthen,all_launch_direct_baseline,H60,2213,,,211,594,,,,,0.17849073655671036,0.12245820153637596,0.3114478114478115,0.05988672469714474,0.0596475372797108,,,,,,-0.017116813852181497,-0.06375669124931188,-0.2625287950021385,-0.13773696430236865
train,pullback_hold_restrengthen,matched_delay_baseline,H60,180,,,108,149,,,,,0.18888888888888888,0.1111111111111111,0.4563758389261745,0.09355384533382662,0.12222222222222222,,,,,,0.023781417114241758,-0.011,-0.23483316518021213,-0.13589352014354794
train,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H60,147,,,92,123,,,,,0.19727891156462585,0.1360544217687075,0.4634146341463415,0.10439278689934917,0.14285714285714285,,,,,,0.04787198026559996,-0.008604849919080382,-0.21939971989829668,-0.12931735929077942
train,pullback_hold_restrengthen,industry_matched_baseline,H60,125,,,84,108,,,,,0.248,0.168,0.3888888888888889,0.15304905086549148,0.152,,,,,,0.032706580069432334,-0.040221549183455434,-0.2738223244352974,-0.14647502547187735
train,pullback_hold_restrengthen,failed_lookalike_baseline,H60,565,,,195,404,,,,,0.19646017699115045,0.11327433628318584,0.3465346534653465,0.053350603045595926,0.06725663716814159,,,,,,0.008137352824041726,-0.036157254757829035,-0.24928594459959644,-0.13582880508587977
train,second_breakout,anchor,H60,184,184.0,0.1595836947094536,116,158,,,,,0.22282608695652173,0.10326086956521739,0.379746835443038,0.11111891501771584,0.09782608695652174,0.7352517985611511,,,,,-0.009888829588642586,-0.049285264769051366,-0.27379148069988324,-0.14903274501805847
train,second_breakout,all_launch_direct_baseline,H60,2213,,,211,594,,,,,0.17849073655671036,0.12245820153637596,0.3114478114478115,0.05988672469714474,0.0596475372797108,,,,,,-0.017116813852181497,-0.06375669124931188,-0.2625287950021385,-0.13773696430236865
train,second_breakout,matched_delay_baseline,H60,182,,,116,156,,,,,0.22527472527472528,0.10989010989010989,0.38461538461538464,0.07943972498436991,0.09340659340659341,,,,,,0.0019742739324788926,-0.0310482640097675,-0.2565322690688285,-0.14289756492266562
train,second_breakout,same_instrument_nonanchor_baseline,H60,138,,,96,120,,,,,0.2826086956521739,0.13768115942028986,0.45,0.10741354284362001,0.10869565217391304,,,,,,0.02950223014213509,-0.026910733450486047,-0.2905707924918476,-0.13786073922201592
train,second_breakout,industry_matched_baseline,H60,136,,,85,111,,,,,0.27205882352941174,0.1323529411764706,0.34234234234234234,0.09241854976402518,0.1323529411764706,,,,,,-0.00803459045851919,-0.052713769231273015,-0.3148653896730832,-0.16115701385750555
train,second_breakout,failed_lookalike_baseline,H60,451,,,186,343,,,,,0.2017738359201774,0.12195121951219512,0.3673469387755102,0.05366199937641917,0.07317073170731707,,,,,,0.005845882905377103,-0.045188002837792555,-0.2634285833164279,-0.1377284023587583
validation,pullback_hold_restrengthen,anchor,H60,77,77.0,0.14365671641791045,67,70,,,,,0.025974025974025976,0.0,0.18571428571428572,0.23367054976259735,0.12987012987012986,0.7830985915492957,,,,,-0.09997289283012081,-0.12491275542309044,-0.32293087782868485,-0.18602950801114831
validation,pullback_hold_restrengthen,all_launch_direct_baseline,H60,941,,,213,314,,,,,0.09883103081827843,0.011689691817215728,0.30254777070063693,0.12651595068264399,0.07970244420828905,,,,,,-0.018996890297040984,-0.029329873431293108,-0.2574754705573413,-0.13260953451766616
validation,pullback_hold_restrengthen,matched_delay_baseline,H60,73,,,64,66,,,,,0.0136986301369863,0.0,0.24242424242424243,0.14600523118621156,0.136986301369863,,,,,,-0.0772523258122297,-0.06936303468801919,-0.33975704110602717,-0.16817040975202022
validation,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H60,66,,,60,62,,,,,0.06060606060606061,0.0,0.25806451612903225,0.26880011926763103,0.15151515151515152,,,,,,-0.0887990583374201,-0.10105395468705464,-0.3167691410062512,-0.1799908673492261
validation,pullback_hold_restrengthen,industry_matched_baseline,H60,50,,,43,44,,,,,0.14,0.0,0.3409090909090909,0.16354935867959133,0.24,,,,,,-0.06483275642580585,-0.10513171837541208,-0.27478830676888477,-0.1643299323958498
validation,pullback_hold_restrengthen,failed_lookalike_baseline,H60,235,,,158,196,,,,,0.05531914893617021,0.00425531914893617,0.22959183673469388,0.10608921192461049,0.06382978723404255,,,,,,-0.05870124979021341,-0.06992746533812388,-0.2775487163938777,-0.15158302731975618
validation,second_breakout,anchor,H60,64,64.0,0.11940298507462686,58,62,,,,,0.125,0.015625,0.3709677419354839,0.17776612578714399,0.15625,0.7575757575757576,,,,,-0.03558028190484433,-0.04807489274166659,-0.2988489105810768,-0.14600826950493967
validation,second_breakout,all_launch_direct_baseline,H60,941,,,213,314,,,,,0.09883103081827843,0.011689691817215728,0.30254777070063693,0.12651595068264399,0.07970244420828905,,,,,,-0.018996890297040984,-0.029329873431293108,-0.2574754705573413,-0.13260953451766616
validation,second_breakout,matched_delay_baseline,H60,63,,,57,61,,,,,0.06349206349206349,0.015873015873015872,0.32786885245901637,0.24538670586816666,0.15873015873015872,,,,,,-0.03861854775411431,-0.047931783161010426,-0.2543339129413914,-0.1407361593868895
validation,second_breakout,same_instrument_nonanchor_baseline,H60,44,,,40,43,,,,,0.09090909090909091,0.0,0.3488372093023256,0.18811946748871233,0.20454545454545456,,,,,,-0.03335207016721095,-0.029773202125307804,-0.23159864208835862,-0.1351457879574644
validation,second_breakout,industry_matched_baseline,H60,43,,,37,37,,,,,0.18604651162790697,0.0,0.2702702702702703,0.34847620351276887,0.2558139534883721,,,,,,-0.048760570412002505,-0.050915976488322905,-0.2973416765860276,-0.15592886565320327
validation,second_breakout,failed_lookalike_baseline,H60,171,,,129,146,,,,,0.05847953216374269,0.011695906432748537,0.3150684931506849,0.08021020036590411,0.08771929824561403,,,,,,-0.049050099326621216,-0.04777018933147547,-0.2812481934359301,-0.14925260710047
robustness,pullback_hold_restrengthen,anchor,H60,57,57.0,0.07354838709677419,47,49,,,,,0.12280701754385964,0.03508771929824561,0.2653061224489796,0.21769103460447922,0.19298245614035087,0.8814968814968815,,,,,-0.048866952160872494,-0.0888348223991613,-0.2151052139823261,-0.1464581033867562
robustness,pullback_hold_restrengthen,all_launch_direct_baseline,H60,997,,,217,312,,,,,0.11534603811434303,0.029087261785356068,0.40705128205128205,0.11045652923248891,0.06018054162487462,,,,,,0.002603901184649633,-0.02657630894769324,-0.21632781644137636,-0.11847276677560767
robustness,pullback_hold_restrengthen,matched_delay_baseline,H60,57,,,47,50,,,,,0.10526315789473684,0.03508771929824561,0.42,0.13825556299138436,0.19298245614035087,,,,,,-0.03279827910394733,-0.04197003055858616,-0.24234343815255613,-0.15596903080523183
robustness,pullback_hold_restrengthen,same_instrument_nonanchor_baseline,H60,48,,,40,42,,,,,0.1875,0.041666666666666664,0.30952380952380953,0.258986771587184,0.22916666666666666,,,,,,-0.03415920856281887,-0.06523145435139205,-0.2128755838133431,-0.13925954631208
robustness,pullback_hold_restrengthen,industry_matched_baseline,H60,42,,,32,32,,,,,0.11904761904761904,0.09523809523809523,0.3125,0.24454317687131638,0.3333333333333333,,,,,,-0.03447893349797112,-0.051553314044495084,-0.1711014045692291,-0.12875587741756794
robustness,pullback_hold_restrengthen,failed_lookalike_baseline,H60,246,,,168,185,,,,,0.08130081300813008,0.036585365853658534,0.32972972972972975,0.08716550430616751,0.06504065040650407,,,,,,-0.031043526678076156,-0.056344698508163975,-0.21119771851868874,-0.12747999391493317
robustness,second_breakout,anchor,H60,58,58.0,0.07483870967741936,54,56,,,,,0.06896551724137931,0.017241379310344827,0.3392857142857143,0.5616712940590594,0.15517241379310345,0.8419618528610354,,,,,-0.033232496894524885,-0.06169611712330719,-0.2023140340874062,-0.1464161230606188
