primitive_id,industry,task,null_family,primitive_type,real_metric_name,real_metric_formula_text,higher_is_better,denominator_scope,aggregation_policy,real_metric,null_mean,null_p95,empirical_p_value,null_adjusted_signal_status,null_repeats
auto_industry_breadth_support,汽车,industry_launch_winner_score_lgbm,label_permutation_within_industry_fold,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_breadth_support,汽车,industry_launch_winner_score_lgbm,instrument_year_block_shuffle,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_breadth_support,汽车,industry_launch_winner_score_lgbm,year_shuffle_within_industry,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_breadth_support,汽车,industry_launch_winner_score_lgbm,feature_family_dropout_placebo,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_industry_breadth_support,汽车,industry_launch_winner_score_lgbm,weak_signal_task_placebo,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
auto_destructive_high_vol_rank_evaporation,汽车,industry_failure_reject_score_lgbm,label_permutation_within_industry_fold,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.6437432022612055,0.9051082510671187,1.7321995931912952,0.7125,collapsed_under_null,400
auto_destructive_high_vol_rank_evaporation,汽车,industry_failure_reject_score_lgbm,instrument_year_block_shuffle,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.6437432022612055,0.9327601043591085,1.7236085371278613,0.73,collapsed_under_null,400
auto_destructive_high_vol_rank_evaporation,汽车,industry_failure_reject_score_lgbm,year_shuffle_within_industry,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.6437432022612055,0.9604117075072929,1.7493060127094158,0.76,collapsed_under_null,400
auto_destructive_high_vol_rank_evaporation,汽车,industry_failure_reject_score_lgbm,feature_family_dropout_placebo,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.6437432022612055,1.001450254159456,2.137568876731814,0.75,collapsed_under_null,400
auto_destructive_high_vol_rank_evaporation,汽车,industry_failure_reject_score_lgbm,weak_signal_task_placebo,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.6437432022612055,0.9506571546036278,1.8969185670572897,0.735,collapsed_under_null,400
auto_industry_breadth_failure,汽车,industry_failure_reject_score_lgbm,label_permutation_within_industry_fold,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.8699799196562885,0.9058365293114403,1.65843190926873,0.525,collapsed_under_null,400
auto_industry_breadth_failure,汽车,industry_failure_reject_score_lgbm,instrument_year_block_shuffle,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.8699799196562885,0.9389744242000707,1.671791911320361,0.54,collapsed_under_null,400
auto_industry_breadth_failure,汽车,industry_failure_reject_score_lgbm,year_shuffle_within_industry,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.8699799196562885,0.9032925107561658,1.656380262107077,0.535,collapsed_under_null,400
auto_industry_breadth_failure,汽车,industry_failure_reject_score_lgbm,feature_family_dropout_placebo,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.8699799196562885,0.9696175661395537,1.6664060156914313,0.6,collapsed_under_null,400
auto_industry_breadth_failure,汽车,industry_failure_reject_score_lgbm,weak_signal_task_placebo,failure_warning_primitive,core_oof_failure_lift_minus_from_launch_false_reject_penalty,"failure_positive_rate_lift - max(0, from_launch_false_reject_rate - baseline_from_launch_false_reject_rate)",True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.8699799196562885,0.9641424647312885,1.6086975028603747,0.615,collapsed_under_null,400
electronics_breadth_rank_persistence,电子,industry_launch_winner_score_lgbm,label_permutation_within_industry_fold,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_breadth_rank_persistence,电子,industry_launch_winner_score_lgbm,instrument_year_block_shuffle,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_breadth_rank_persistence,电子,industry_launch_winner_score_lgbm,year_shuffle_within_industry,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_breadth_rank_persistence,电子,industry_launch_winner_score_lgbm,feature_family_dropout_placebo,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_breadth_rank_persistence,电子,industry_launch_winner_score_lgbm,weak_signal_task_placebo,pairwise_interaction_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_non_late_acceleration_strength,电子,industry_launch_winner_score_lgbm,label_permutation_within_industry_fold,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_non_late_acceleration_strength,电子,industry_launch_winner_score_lgbm,instrument_year_block_shuffle,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_non_late_acceleration_strength,电子,industry_launch_winner_score_lgbm,year_shuffle_within_industry,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_non_late_acceleration_strength,电子,industry_launch_winner_score_lgbm,feature_family_dropout_placebo,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_non_late_acceleration_strength,电子,industry_launch_winner_score_lgbm,weak_signal_task_placebo,three_way_context_primitive,core_oof_weighted_positive_rate_lift_vs_industry_task_fold_baseline,selected_weighted_positive_rate / same_industry_task_fold_weighted_positive_rate,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,0.0,0.0,0.0,1.0,collapsed_under_null,300
electronics_failure_null_stress,电子,industry_failure_reject_score_lgbm,label_permutation_within_industry_fold,negative_control_lesson,weak_signal_placebo_story_rate,weak_signal_placebo_story_rate; manual primitive is not allowed for P0.9C,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,1.306055729461435,0.9848800337483854,1.4018099953001921,0.0925,placebo_only,400
electronics_failure_null_stress,电子,industry_failure_reject_score_lgbm,instrument_year_block_shuffle,negative_control_lesson,weak_signal_placebo_story_rate,weak_signal_placebo_story_rate; manual primitive is not allowed for P0.9C,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,1.306055729461435,0.975140626353506,1.3720580837996597,0.08,placebo_only,400
electronics_failure_null_stress,电子,industry_failure_reject_score_lgbm,year_shuffle_within_industry,negative_control_lesson,weak_signal_placebo_story_rate,weak_signal_placebo_story_rate; manual primitive is not allowed for P0.9C,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,1.306055729461435,0.9682429015535398,1.3627472073378133,0.09,placebo_only,400
electronics_failure_null_stress,电子,industry_failure_reject_score_lgbm,feature_family_dropout_placebo,negative_control_lesson,weak_signal_placebo_story_rate,weak_signal_placebo_story_rate; manual primitive is not allowed for P0.9C,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,1.306055729461435,1.010340506726296,1.875288893064589,0.1425,placebo_only,400
electronics_failure_null_stress,电子,industry_failure_reject_score_lgbm,weak_signal_task_placebo,negative_control_lesson,weak_signal_placebo_story_rate,weak_signal_placebo_story_rate; manual primitive is not allowed for P0.9C,True,"trainable core folds only, same industry + task + fold",equal-weight average across trainable core folds,1.306055729461435,0.9952843179851066,1.8829206939490866,0.145,placebo_only,400
